Date,Finished.At,Scheduled.At,Mailer,ID,Sent,R.Sent,SoftBounce,HardBounce,Total,Offer,Isp,Profile,Injected.Seeds,Server(s)
"10/04/2026 (17:44:50),""10/04/2026 (17:45:48)"","""",""y.moghar"",""25541259"",""104000"",""103998"",""0"",""0"",""104000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (269000 to 373000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (17:32:50),""10/04/2026 (17:35:53)"","""",""y.moghar"",""25540729"",""187000"",""187000"",""0"",""0"",""187000"",""5555555 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 187000)"",""0->1000"",""s_cmh6_5940"""
"10/04/2026 (17:14:50),""10/04/2026 (17:16:09)"","""",""y.moghar"",""25540052"",""96000"",""95997"",""0"",""0"",""96000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (173000 to 269000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (16:57:50),""10/04/2026 (16:58:10)"","""",""y.moghar"",""25539370"",""20257"",""20266"",""0"",""0"",""20257"",""5555555 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (352750 to 373007)"",""0->1000"",""s_cmh6_5940"""
"10/04/2026 (16:55:35),""10/04/2026 (16:57:44)"","""",""y.moghar"",""25539307"",""266500"",""266491"",""0"",""0"",""266500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 266500)"",""0->1000"",""s_cmh7_3174"""
"10/04/2026 (16:45:48),""10/04/2026 (16:45:50)"","""",""y.moghar"",""25539048"",""1700"",""1708"",""0"",""0"",""1700"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (176100 to 177800)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (16:44:50),""10/04/2026 (16:45:30)"","""",""y.moghar"",""25539027"",""88000"",""88001"",""0"",""0"",""88000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (85000 to 173000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (16:42:48),""10/04/2026 (16:42:51)"","""",""y.moghar"",""25538992"",""3500"",""3504"",""0"",""0"",""3500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (172600 to 176100)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (16:30:42),""10/04/2026 (16:30:45)"","""",""y.moghar"",""25538468"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (160000 to 165100)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (16:22:51),""10/04/2026 (16:25:51)"","""",""y.moghar"",""25538267"",""178500"",""178492"",""0"",""0"",""178500"",""5555555 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (174250 to 352750)"",""0->1000"",""s_cmh6_5940"""
"10/04/2026 (16:12:15),""10/04/2026 (16:13:25)"","""",""y.moghar"",""25537916"",""80000"",""75165"",""0"",""0"",""80000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (5000 to 85000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (16:02:51),""10/04/2026 (16:03:26)"","""",""y.moghar"",""25537449"",""106186"",""106186"",""0"",""0"",""106186"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (266821 to 373007)"",""0->1000"",""s_cmh7_3174"""
"10/04/2026 (15:47:50),""10/04/2026 (15:50:47)"","""",""y.moghar"",""25537049"",""174250"",""174253"",""0"",""0"",""174250"",""5555555 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 174250)"",""0->1000"",""s_cmh6_5940"""
"10/04/2026 (15:21:11),""10/04/2026 (15:21:14)"","""",""y.moghar"",""25536040"",""2200"",""1780"",""0"",""0"",""2200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (157800 to 160000)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3617"""
"10/04/2026 (15:16:48),""10/04/2026 (15:16:51)"","""",""y.moghar"",""25535834"",""6200"",""1282"",""0"",""0"",""6200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (151600 to 157800)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3617"""
"10/04/2026 (15:10:20),""10/04/2026 (15:10:27)"","""",""y.moghar"",""25535640"",""9177"",""9186"",""0"",""0"",""9177"",""5555555 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (363830 to 373007)"",""0->1000"",""s_cmh6_5940"""
"10/04/2026 (15:07:32),""10/04/2026 (15:08:20)"","""",""y.moghar"",""25535527"",""9200"",""5905"",""0"",""0"",""9200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (142400 to 151600)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (15:07:31),""10/04/2026 (15:09:26)"","""",""y.moghar"",""25535526"",""266500"",""266488"",""0"",""0"",""266500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (321 to 266821)"",""0->1000"",""s_cmh7_3174"""
"10/04/2026 (15:02:53),""10/04/2026 (15:02:56)"","""",""y.moghar"",""25535291"",""5100"",""5111"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (137300 to 142400)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (14:55:56),""10/04/2026 (14:55:59)"","""",""y.moghar"",""25535162"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (133700 to 137300)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (14:55:22),""10/04/2026 (14:56:41)"","""",""y.moghar"",""25535142"",""165750"",""102865"",""0"",""0"",""165750"",""5555555 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (198080 to 363830)"",""0->1000"",""s_cmh6_5940"""
"10/04/2026 (14:46:10),""10/04/2026 (14:46:12)"","""",""y.moghar"",""25534897"",""3280"",""3288"",""0"",""0"",""3280"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (130420 to 133700)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (14:41:48),""10/04/2026 (14:41:51)"","""",""y.moghar"",""25534748"",""11850"",""11854"",""0"",""0"",""11850"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (118570 to 130420)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (14:34:49),""10/04/2026 (14:35:13)"","""",""y.moghar"",""25534562"",""9160"",""9164"",""0"",""0"",""9160"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (109410 to 118570)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (14:27:48),""10/04/2026 (14:27:51)"","""",""y.moghar"",""25534117"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (104310 to 109410)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (14:20:48),""10/04/2026 (14:20:51)"","""",""y.moghar"",""25533963"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (100710 to 104310)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (14:14:50),""10/04/2026 (14:15:15)"","""",""y.moghar"",""25533679"",""47100"",""47097"",""0"",""0"",""47100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 47100)"",""0->1000"",""s_cmh2_6101"""
"10/04/2026 (14:13:48),""10/04/2026 (14:13:51)"","""",""y.moghar"",""25533659"",""9780"",""3205"",""0"",""0"",""9780"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (90930 to 100710)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (14:07:49),""10/04/2026 (14:08:28)"","""",""y.moghar"",""25533470"",""58500"",""57782"",""0"",""0"",""58500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (172000 to 230500)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (14:06:48),""10/04/2026 (14:06:51)"","""",""y.moghar"",""25533420"",""11700"",""11705"",""0"",""0"",""11700"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (79230 to 90930)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (13:59:48),""10/04/2026 (14:00:08)"","""",""y.moghar"",""25533175"",""13680"",""10514"",""0"",""0"",""13680"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (65550 to 79230)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (13:52:48),""10/04/2026 (13:52:51)"","""",""y.moghar"",""25533046"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (60450 to 65550)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (13:45:48),""10/04/2026 (13:45:51)"","""",""y.moghar"",""25532847"",""5400"",""5412"",""0"",""0"",""5400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (55050 to 60450)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (13:38:48),""10/04/2026 (13:38:53)"","""",""y.moghar"",""25532606"",""9720"",""9731"",""0"",""0"",""9720"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (45330 to 55050)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (13:34:50),""10/04/2026 (13:35:02)"","""",""y.moghar"",""25532459"",""18507"",""18510"",""0"",""0"",""18532"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (354500 to 373032)"",""0->1000"",""s_cmh2_6101"""
"10/04/2026 (13:31:50),""10/04/2026 (13:32:33)"","""",""y.moghar"",""25532200"",""58500"",""58503"",""0"",""0"",""58500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (113500 to 172000)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (13:24:48),""10/04/2026 (13:25:10)"","""",""y.moghar"",""25531993"",""13620"",""13624"",""0"",""0"",""13620"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (31710 to 45330)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (13:17:48),""10/04/2026 (13:17:51)"","""",""y.moghar"",""25531739"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (26610 to 31710)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (13:08:13),""10/04/2026 (13:08:16)"","""",""y.moghar"",""25531369"",""5400"",""5412"",""0"",""0"",""5400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (21210 to 26610)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (13:01:52),""10/04/2026 (13:01:56)"","""",""y.moghar"",""25531070"",""9660"",""9672"",""0"",""0"",""9660"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (11550 to 21210)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (12:55:49),""10/04/2026 (12:56:23)"","""",""y.moghar"",""25530981"",""55500"",""55503"",""0"",""0"",""55500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (58000 to 113500)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (12:54:50),""10/04/2026 (12:55:16)"","""",""y.moghar"",""25530953"",""50700"",""33809"",""0"",""0"",""50700"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (303800 to 354500)"",""0->1000"",""s_cmh2_6101"""
"10/04/2026 (12:54:11),""10/04/2026 (12:54:19)"","""",""y.moghar"",""25530928"",""11550"",""11556"",""0"",""0"",""11550"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 11550)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (12:52:50),""10/04/2026 (12:53:06)"","""",""y.moghar"",""25530897"",""69850"",""69863"",""0"",""0"",""69850"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (0 to 69850)"",""0->1000"",""3 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"""
"10/04/2026 (12:49:48),""10/04/2026 (12:49:51)"","""",""y.moghar"",""25530765"",""2567"",""2571"",""0"",""0"",""2592"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (370440 to 373032)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (12:42:48),""10/04/2026 (12:42:51)"","""",""y.moghar"",""25530579"",""5100"",""5110"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (365340 to 370440)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (12:35:48),""10/04/2026 (12:35:51)"","""",""y.moghar"",""25530360"",""5400"",""5411"",""0"",""0"",""5400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (359940 to 365340)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (12:28:49),""10/04/2026 (12:28:52)"","""",""y.moghar"",""25530018"",""9600"",""6638"",""0"",""0"",""9600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (350340 to 359940)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (12:21:48),""10/04/2026 (12:21:52)"","""",""y.moghar"",""25529797"",""11400"",""3823"",""0"",""0"",""11400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (338940 to 350340)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (12:19:52),""10/04/2026 (12:20:17)"","""",""y.moghar"",""25529732"",""55500"",""54576"",""0"",""0"",""55500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (2500 to 58000)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (12:14:50),""10/04/2026 (12:15:10)"","""",""y.moghar"",""25529558"",""13500"",""13506"",""0"",""0"",""13500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (325440 to 338940)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (12:12:20),""10/04/2026 (12:12:37)"","""",""y.moghar"",""25529493"",""33400"",""33402"",""0"",""0"",""33400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (270400 to 303800)"",""0->1000"",""s_cmh2_6101"""
"10/04/2026 (12:07:07),""10/04/2026 (12:07:10)"","""",""y.moghar"",""25529273"",""5100"",""5111"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (320340 to 325440)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (11:45:11),""10/04/2026 (11:45:17)"","""",""y.moghar"",""25528628"",""2500"",""2504"",""0"",""0"",""2500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 2500)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (11:43:49),""10/04/2026 (11:44:15)"","""",""y.moghar"",""25528600"",""41509"",""41512"",""0"",""0"",""41532"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (331500 to 373032)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (11:40:49),""10/04/2026 (11:40:55)"","""",""y.moghar"",""25528529"",""19000"",""14288"",""0"",""0"",""19000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (240700 to 259700)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (11:34:48),""10/04/2026 (11:35:05)"","""",""y.moghar"",""25528332"",""52500"",""35008"",""0"",""0"",""52500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (217900 to 270400)"",""0->1000"",""s_cmh2_6101"""
"10/04/2026 (11:30:22),""10/04/2026 (11:30:55)"","""",""y.moghar"",""25528108"",""177209"",""10063"",""0"",""0"",""177232"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (195800 to 373032)"",""0->1000"",""4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"""
"10/04/2026 (11:30:21),""10/04/2026 (11:30:26)"","""",""y.moghar"",""25528106"",""8000"",""151"",""0"",""0"",""8000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (232700 to 240700)"",""0->1000"",""s_cmh2_6121"""
"10/04/2026 (11:05:17),""10/04/2026 (11:05:48)"","""",""y.moghar"",""25527408"",""52500"",""52502"",""0"",""0"",""52500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (279000 to 331500)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (04:29:10),""10/04/2026 (04:29:12)"","""",""y.moghar"",""25520772"",""2500"",""559"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (317840 to 320340)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (04:27:48),""10/04/2026 (04:28:18)"","""",""y.moghar"",""25520750"",""49500"",""31195"",""0"",""0"",""49500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (229500 to 279000)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (04:23:48),""10/04/2026 (04:23:50)"","""",""y.moghar"",""25520685"",""3780"",""2"",""0"",""0"",""3780"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (314060 to 317840)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (04:17:48),""10/04/2026 (04:18:27)"","""",""y.moghar"",""25520501"",""4750"",""16"",""0"",""0"",""4750"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (309310 to 314060)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (04:11:10),""10/04/2026 (04:12:09)"","""",""y.moghar"",""25520328"",""5300"",""9"",""0"",""0"",""5300"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (304010 to 309310)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (04:05:10),""10/04/2026 (04:05:11)"","""",""y.moghar"",""25520190"",""2500"",""7"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (301510 to 304010)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (03:53:48),""10/04/2026 (03:53:49)"","""",""y.moghar"",""25519837"",""2500"",""11"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (299010 to 301510)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (03:47:49),""10/04/2026 (03:48:20)"","""",""y.moghar"",""25519685"",""49500"",""31140"",""0"",""0"",""49500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (180000 to 229500)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (03:47:48),""10/04/2026 (03:47:50)"","""",""y.moghar"",""25519684"",""3760"",""7"",""0"",""0"",""3760"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (295250 to 299010)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (03:41:09),""10/04/2026 (03:41:46)"","""",""y.moghar"",""25519552"",""4700"",""7"",""0"",""0"",""4700"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (290550 to 295250)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (03:35:48),""10/04/2026 (03:37:06)"","""",""y.moghar"",""25519449"",""5280"",""19"",""0"",""0"",""5280"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (285270 to 290550)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (03:29:48),""10/04/2026 (03:29:50)"","""",""y.moghar"",""25519251"",""2500"",""8"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (282770 to 285270)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (03:17:10),""10/04/2026 (03:17:12)"","""",""y.moghar"",""25519016"",""2500"",""13"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (280270 to 282770)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (03:11:48),""10/04/2026 (03:11:50)"","""",""y.moghar"",""25518907"",""3740"",""8"",""0"",""0"",""3740"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (276530 to 280270)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (03:07:49),""10/04/2026 (03:08:18)"","""",""y.moghar"",""25518789"",""46500"",""30998"",""0"",""0"",""46500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (133500 to 180000)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (03:05:10),""10/04/2026 (03:05:45)"","""",""y.moghar"",""25518718"",""4650"",""17"",""0"",""0"",""4650"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (271880 to 276530)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (02:59:48),""10/04/2026 (03:01:10)"","""",""y.moghar"",""25518542"",""5260"",""15"",""0"",""0"",""5260"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (266620 to 271880)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (02:53:48),""10/04/2026 (02:53:52)"","""",""y.moghar"",""25518436"",""2500"",""6"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (264120 to 266620)"",""0->1000"",""s_cmh8_3656"""
