Date,Finished.At,Scheduled.At,Mailer,ID,Sent,R.Sent,SoftBounce,HardBounce,Total,Offer,Isp,Profile,Injected.Seeds,Server(s)
"10/04/2026 (23:03:20),""10/04/2026 (23:06:46)"","""",""y.moghar"",""25552580"",""195500"",""195500"",""0"",""0"",""195500"",""5555555 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 195500)"",""0->1000"",""s_cmh6_5940"""
"10/04/2026 (23:02:48),""10/04/2026 (23:02:51)"","""",""y.moghar"",""25552540"",""4500"",""4504"",""0"",""0"",""4500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (338000 to 342500)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (23:02:21),""10/04/2026 (23:03:37)"","""",""y.moghar"",""25552504"",""140000"",""139993"",""0"",""0"",""140000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (133000 to 273000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (22:59:20),""10/04/2026 (22:59:40)"","""",""y.moghar"",""25552414"",""39000"",""39018"",""0"",""0"",""39000"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (69850 to 108850)"",""0->1000"",""4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"""
"10/04/2026 (22:57:48),""10/04/2026 (22:57:51)"","""",""y.moghar"",""25552355"",""3800"",""3807"",""0"",""0"",""3800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (224700 to 228500)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (22:52:48),""10/04/2026 (22:52:51)"","""",""y.moghar"",""25552211"",""8100"",""8106"",""0"",""0"",""8100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (329900 to 338000)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (22:45:48),""10/04/2026 (22:45:50)"","""",""y.moghar"",""25552014"",""1880"",""1888"",""0"",""0"",""1880"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (222820 to 224700)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (22:44:19),""10/04/2026 (22:44:29)"","""",""y.moghar"",""25551988"",""6400"",""6406"",""0"",""0"",""6400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (259700 to 266100)"",""0->1000"",""s_cmh2_6121"""
"10/04/2026 (22:42:48),""10/04/2026 (22:42:51)"","""",""y.moghar"",""25551963"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (324800 to 329900)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (22:39:13),""10/04/2026 (22:39:36)"","""",""y.moghar"",""25551860"",""40500"",""40506"",""0"",""0"",""40500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (47100 to 87600)"",""0->1000"",""s_cmh2_6101"""
"10/04/2026 (22:32:48),""10/04/2026 (22:32:55)"","""",""y.moghar"",""25551461"",""4400"",""4403"",""0"",""0"",""4400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (320400 to 324800)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (22:27:19),""10/04/2026 (22:28:25)"","""",""y.moghar"",""25551291"",""133000"",""133002"",""0"",""0"",""133000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 133000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (22:26:44),""10/04/2026 (22:26:51)"","""",""y.moghar"",""25551277"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (219220 to 222820)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (22:25:34),""10/04/2026 (22:27:47)"","""",""y.moghar"",""25551258"",""266500"",""266489"",""0"",""2"",""266500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 266500)"",""0->1000"",""s_cmh7_3174"""
"10/04/2026 (22:22:48),""10/04/2026 (22:22:51)"","""",""y.moghar"",""25551222"",""8040"",""8046"",""0"",""0"",""8040"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (312360 to 320400)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (22:15:08),""10/04/2026 (22:15:10)"","""",""y.moghar"",""25551009"",""1860"",""1868"",""0"",""0"",""1860"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (217360 to 219220)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (22:12:48),""10/04/2026 (22:12:51)"","""",""y.moghar"",""25550947"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (307260 to 312360)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (22:02:48),""10/04/2026 (22:02:52)"","""",""y.moghar"",""25550503"",""4300"",""4304"",""0"",""0"",""4300"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (302960 to 307260)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (21:57:48),""10/04/2026 (21:57:51)"","""",""y.moghar"",""25550339"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (213760 to 217360)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (21:52:48),""10/04/2026 (21:52:51)"","""",""y.moghar"",""25550153"",""7980"",""7984"",""0"",""0"",""7980"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (294980 to 302960)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (21:45:48),""10/04/2026 (21:45:51)"","""",""y.moghar"",""25549949"",""1840"",""1848"",""0"",""0"",""1840"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (211920 to 213760)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (21:42:48),""10/04/2026 (21:42:51)"","""",""y.moghar"",""25549863"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (289880 to 294980)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (21:32:50),""10/04/2026 (21:33:37)"","""",""y.moghar"",""25549464"",""106507"",""106506"",""0"",""1"",""106507"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (266500 to 373007)"",""0->1000"",""s_cmh7_3174"""
"10/04/2026 (21:32:48),""10/04/2026 (21:32:51)"","""",""y.moghar"",""25549458"",""4200"",""4204"",""0"",""0"",""4200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (285680 to 289880)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (21:25:19),""10/04/2026 (21:25:22)"","""",""y.moghar"",""25549183"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (208320 to 211920)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (21:22:48),""10/04/2026 (21:22:51)"","""",""y.moghar"",""25549131"",""7920"",""7925"",""0"",""0"",""7920"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (277760 to 285680)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (21:15:10),""10/04/2026 (21:15:13)"","""",""y.moghar"",""25548932"",""1820"",""1827"",""0"",""0"",""1820"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (206500 to 208320)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (21:12:48),""10/04/2026 (21:12:51)"","""",""y.moghar"",""25548868"",""5100"",""5111"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (272660 to 277760)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (21:02:48),""10/04/2026 (21:02:51)"","""",""y.moghar"",""25548441"",""4100"",""4104"",""0"",""0"",""4100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (268560 to 272660)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (20:57:48),""10/04/2026 (20:57:51)"","""",""y.moghar"",""25548278"",""3600"",""3606"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (202900 to 206500)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (20:52:48),""10/04/2026 (20:52:51)"","""",""y.moghar"",""25548148"",""7860"",""7866"",""0"",""0"",""7860"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (260700 to 268560)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (20:45:48),""10/04/2026 (20:45:50)"","""",""y.moghar"",""25547909"",""1800"",""1807"",""0"",""0"",""1800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (201100 to 202900)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (20:44:50),""10/04/2026 (20:44:56)"","""",""y.moghar"",""25547876"",""6007"",""6013"",""0"",""0"",""6007"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (367000 to 373007)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (20:42:48),""10/04/2026 (20:42:51)"","""",""y.moghar"",""25547834"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (255600 to 260700)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (20:37:50),""10/04/2026 (20:40:04)"","""",""y.moghar"",""25547735"",""266500"",""266488"",""0"",""0"",""266500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 266500)"",""0->1000"",""s_cmh7_3174"""
"10/04/2026 (20:32:48),""10/04/2026 (20:32:51)"","""",""y.moghar"",""25547404"",""4000"",""4004"",""0"",""0"",""4000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (251600 to 255600)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (20:27:48),""10/04/2026 (20:27:51)"","""",""y.moghar"",""25547228"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (197500 to 201100)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (20:22:48),""10/04/2026 (20:22:51)"","""",""y.moghar"",""25547112"",""7800"",""7805"",""0"",""0"",""7800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (243800 to 251600)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (20:12:48),""10/04/2026 (20:12:51)"","""",""y.moghar"",""25546787"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (238700 to 243800)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (20:12:14),""10/04/2026 (20:13:15)"","""",""y.moghar"",""25546758"",""119000"",""118996"",""0"",""0"",""119000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (248000 to 367000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (20:02:48),""10/04/2026 (20:02:51)"","""",""y.moghar"",""25546326"",""3900"",""3903"",""0"",""0"",""3900"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (234800 to 238700)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (19:57:48),""10/04/2026 (19:57:51)"","""",""y.moghar"",""25546152"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (193900 to 197500)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (19:52:48),""10/04/2026 (19:52:51)"","""",""y.moghar"",""25545999"",""7740"",""7746"",""0"",""0"",""7740"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (227060 to 234800)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (19:45:48),""10/04/2026 (19:45:51)"","""",""y.moghar"",""25545821"",""1780"",""1788"",""0"",""0"",""1780"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (192120 to 193900)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (19:42:50),""10/04/2026 (19:43:37)"","""",""y.moghar"",""25545703"",""106507"",""106507"",""0"",""0"",""106507"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (266500 to 373007)"",""0->1000"",""s_cmh7_3174"""
"10/04/2026 (19:42:48),""10/04/2026 (19:42:51)"","""",""y.moghar"",""25545701"",""5100"",""5111"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (221960 to 227060)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (19:42:14),""10/04/2026 (19:44:16)"","""",""y.moghar"",""25545685"",""128000"",""127839"",""0"",""0"",""128000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (120000 to 248000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (19:32:48),""10/04/2026 (19:32:51)"","""",""y.moghar"",""25545239"",""3800"",""3804"",""0"",""0"",""3800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (218160 to 221960)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (19:27:48),""10/04/2026 (19:27:51)"","""",""y.moghar"",""25545056"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (188520 to 192120)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (19:22:48),""10/04/2026 (19:22:51)"","""",""y.moghar"",""25544944"",""7680"",""7686"",""0"",""0"",""7680"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (210480 to 218160)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (19:15:48),""10/04/2026 (19:15:51)"","""",""y.moghar"",""25544671"",""1760"",""1768"",""0"",""0"",""1760"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (186760 to 188520)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (19:12:48),""10/04/2026 (19:12:52)"","""",""y.moghar"",""25544530"",""5100"",""5110"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (205380 to 210480)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (19:12:14),""10/04/2026 (19:13:13)"","""",""y.moghar"",""25544511"",""120000"",""120003"",""0"",""0"",""120000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 120000)"",""0->1000"",""s_cmh9_5698"""
"10/04/2026 (19:02:48),""10/04/2026 (19:02:51)"","""",""y.moghar"",""25544064"",""3700"",""3702"",""0"",""0"",""3700"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (201680 to 205380)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (18:57:48),""10/04/2026 (18:57:51)"","""",""y.moghar"",""25543958"",""3600"",""3606"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (183160 to 186760)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (18:52:48),""10/04/2026 (18:52:51)"","""",""y.moghar"",""25543812"",""7620"",""7626"",""0"",""0"",""7620"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (194060 to 201680)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (18:47:50),""10/04/2026 (18:49:58)"","""",""y.moghar"",""25543659"",""266500"",""266453"",""0"",""0"",""266500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 266500)"",""0->1000"",""s_cmh7_3174"""
"10/04/2026 (18:45:10),""10/04/2026 (18:45:12)"","""",""y.moghar"",""25543589"",""1740"",""1748"",""0"",""0"",""1740"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (181420 to 183160)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (18:42:48),""10/04/2026 (18:42:51)"","""",""y.moghar"",""25543544"",""5100"",""5112"",""0"",""0"",""5100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (188960 to 194060)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (18:32:48),""10/04/2026 (18:32:51)"","""",""y.moghar"",""25543096"",""3600"",""3603"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (185360 to 188960)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (18:27:48),""10/04/2026 (18:27:51)"","""",""y.moghar"",""25542932"",""3600"",""3608"",""0"",""0"",""3600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (177820 to 181420)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (18:22:48),""10/04/2026 (18:22:51)"","""",""y.moghar"",""25542818"",""7560"",""7565"",""0"",""0"",""7560"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (177800 to 185360)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"10/04/2026 (18:15:10),""10/04/2026 (18:15:12)"","""",""y.moghar"",""25542529"",""1720"",""1728"",""0"",""0"",""1720"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (176100 to 177820)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3656"""
"10/04/2026 (18:07:50),""10/04/2026 (18:10:52)"","""",""y.moghar"",""25542206"",""186007"",""164472"",""0"",""0"",""186007"",""5555555 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (187000 to 373007)"",""0->1000"",""s_cmh6_5940"""
"10/04/2026 (17:52:49),""10/04/2026 (17:53:43)"","""",""y.moghar"",""25541604"",""106507"",""106507"",""0"",""0"",""106507"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH7 (Seeds) (CMH_List_Warmup_Centralise) (US) (266500 to 373007)"",""0->1000"",""s_cmh7_3174"""
