Date,Finished.At,Scheduled.At,Mailer,ID,Sent,R.Sent,SoftBounce,HardBounce,Total,Offer,Isp,Profile,Injected.Seeds,Server(s)
"12/04/2026 (21:59:19)","12/04/2026 (21:59:37)","","y.moghar","25627970","72800","72828","0","0","72800","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (65000 to 137800)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"12/04/2026 (20:37:19)","12/04/2026 (20:38:17)","","y.moghar","25625479","87943","87946","0","0","87971","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (285000 to 372971)","0->1000","s_cmh9_5698"
"12/04/2026 (20:23:18)","12/04/2026 (20:23:56)","","y.moghar","25624884","42000","36270","0","0","42000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (243000 to 285000)","0->1000","s_cmh9_5687"
"12/04/2026 (20:16:19)","12/04/2026 (20:16:40)","","y.moghar","25624696","33000","33001","0","0","33000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (210000 to 243000)","0->1000","s_cmh9_5689"
"12/04/2026 (20:07:19)","12/04/2026 (20:09:00)","","y.moghar","25624327","168000","167965","0","0","168000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (42000 to 210000)","0->1000","s_cmh9_5698"
"12/04/2026 (19:55:18)","12/04/2026 (19:55:47)","","y.moghar","25623881","42000","14259","0","0","42000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 42000)","0->1000","s_cmh9_5687"
"12/04/2026 (19:46:19)","12/04/2026 (19:46:29)","","y.moghar","25623574","12943","11417","0","0","12971","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (360000 to 372971)","0->1000","s_cmh9_5689"
"12/04/2026 (19:35:21)","12/04/2026 (19:37:09)","","y.moghar","25623184","192000","191996","0","0","192000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (168000 to 360000)","0->1000","s_cmh9_5698"
"12/04/2026 (14:55:30)","12/04/2026 (14:55:46)","","y.moghar","25612962","42000","21386","0","0","42000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (42000 to 84000)","0->1000","s_cmh9_5687"
"12/04/2026 (14:52:12)","12/04/2026 (14:52:25)","","y.moghar","25612880","42000","332","0","0","42000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 42000)","0->1000","s_cmh9_5687"
"12/04/2026 (14:35:43)","12/04/2026 (14:37:45)","","y.moghar","25612370","192000","176872","0","0","192000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 192000)","0->1000","s_cmh9_5698"
"12/04/2026 (14:35:16)","12/04/2026 (14:37:16)","","y.moghar","25612346","192000","184152","0","0","192000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (168000 to 360000)","0->1000","s_cmh9_5698"
"12/04/2026 (05:38:09)","12/04/2026 (05:38:17)","","y.moghar","25600494","4800","4804","0","0","4800","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (291270 to 296070)","0->1000","s_cmh8_3583"
"12/04/2026 (05:32:10)","12/04/2026 (05:32:12)","","y.moghar","25600289","4700","0","0","0","4700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (286570 to 291270)","0->1000","s_cmh8_3656"
"12/04/2026 (05:23:11)","12/04/2026 (05:24:38)","","y.moghar","25600159","168000","167996","0","0","168000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (168000 to 336000)","0->1000","s_cmh9_5698"
"12/04/2026 (05:23:09)","12/04/2026 (05:23:11)","","y.moghar","25600157","3230","7","0","0","3230","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (283340 to 286570)","0->1000","s_cmh8_3656"
"12/04/2026 (05:17:09)","12/04/2026 (05:17:11)","","y.moghar","25600064","3750","3751","0","0","3750","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (279590 to 283340)","0->1000","s_cmh8_3656"
"12/04/2026 (05:14:09)","12/04/2026 (05:14:15)","","y.moghar","25600032","3260","3261","0","0","3260","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (276330 to 279590)","0->1000","s_cmh8_3656"
"12/04/2026 (05:09:11)","12/04/2026 (05:09:24)","","y.moghar","25599924","14000","14010","0","0","14000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (270250 to 284250)","0->1000","s_cmh6_5940"
"12/04/2026 (05:08:09)","12/04/2026 (05:08:53)","","y.moghar","25599888","9400","6348","0","0","9400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (266930 to 276330)","0->1000","2 s_cmh8_3583 s_cmh8_3656"
"12/04/2026 (05:02:09)","12/04/2026 (05:02:12)","","y.moghar","25599715","4600","0","0","0","4600","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (262330 to 266930)","0->1000","s_cmh8_3656"
"12/04/2026 (04:56:09)","12/04/2026 (04:56:11)","","y.moghar","25599676","3180","841","0","0","3180","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (259150 to 262330)","0->1000","s_cmh8_3656"
"12/04/2026 (04:48:11)","12/04/2026 (04:49:40)","","y.moghar","25599605","168000","167985","0","0","168000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 168000)","0->1000","s_cmh9_5698"
"12/04/2026 (04:47:09)","12/04/2026 (04:47:13)","","y.moghar","25599587","3700","3704","0","0","3700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (255450 to 259150)","0->1000","2 s_cmh8_3583 s_cmh8_3656"
"12/04/2026 (04:41:09)","12/04/2026 (04:41:13)","","y.moghar","25599545","3240","3244","0","0","3240","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (252210 to 255450)","0->1000","2 s_cmh8_3583 s_cmh8_3656"
"12/04/2026 (04:38:09)","12/04/2026 (04:38:31)","","y.moghar","25599523","9200","9207","0","0","9200","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (243010 to 252210)","0->1000","2 s_cmh8_3583 s_cmh8_3656"
"12/04/2026 (04:34:11)","12/04/2026 (04:34:21)","","y.moghar","25599428","13750","13759","0","0","13750","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (256500 to 270250)","0->1000","s_cmh6_5940"
"12/04/2026 (04:32:10)","12/04/2026 (04:32:12)","","y.moghar","25599341","4500","0","0","0","4500","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (238510 to 243010)","0->1000","s_cmh8_3656"
"12/04/2026 (04:27:10)","12/04/2026 (04:28:06)","","y.moghar","25599235","94515","84030","0","0","94515","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (186030 to 280545)","0->1000","s_cmh15_654"
"12/04/2026 (04:23:09)","12/04/2026 (04:23:11)","","y.moghar","25599184","3130","698","0","0","3130","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (235380 to 238510)","0->1000","s_cmh8_3617"
"12/04/2026 (04:17:10)","12/04/2026 (04:17:11)","","y.moghar","25599021","3650","3652","0","0","3650","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (231730 to 235380)","0->1000","s_cmh8_3617"
"12/04/2026 (04:14:09)","12/04/2026 (04:14:11)","","y.moghar","25598974","3220","3222","0","0","3220","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (228510 to 231730)","0->1000","s_cmh8_3617"
"12/04/2026 (04:13:11)","12/04/2026 (04:13:34)","","y.moghar","25598951","36976","36986","0","0","36976","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (336000 to 372976)","0->1000","s_cmh9_5698"
"12/04/2026 (04:08:09)","12/04/2026 (04:08:30)","","y.moghar","25598791","9000","9007","0","0","9000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (219510 to 228510)","0->1000","2 s_cmh8_3583 s_cmh8_3656"
"12/04/2026 (04:02:12)","12/04/2026 (04:03:20)","","y.moghar","25598654","94515","84389","0","0","94515","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (91515 to 186030)","0->1000","s_cmh15_654"
"12/04/2026 (04:02:11)","12/04/2026 (04:02:14)","","y.moghar","25598653","4400","0","0","0","4400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (215110 to 219510)","0->1000","s_cmh8_3656"
"12/04/2026 (03:58:10)","12/04/2026 (03:58:22)","","y.moghar","25598603","13500","13508","0","0","13500","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (243000 to 256500)","0->1000","s_cmh6_5940"
"12/04/2026 (03:53:09)","12/04/2026 (03:53:12)","","y.moghar","25598547","3080","2068","0","0","3080","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (212030 to 215110)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (03:47:09)","12/04/2026 (03:47:12)","","y.moghar","25598411","3600","2956","0","0","3600","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (208430 to 212030)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (03:44:09)","12/04/2026 (03:44:14)","","y.moghar","25598357","9600","7954","0","0","9600","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (198830 to 208430)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (03:38:11)","12/04/2026 (03:39:45)","","y.moghar","25598262","168000","167976","0","0","168000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (168000 to 336000)","0->1000","s_cmh9_5698"
"12/04/2026 (03:38:09)","12/04/2026 (03:38:30)","","y.moghar","25598260","8800","8808","0","0","8800","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (190030 to 198830)","0->1000","2 s_cmh8_3583 s_cmh8_3656"
"12/04/2026 (03:37:11)","12/04/2026 (03:38:14)","","y.moghar","25598243","91515","84214","0","0","91515","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 91515)","0->1000","s_cmh15_654"
"12/04/2026 (03:32:09)","12/04/2026 (03:32:12)","","y.moghar","25597996","4300","0","0","0","4300","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (185730 to 190030)","0->1000","s_cmh8_3656"
"12/04/2026 (03:26:09)","12/04/2026 (03:26:11)","","y.moghar","25597921","3030","0","0","0","3030","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (182700 to 185730)","0->1000","s_cmh8_3656"
"12/04/2026 (03:24:10)","12/04/2026 (03:24:20)","","y.moghar","25597903","13250","13260","0","0","13250","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (229750 to 243000)","0->1000","s_cmh6_5940"
"12/04/2026 (03:18:10)","12/04/2026 (03:18:12)","","y.moghar","25597810","3550","3552","0","0","3550","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (179150 to 182700)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (03:14:09)","12/04/2026 (03:14:13)","","y.moghar","25597714","9540","9546","0","0","9540","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (169610 to 179150)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (03:12:11)","12/04/2026 (03:12:27)","","y.moghar","25597665","24916","24921","0","0","24916","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (348060 to 372976)","0->1000","s_cmh15_654"
"12/04/2026 (03:08:10)","12/04/2026 (03:08:12)","","y.moghar","25597557","4300","4301","0","0","4300","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (165310 to 169610)","0->1000","s_cmh8_3617"
"12/04/2026 (03:03:11)","12/04/2026 (03:04:37)","","y.moghar","25597449","168000","168005","0","0","168000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 168000)","0->1000","s_cmh9_5698"
"12/04/2026 (03:02:09)","12/04/2026 (03:02:12)","","y.moghar","25597394","4200","0","0","0","4200","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (161110 to 165310)","0->1000","s_cmh8_3656"
"12/04/2026 (02:56:10)","12/04/2026 (02:56:11)","","y.moghar","25597333","2980","1","0","0","2980","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (158130 to 161110)","0->1000","s_cmh8_3617"
"12/04/2026 (02:48:11)","12/04/2026 (02:48:22)","","y.moghar","25597248","13000","13009","0","0","13000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (216750 to 229750)","0->1000","s_cmh6_5940"
"12/04/2026 (02:48:09)","12/04/2026 (02:48:12)","","y.moghar","25597247","3500","3502","0","0","3500","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (154630 to 158130)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (02:47:11)","12/04/2026 (02:48:08)","","y.moghar","25597223","88515","83809","0","0","88515","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (259545 to 348060)","0->1000","s_cmh15_654"
"12/04/2026 (02:44:10)","12/04/2026 (02:44:13)","","y.moghar","25597200","9480","9485","0","0","9480","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (145150 to 154630)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (02:38:09)","12/04/2026 (02:38:12)","","y.moghar","25597097","4200","4204","0","0","4200","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (140950 to 145150)","0->1000","s_cmh8_3617"
"12/04/2026 (02:32:09)","12/04/2026 (02:32:14)","","y.moghar","25596825","4100","0","0","0","4100","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (136850 to 140950)","0->1000","s_cmh8_3656"
"12/04/2026 (02:28:10)","12/04/2026 (02:28:28)","","y.moghar","25596761","31976","31986","0","0","31976","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (341000 to 372976)","0->1000","s_cmh9_5698"
"12/04/2026 (02:23:10)","12/04/2026 (02:23:11)","","y.moghar","25596709","2930","38","0","0","2930","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (133920 to 136850)","0->1000","2 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (02:22:11)","12/04/2026 (02:22:24)","","y.moghar","25596693","66300","66326","0","0","66300","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (65000 to 131300)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"12/04/2026 (02:22:10)","12/04/2026 (02:23:19)","","y.moghar","25596692","88515","84690","0","0","88515","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (171030 to 259545)","0->1000","s_cmh15_654"
"12/04/2026 (02:20:10)","12/04/2026 (02:20:12)","","y.moghar","25596666","6900","6903","0","0","6900","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (127020 to 133920)","0->1000","2 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (02:16:12)","12/04/2026 (02:19:06)","","y.moghar","25596594","216750","173653","0","0","216750","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 216750)","0->1000","s_cmh6_5940"
"12/04/2026 (02:14:09)","12/04/2026 (02:14:13)","","y.moghar","25596569","9420","9425","0","0","9420","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (117600 to 127020)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (02:08:10)","12/04/2026 (02:08:15)","","y.moghar","25596407","12300","6331","0","0","12300","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (105300 to 117600)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (02:02:10)","12/04/2026 (02:02:12)","","y.moghar","25596183","4000","0","0","0","4000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (101300 to 105300)","0->1000","s_cmh8_3656"
"12/04/2026 (01:57:12)","12/04/2026 (01:57:25)","","y.moghar","25596100","65000","65023","0","0","65000","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (0 to 65000)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"12/04/2026 (01:57:12)","12/04/2026 (01:58:02)","","y.moghar","25596099","85515","83812","0","0","85515","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (85515 to 171030)","0->1000","s_cmh15_654"
"12/04/2026 (01:56:09)","12/04/2026 (01:56:11)","","y.moghar","25596089","2880","1321","0","0","2880","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (98420 to 101300)","0->1000","s_cmh8_3656"
"12/04/2026 (01:53:10)","12/04/2026 (01:54:39)","","y.moghar","25596058","168000","167997","0","0","168000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (173000 to 341000)","0->1000","s_cmh9_5698"
"12/04/2026 (01:50:09)","12/04/2026 (01:50:11)","","y.moghar","25596013","6800","6804","0","0","6800","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (91620 to 98420)","0->1000","2 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (01:44:10)","12/04/2026 (01:44:17)","","y.moghar","25595907","9360","9365","0","0","9360","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (82260 to 91620)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (01:38:13)","12/04/2026 (01:41:01)","","y.moghar","25595838","164726","164723","0","0","164726","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (208250 to 372976)","0->1000","s_cmh6_5940"
"12/04/2026 (01:38:09)","12/04/2026 (01:38:13)","","y.moghar","25595836","12000","12012","0","0","12000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (70260 to 82260)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (01:31:37)","12/04/2026 (01:31:38)","","y.moghar","25595506","3900","0","0","0","3900","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (66360 to 70260)","0->1000","s_cmh8_3656"
"12/04/2026 (01:31:08)","12/04/2026 (01:32:02)","","y.moghar","25595495","85515","85517","0","0","85515","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (85515 to 171030)","0->1000","s_cmh15_654"
