Date,Finished.At,Scheduled.At,Mailer,ID,Sent,R.Sent,SoftBounce,HardBounce,Total,Offer,Isp,Profile,Injected.Seeds,Server(s)
"12/04/2026 (01:30:56)","12/04/2026 (01:31:09)","","y.moghar","25595491","61376","61399","0","0","61376","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (311600 to 372976)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"12/04/2026 (01:26:10)","12/04/2026 (01:26:11)","","y.moghar","25595404","5660","2837","0","0","5660","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (60700 to 66360)","0->1000","2 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (01:20:11)","12/04/2026 (01:20:13)","","y.moghar","25595300","6700","6704","0","0","6700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (54000 to 60700)","0->1000","2 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (01:18:13)","12/04/2026 (01:19:46)","","y.moghar","25595271","168000","167939","0","0","168000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (5000 to 173000)","0->1000","s_cmh9_5698"
"12/04/2026 (01:14:10)","12/04/2026 (01:14:13)","","y.moghar","25595182","9300","9304","0","0","9300","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (44700 to 54000)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (01:05:20)","12/04/2026 (01:05:24)","","y.moghar","25594913","11700","11711","0","0","11700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (33000 to 44700)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"12/04/2026 (01:04:22)","12/04/2026 (01:04:37)","","y.moghar","25594853","62400","62420","0","0","62400","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (249200 to 311600)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"12/04/2026 (01:03:21)","12/04/2026 (01:06:35)","","y.moghar","25594757","208250","208248","0","0","208250","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 208250)","0->1000","s_cmh6_5940"
"14/04/2026 (00:59:18)","14/04/2026 (00:59:37)","","y.moghar","25674252","49500","0","0","0","49500","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (260712 to 310212)","0->1000","s_cmh2_6101"
"14/04/2026 (00:39:18)","14/04/2026 (00:39:22)","","y.moghar","25673847","5766","5772","0","0","5766","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (110838 to 116604)","0->1000","s_cmh2_6127"
"14/04/2026 (00:34:17)","14/04/2026 (00:34:20)","","y.moghar","25673618","8998","9004","0","0","8998","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (101840 to 110838)","0->1000","s_cmh2_6145"
"14/04/2026 (00:27:17)","14/04/2026 (00:27:22)","","y.moghar","25673219","7732","7738","0","0","7732","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (94108 to 101840)","0->1000","s_cmh2_6121"
"14/04/2026 (00:24:17)","14/04/2026 (00:24:44)","","y.moghar","25673186","47100","47101","0","2","47100","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (213612 to 260712)","0->1000","s_cmh2_6101"
"14/04/2026 (00:06:17)","14/04/2026 (00:06:21)","","y.moghar","25672632","5433","5439","0","0","5433","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (88675 to 94108)","0->1000","s_cmh2_6127"
"13/04/2026 (23:59:17)","13/04/2026 (23:59:20)","","y.moghar","25672429","8332","8338","0","0","8332","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (80343 to 88675)","0->1000","s_cmh2_6145"
"13/04/2026 (23:52:17)","13/04/2026 (23:52:22)","","y.moghar","25672224","7066","7072","0","0","7066","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (73277 to 80343)","0->1000","s_cmh2_6121"
"13/04/2026 (23:49:17)","13/04/2026 (23:49:45)","","y.moghar","25672148","46500","46497","0","1","46500","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (167112 to 213612)","0->1000","s_cmh2_6101"
"13/04/2026 (23:31:17)","13/04/2026 (23:31:21)","","y.moghar","25671380","5433","5439","0","0","5433","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (67844 to 73277)","0->1000","s_cmh2_6127"
"13/04/2026 (23:24:17)","13/04/2026 (23:24:20)","","y.moghar","25671116","7666","7672","0","0","7666","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (60178 to 67844)","0->1000","s_cmh2_6145"
"13/04/2026 (23:17:17)","13/04/2026 (23:17:22)","","y.moghar","25670858","7066","7072","0","0","7066","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (53112 to 60178)","0->1000","s_cmh2_6121"
"13/04/2026 (23:14:17)","13/04/2026 (23:14:44)","","y.moghar","25670750","45900","45901","0","2","45900","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (121212 to 167112)","0->1000","s_cmh2_6101"
"13/04/2026 (22:54:53)","13/04/2026 (22:54:58)","","y.moghar","25669859","10200","9389","0","0","10200","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (42912 to 53112)","0->1000","s_cmh2_6127"
"13/04/2026 (22:49:17)","13/04/2026 (22:49:19)","","y.moghar","25669725","7000","7003","0","0","7000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (35912 to 42912)","0->1000","s_cmh2_6145"
"13/04/2026 (22:42:17)","13/04/2026 (22:42:22)","","y.moghar","25669552","6400","6405","0","0","6400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (29512 to 35912)","0->1000","s_cmh2_6121"
"13/04/2026 (22:39:17)","13/04/2026 (22:39:38)","","y.moghar","25669478","45300","45306","0","0","45300","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (75912 to 121212)","0->1000","s_cmh2_6101"
"13/04/2026 (22:19:18)","13/04/2026 (22:19:24)","","y.moghar","25668537","10200","10206","0","0","10200","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (19312 to 29512)","0->1000","s_cmh2_6127"
"13/04/2026 (22:14:17)","13/04/2026 (22:14:20)","","y.moghar","25668323","6500","6506","0","0","6500","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (12812 to 19312)","0->1000","s_cmh2_6145"
"13/04/2026 (22:07:17)","13/04/2026 (22:07:21)","","y.moghar","25667938","6400","6405","0","1","6400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (6412 to 12812)","0->1000","s_cmh2_6121"
"13/04/2026 (22:03:00)","13/04/2026 (22:03:27)","","y.moghar","25667759","69500","46550","0","1","69500","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (6412 to 75912)","0->1000","s_cmh2_6101"
"13/04/2026 (21:23:12)","13/04/2026 (21:23:15)","","y.moghar","25666548","5700","0","0","0","5700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (140280 to 145980)","0->1000","s_cmh8_3656"
"13/04/2026 (21:17:08)","13/04/2026 (21:17:10)","","y.moghar","25666239","3730","2493","0","0","3730","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (136550 to 140280)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (21:11:07)","13/04/2026 (21:11:10)","","y.moghar","25666055","4250","2832","0","0","4250","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (132300 to 136550)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (21:05:12)","13/04/2026 (21:05:15)","","y.moghar","25665730","10380","6923","0","0","10380","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (121920 to 132300)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (20:59:12)","13/04/2026 (20:59:34)","","y.moghar","25665469","17400","17412","0","0","17400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (104520 to 121920)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (20:48:18)","13/04/2026 (20:52:03)","","y.moghar","25665150","84000","74253","0","0","84000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 84000)","0->1000","s_cmh9_5702"
"13/04/2026 (20:47:12)","13/04/2026 (20:47:14)","","y.moghar","25665116","5600","0","0","0","5600","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (98920 to 104520)","0->1000","s_cmh8_3656"
"13/04/2026 (20:44:17)","13/04/2026 (20:44:22)","","y.moghar","25665041","7920","7939","0","0","7920","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (365000 to 372920)","0->1000","3 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372"
"13/04/2026 (20:41:07)","13/04/2026 (20:41:10)","","y.moghar","25664965","3680","2460","0","0","3680","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (95240 to 98920)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (20:37:19)","13/04/2026 (20:38:37)","","y.moghar","25664849","251920","251910","0","0","251920","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (121000 to 372920)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (20:35:08)","13/04/2026 (20:35:11)","","y.moghar","25664766","4200","2804","0","0","4200","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (91040 to 95240)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (20:29:12)","13/04/2026 (20:29:16)","","y.moghar","25664324","10320","6883","0","0","10320","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (80720 to 91040)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (20:23:18)","13/04/2026 (20:24:44)","","y.moghar","25664179","121000","114877","0","0","121000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 121000)","0->1000","s_cmh9_5702"
"13/04/2026 (20:23:12)","13/04/2026 (20:23:33)","","y.moghar","25664175","17100","17112","0","0","17100","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (63620 to 80720)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (20:19:19)","13/04/2026 (20:19:35)","","y.moghar","25664082","95000","95014","0","0","95000","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (270000 to 365000)","0->1000","3 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372"
"13/04/2026 (20:12:19)","13/04/2026 (20:13:33)","","y.moghar","25663744","252920","252905","0","0","252920","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (120000 to 372920)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (20:11:12)","13/04/2026 (20:11:15)","","y.moghar","25663727","5500","0","0","0","5500","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (58120 to 63620)","0->1000","s_cmh8_3656"
"13/04/2026 (20:05:08)","13/04/2026 (20:05:11)","","y.moghar","25663361","3630","2530","0","0","3630","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (54490 to 58120)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (19:59:07)","13/04/2026 (19:59:10)","","y.moghar","25663093","4150","2822","0","0","4150","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (50340 to 54490)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (19:58:18)","13/04/2026 (19:59:40)","","y.moghar","25663075","120000","119423","0","0","120000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 120000)","0->1000","s_cmh9_5702"
"13/04/2026 (19:54:17)","13/04/2026 (19:54:31)","","y.moghar","25662985","92500","92508","0","0","92500","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (177500 to 270000)","0->1000","3 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372"
"13/04/2026 (19:53:12)","13/04/2026 (19:53:15)","","y.moghar","25662941","10260","10263","0","0","10260","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (40080 to 50340)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (19:47:19)","13/04/2026 (19:47:28)","","y.moghar","25662707","21920","21932","0","0","21920","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (351000 to 372920)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (19:47:12)","13/04/2026 (19:47:33)","","y.moghar","25662701","16800","16812","0","0","16800","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (23280 to 40080)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (19:35:12)","13/04/2026 (19:35:15)","","y.moghar","25662319","5400","0","0","0","5400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (17880 to 23280)","0->1000","s_cmh8_3656"
"13/04/2026 (19:33:18)","13/04/2026 (19:34:42)","","y.moghar","25662114","108000","108005","0","0","108000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (243000 to 351000)","0->1000","s_cmh9_5702"
"13/04/2026 (19:29:17)","13/04/2026 (19:29:31)","","y.moghar","25661908","90000","90017","0","0","90000","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (87500 to 177500)","0->1000","3 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372"
"13/04/2026 (19:29:08)","13/04/2026 (19:29:09)","","y.moghar","25661903","3580","25","0","0","3580","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (14300 to 17880)","0->1000","s_cmh8_3617"
"13/04/2026 (19:23:12)","13/04/2026 (19:23:14)","","y.moghar","25661776","4100","909","0","0","4100","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (10200 to 14300)","0->1000","s_cmh8_3617"
"13/04/2026 (19:22:19)","13/04/2026 (19:25:18)","","y.moghar","25661752","243000","243000","0","0","243000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 243000)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (19:17:12)","13/04/2026 (19:17:16)","","y.moghar","25661561","10200","10206","0","0","10200","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 10200)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (19:11:14)","13/04/2026 (19:11:17)","","y.moghar","25661318","8230","8236","0","0","8230","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (364690 to 372920)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (19:08:19)","13/04/2026 (19:09:10)","","y.moghar","25661081","72920","72743","0","0","72920","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (300000 to 372920)","0->1000","s_cmh9_5702"
"13/04/2026 (19:04:17)","13/04/2026 (19:04:31)","","y.moghar","25660880","87500","87517","0","0","87500","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (0 to 87500)","0->1000","3 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372"
"13/04/2026 (18:59:14)","13/04/2026 (18:59:16)","","y.moghar","25660631","5300","0","0","0","5300","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (359390 to 364690)","0->1000","s_cmh8_3656"
"13/04/2026 (18:57:19)","13/04/2026 (18:58:24)","","y.moghar","25660532","216000","215995","0","0","216000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (84000 to 300000)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (18:53:12)","13/04/2026 (18:53:14)","","y.moghar","25660376","3530","106","0","0","3530","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (355860 to 359390)","0->1000","s_cmh8_3617"
"13/04/2026 (18:47:13)","13/04/2026 (18:47:20)","","y.moghar","25660172","8100","6308","0","0","8100","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (347760 to 355860)","0->1000","2 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (18:43:18)","13/04/2026 (18:44:28)","","y.moghar","25659994","84000","84005","0","0","84000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 84000)","0->1000","s_cmh9_5702"
"13/04/2026 (18:41:12)","13/04/2026 (18:41:16)","","y.moghar","25659921","10140","10146","0","0","10140","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (337620 to 347760)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (18:39:18)","13/04/2026 (18:39:23)","","y.moghar","25659866","26420","26439","0","0","26420","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (346500 to 372920)","0->1000","3 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372"
"13/04/2026 (18:35:12)","13/04/2026 (18:35:34)","","y.moghar","25659698","16200","16211","0","0","16200","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (321420 to 337620)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (18:32:19)","13/04/2026 (18:33:00)","","y.moghar","25659387","138920","138923","0","0","138920","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (234000 to 372920)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (18:23:12)","13/04/2026 (18:23:25)","","y.moghar","25659064","15600","5218","0","0","15600","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (305820 to 321420)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (18:19:19)","13/04/2026 (18:20:00)","","y.moghar","25658978","72000","71608","0","0","72000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (234000 to 306000)","0->1000","s_cmh9_5702"
"13/04/2026 (18:19:18)","13/04/2026 (18:19:20)","","y.moghar","25658975","6960","3906","0","0","6960","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (298860 to 305820)","0->1000","2 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (18:14:18)","13/04/2026 (18:14:31)","","y.moghar","25658803","90750","90765","0","0","90750","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (255750 to 346500)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"13/04/2026 (18:13:17)","13/04/2026 (18:13:21)","","y.moghar","25658774","12000","7237","0","0","12000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (286860 to 298860)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (18:07:17)","13/04/2026 (18:07:21)","","y.moghar","25658432","10080","10084","0","0","10080","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (276780 to 286860)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (18:05:18)","13/04/2026 (18:06:41)","","y.moghar","25658335","162000","162008","0","0","162000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 162000)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (18:01:17)","13/04/2026 (18:01:44)","","y.moghar","25658029","15900","15912","0","0","15900","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (260880 to 276780)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (17:49:19)","13/04/2026 (17:49:24)","","y.moghar","25657658","15300","10207","0","0","15300","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (245580 to 260880)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (17:49:18)","13/04/2026 (17:49:31)","","y.moghar","25657657","88000","88011","0","0","88000","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (167750 to 255750)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"13/04/2026 (17:43:17)","13/04/2026 (17:43:20)","","y.moghar","25657438","10290","9707","0","0","10290","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (235290 to 245580)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (17:40:13)","13/04/2026 (17:41:23)","","y.moghar","25657345","135000","135002","0","0","135000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (192000 to 327000)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (17:35:19)","13/04/2026 (17:35:25)","","y.moghar","25657116","11850","11855","0","0","11850","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (223440 to 235290)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (17:31:18)","13/04/2026 (17:31:21)","","y.moghar","25656775","10020","10026","0","0","10020","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (213420 to 223440)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (17:25:18)","13/04/2026 (17:25:39)","","y.moghar","25656628","15600","15608","0","0","15600","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (197820 to 213420)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (17:24:18)","13/04/2026 (17:24:29)","","y.moghar","25656609","85250","85269","0","0","85250","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (82500 to 167750)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"13/04/2026 (17:17:21)","13/04/2026 (17:18:12)","","y.moghar","25656376","108000","108009","0","0","108000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (36000 to 144000)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
