FK_ID,Date,ID,Sent,R.Sent,Bounce,Total,Data.Interval,Server,Status,Offset,Limit,Server_Tab,Ips
"25546787,""04/10 (19:12:48)"",""134493951"",""1700"",""1704"",""0"",""1700"",""(242100 to 243800)"",""s_cmh8_3583"",""completed"",""238700"",""5100"",""s_cmh8_3583"","",,142.147.96.125,,,"""
"25546787,""04/10 (19:12:48)"",""134493952"",""1700"",""1704"",""0"",""1700"",""(240400 to 242100)"",""s_cmh8_3617"",""completed"",""238700"",""5100"",""s_cmh8_3617"","",,138.226.244.76,,,"""
"25546787,""04/10 (19:12:48)"",""134493953"",""1700"",""1704"",""0"",""1700"",""(238700 to 240400)"",""s_cmh8_3656"",""completed"",""238700"",""5100"",""s_cmh8_3656"","",,5.135.75.179,,,"""
"25546758,""04/10 (19:12:14)"",""134493908"",""119000"",""118996"",""0"",""119000"",""(248000 to 367000)"",""s_cmh9_5698"",""completed"",""248000"",""119000"",""s_cmh9_5698"","",,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"""
"25546326,""04/10 (19:02:48)"",""134493303"",""1950"",""1951"",""0"",""1950"",""(234800 to 236750)"",""s_cmh8_3583"",""completed"",""234800"",""3900"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25546326,""04/10 (19:02:48)"",""134493304"",""1950"",""1952"",""0"",""1950"",""(236750 to 238700)"",""s_cmh8_3656"",""completed"",""234800"",""3900"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25546152,""04/10 (18:57:48)"",""134493077"",""1800"",""1804"",""0"",""1800"",""(195700 to 197500)"",""s_cmh8_3583"",""completed"",""193900"",""3600"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25546152,""04/10 (18:57:48)"",""134493078"",""1800"",""1804"",""0"",""1800"",""(193900 to 195700)"",""s_cmh8_3656"",""completed"",""193900"",""3600"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25545999,""04/10 (18:52:48)"",""134492859"",""2580"",""2582"",""0"",""2580"",""(227060 to 229640)"",""s_cmh8_3583"",""completed"",""227060"",""7740"",""s_cmh8_3583"","",,142.147.96.123,,,"""
"25545999,""04/10 (18:52:48)"",""134492860"",""2580"",""2582"",""0"",""2580"",""(229640 to 232220)"",""s_cmh8_3617"",""completed"",""227060"",""7740"",""s_cmh8_3617"","",,138.226.244.74,,,"""
"25545999,""04/10 (18:52:48)"",""134492861"",""2580"",""2582"",""0"",""2580"",""(232220 to 234800)"",""s_cmh8_3656"",""completed"",""227060"",""7740"",""s_cmh8_3656"","",,5.135.75.177,,,"""
"25545821,""04/10 (18:45:48)"",""134492607"",""890"",""894"",""0"",""890"",""(192120 to 193010)"",""s_cmh8_3583"",""completed"",""192120"",""1780"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25545821,""04/10 (18:45:48)"",""134492608"",""890"",""894"",""0"",""890"",""(193010 to 193900)"",""s_cmh8_3656"",""completed"",""192120"",""1780"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25545703,""04/10 (18:42:50)"",""134492459"",""106507"",""106507"",""0"",""106507"",""(266500 to 373007)"",""s_cmh7_3174"",""completed"",""266500"",""266500"",""s_cmh7_3174"","",,50.2.64.19,,50.2.64.20,,50.2.64.21,,50.2.64.22,,50.2.64.23,,50.2.64.24,,50.2.64.25,,50.2.64.26,,50.2.64.27,,50.2.64.28,,50.2.64.29,,50.2.64.30,,50.3.1.22,,,"""
"25545701,""04/10 (18:42:48)"",""134492454"",""1700"",""1704"",""0"",""1700"",""(225360 to 227060)"",""s_cmh8_3583"",""completed"",""221960"",""5100"",""s_cmh8_3583"","",,142.147.96.125,,,"""
"25545701,""04/10 (18:42:48)"",""134492455"",""1700"",""1703"",""0"",""1700"",""(223660 to 225360)"",""s_cmh8_3617"",""completed"",""221960"",""5100"",""s_cmh8_3617"","",,138.226.244.76,,,"""
"25545701,""04/10 (18:42:48)"",""134492456"",""1700"",""1704"",""0"",""1700"",""(221960 to 223660)"",""s_cmh8_3656"",""completed"",""221960"",""5100"",""s_cmh8_3656"","",,5.135.75.179,,,"""
"25545685,""04/10 (18:42:14)"",""134492427"",""128000"",""127839"",""0"",""128000"",""(120000 to 248000)"",""s_cmh9_5698"",""completed"",""120000"",""128000"",""s_cmh9_5698"","",,144.31.84.7,,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"""
"25545239,""04/10 (18:32:48)"",""134491821"",""1900"",""1902"",""0"",""1900"",""(218160 to 220060)"",""s_cmh8_3583"",""completed"",""218160"",""3800"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25545239,""04/10 (18:32:48)"",""134491822"",""1900"",""1902"",""0"",""1900"",""(220060 to 221960)"",""s_cmh8_3656"",""completed"",""218160"",""3800"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25545056,""04/10 (18:27:48)"",""134491567"",""1800"",""1804"",""0"",""1800"",""(190320 to 192120)"",""s_cmh8_3583"",""completed"",""188520"",""3600"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25545056,""04/10 (18:27:48)"",""134491568"",""1800"",""1804"",""0"",""1800"",""(188520 to 190320)"",""s_cmh8_3656"",""completed"",""188520"",""3600"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25544944,""04/10 (18:22:48)"",""134491404"",""2560"",""2562"",""0"",""2560"",""(215600 to 218160)"",""s_cmh8_3583"",""completed"",""210480"",""7680"",""s_cmh8_3583"","",,142.147.96.123,,,"""
"25544944,""04/10 (18:22:48)"",""134491405"",""2560"",""2562"",""0"",""2560"",""(213040 to 215600)"",""s_cmh8_3617"",""completed"",""210480"",""7680"",""s_cmh8_3617"","",,138.226.244.74,,,"""
"25544944,""04/10 (18:22:48)"",""134491406"",""2560"",""2562"",""0"",""2560"",""(210480 to 213040)"",""s_cmh8_3656"",""completed"",""210480"",""7680"",""s_cmh8_3656"","",,5.135.75.177,,,"""
"25544671,""04/10 (18:15:48)"",""134491026"",""880"",""884"",""0"",""880"",""(186760 to 187640)"",""s_cmh8_3583"",""completed"",""186760"",""1760"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25544671,""04/10 (18:15:48)"",""134491027"",""880"",""884"",""0"",""880"",""(187640 to 188520)"",""s_cmh8_3656"",""completed"",""186760"",""1760"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25544530,""04/10 (18:12:48)"",""134490838"",""1700"",""1704"",""0"",""1700"",""(207080 to 208780)"",""s_cmh8_3583"",""completed"",""205380"",""5100"",""s_cmh8_3583"","",,142.147.96.125,,,"""
"25544530,""04/10 (18:12:48)"",""134490839"",""1700"",""1702"",""0"",""1700"",""(205380 to 207080)"",""s_cmh8_3617"",""completed"",""205380"",""5100"",""s_cmh8_3617"","",,138.226.244.76,,,"""
"25544530,""04/10 (18:12:48)"",""134490840"",""1700"",""1704"",""0"",""1700"",""(208780 to 210480)"",""s_cmh8_3656"",""completed"",""205380"",""5100"",""s_cmh8_3656"","",,5.135.75.179,,,"""
"25544511,""04/10 (18:12:14)"",""134490805"",""120000"",""120003"",""0"",""120000"",""(0 to 120000)"",""s_cmh9_5698"",""completed"",""0"",""120000"",""s_cmh9_5698"","",,144.31.84.7,,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"""
"25544064,""04/10 (18:02:48)"",""134490144"",""1850"",""1851"",""0"",""1850"",""(201680 to 203530)"",""s_cmh8_3583"",""completed"",""201680"",""3700"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25544064,""04/10 (18:02:48)"",""134490145"",""1850"",""1851"",""0"",""1850"",""(203530 to 205380)"",""s_cmh8_3656"",""completed"",""201680"",""3700"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25543958,""04/10 (17:57:48)"",""134490004"",""1800"",""1803"",""0"",""1800"",""(184960 to 186760)"",""s_cmh8_3583"",""completed"",""183160"",""3600"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25543958,""04/10 (17:57:48)"",""134490005"",""1800"",""1803"",""0"",""1800"",""(183160 to 184960)"",""s_cmh8_3656"",""completed"",""183160"",""3600"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25543812,""04/10 (17:52:48)"",""134489803"",""2540"",""2542"",""0"",""2540"",""(194060 to 196600)"",""s_cmh8_3583"",""completed"",""194060"",""7620"",""s_cmh8_3583"","",,142.147.96.123,,,"""
"25543812,""04/10 (17:52:48)"",""134489804"",""2540"",""2542"",""0"",""2540"",""(196600 to 199140)"",""s_cmh8_3617"",""completed"",""194060"",""7620"",""s_cmh8_3617"","",,138.226.244.74,,,"""
"25543812,""04/10 (17:52:48)"",""134489805"",""2540"",""2542"",""0"",""2540"",""(199140 to 201680)"",""s_cmh8_3656"",""completed"",""194060"",""7620"",""s_cmh8_3656"","",,5.135.75.177,,,"""
"25543659,""04/10 (17:47:50)"",""134489583"",""266500"",""266453"",""0"",""266500"",""(0 to 266500)"",""s_cmh7_3174"",""completed"",""0"",""266500"",""s_cmh7_3174"","",,50.2.64.19,,50.2.64.20,,50.2.64.21,,50.2.64.22,,50.2.64.23,,50.2.64.24,,50.2.64.25,,50.2.64.26,,50.2.64.27,,50.2.64.28,,50.2.64.29,,50.2.64.30,,50.3.1.22,,,"""
"25543589,""04/10 (17:45:10)"",""134489486"",""870"",""874"",""0"",""870"",""(182290 to 183160)"",""s_cmh8_3583"",""completed"",""181420"",""1740"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25543589,""04/10 (17:45:10)"",""134489487"",""870"",""874"",""0"",""870"",""(181420 to 182290)"",""s_cmh8_3656"",""completed"",""181420"",""1740"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25543544,""04/10 (17:42:48)"",""134489426"",""1700"",""1704"",""0"",""1700"",""(192360 to 194060)"",""s_cmh8_3583"",""completed"",""188960"",""5100"",""s_cmh8_3583"","",,142.147.96.125,,,"""
"25543544,""04/10 (17:42:48)"",""134489427"",""1700"",""1704"",""0"",""1700"",""(188960 to 190660)"",""s_cmh8_3617"",""completed"",""188960"",""5100"",""s_cmh8_3617"","",,138.226.244.76,,,"""
"25543544,""04/10 (17:42:48)"",""134489428"",""1700"",""1704"",""0"",""1700"",""(190660 to 192360)"",""s_cmh8_3656"",""completed"",""188960"",""5100"",""s_cmh8_3656"","",,5.135.75.179,,,"""
"25543096,""04/10 (17:32:48)"",""134488823"",""1800"",""1802"",""0"",""1800"",""(187160 to 188960)"",""s_cmh8_3583"",""completed"",""185360"",""3600"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25543096,""04/10 (17:32:48)"",""134488824"",""1800"",""1801"",""0"",""1800"",""(185360 to 187160)"",""s_cmh8_3656"",""completed"",""185360"",""3600"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25542932,""04/10 (17:27:48)"",""134488590"",""1800"",""1804"",""0"",""1800"",""(177820 to 179620)"",""s_cmh8_3583"",""completed"",""177820"",""3600"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25542932,""04/10 (17:27:48)"",""134488591"",""1800"",""1804"",""0"",""1800"",""(179620 to 181420)"",""s_cmh8_3656"",""completed"",""177820"",""3600"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25542818,""04/10 (17:22:48)"",""134488420"",""2520"",""2522"",""0"",""2520"",""(177800 to 180320)"",""s_cmh8_3583"",""completed"",""177800"",""7560"",""s_cmh8_3583"","",,142.147.96.123,,,"""
"25542818,""04/10 (17:22:48)"",""134488421"",""2520"",""2522"",""0"",""2520"",""(180320 to 182840)"",""s_cmh8_3617"",""completed"",""177800"",""7560"",""s_cmh8_3617"","",,138.226.244.74,,,"""
"25542818,""04/10 (17:22:48)"",""134488422"",""2520"",""2521"",""0"",""2520"",""(182840 to 185360)"",""s_cmh8_3656"",""completed"",""177800"",""7560"",""s_cmh8_3656"","",,5.135.75.177,,,"""
"25542529,""04/10 (17:15:10)"",""134488004"",""860"",""864"",""0"",""860"",""(176100 to 176960)"",""s_cmh8_3583"",""completed"",""176100"",""1720"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25542529,""04/10 (17:15:10)"",""134488005"",""860"",""864"",""0"",""860"",""(176960 to 177820)"",""s_cmh8_3656"",""completed"",""176100"",""1720"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25542206,""04/10 (17:07:50)"",""134487570"",""186007"",""164472"",""0"",""186007"",""(187000 to 373007)"",""s_cmh6_5940"",""completed"",""187000"",""191250"",""s_cmh6_5940"","",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"""
"25541604,""04/10 (16:52:49)"",""134486727"",""106507"",""106507"",""0"",""106507"",""(266500 to 373007)"",""s_cmh7_3174"",""completed"",""266500"",""266500"",""s_cmh7_3174"","",,50.2.64.19,,50.2.64.20,,50.2.64.21,,50.2.64.22,,50.2.64.23,,50.2.64.24,,50.2.64.25,,50.2.64.26,,50.2.64.27,,50.2.64.28,,50.2.64.29,,50.2.64.30,,50.3.1.22,,,"""
"25541259,""04/10 (16:44:50)"",""134486314"",""104000"",""103998"",""0"",""104000"",""(269000 to 373000)"",""s_cmh9_5698"",""completed"",""269000"",""104000"",""s_cmh9_5698"","",,144.31.84.7,,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"""
"25540729,""04/10 (16:32:50)"",""134485558"",""187000"",""187000"",""0"",""187000"",""(0 to 187000)"",""s_cmh6_5940"",""completed"",""0"",""187000"",""s_cmh6_5940"","",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"""
"25540052,""04/10 (16:14:50)"",""134484546"",""96000"",""95997"",""0"",""96000"",""(173000 to 269000)"",""s_cmh9_5698"",""completed"",""173000"",""96000"",""s_cmh9_5698"","",,144.31.84.7,,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"""
"25539370,""04/10 (15:57:50)"",""134483531"",""20257"",""20266"",""0"",""20257"",""(352750 to 373007)"",""s_cmh6_5940"",""completed"",""352750"",""182750"",""s_cmh6_5940"","",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"""
"25539307,""04/10 (15:55:35)"",""134483436"",""266500"",""266491"",""0"",""266500"",""(0 to 266500)"",""s_cmh7_3174"",""completed"",""0"",""266500"",""s_cmh7_3174"","",,50.2.64.19,,50.2.64.20,,50.2.64.21,,50.2.64.22,,50.2.64.23,,50.2.64.24,,50.2.64.25,,50.2.64.26,,50.2.64.27,,50.2.64.28,,50.2.64.29,,50.2.64.30,,50.3.1.22,,,"""
"25539048,""04/10 (15:45:48)"",""134483050"",""850"",""854"",""0"",""850"",""(176100 to 176950)"",""s_cmh8_3583"",""completed"",""176100"",""1700"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25539048,""04/10 (15:45:48)"",""134483051"",""850"",""854"",""0"",""850"",""(176950 to 177800)"",""s_cmh8_3656"",""completed"",""176100"",""1700"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25539027,""04/10 (15:44:50)"",""134483027"",""88000"",""88001"",""0"",""88000"",""(85000 to 173000)"",""s_cmh9_5698"",""completed"",""85000"",""88000"",""s_cmh9_5698"","",,144.31.84.7,,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"""
"25538992,""04/10 (15:42:48)"",""134482983"",""1750"",""1752"",""0"",""1750"",""(174350 to 176100)"",""s_cmh8_3583"",""completed"",""172600"",""3500"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25538992,""04/10 (15:42:48)"",""134482984"",""1750"",""1752"",""0"",""1750"",""(172600 to 174350)"",""s_cmh8_3656"",""completed"",""172600"",""3500"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25538468,""04/10 (15:30:42)"",""134482225"",""1700"",""1704"",""0"",""1700"",""(163400 to 165100)"",""s_cmh8_3583"",""completed"",""160000"",""5100"",""s_cmh8_3583"","",,142.147.96.125,,,"""
"25538468,""04/10 (15:30:42)"",""134482226"",""1700"",""1704"",""0"",""1700"",""(160000 to 161700)"",""s_cmh8_3617"",""completed"",""160000"",""5100"",""s_cmh8_3617"","",,138.226.244.76,,,"""
"25538468,""04/10 (15:30:42)"",""134482227"",""1700"",""1704"",""0"",""1700"",""(161700 to 163400)"",""s_cmh8_3656"",""completed"",""160000"",""5100"",""s_cmh8_3656"","",,5.135.75.179,,,"""
"25538267,""04/10 (15:22:51)"",""134481867"",""178500"",""178492"",""0"",""178500"",""(174250 to 352750)"",""s_cmh6_5940"",""completed"",""174250"",""178500"",""s_cmh6_5940"","",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"""
"25537916,""04/10 (15:12:15)"",""134481337"",""80000"",""75165"",""0"",""80000"",""(5000 to 85000)"",""s_cmh9_5698"",""completed"",""5000"",""80000"",""s_cmh9_5698"","",,144.31.84.7,,144.31.117.11,,144.31.117.98,,144.31.117.123,,144.31.117.149,,144.31.138.131,,144.31.139.61,,144.31.139.217,,,"""
"25537449,""04/10 (15:02:51)"",""134480639"",""106186"",""106186"",""0"",""106186"",""(266821 to 373007)"",""s_cmh7_3174"",""completed"",""266821"",""266500"",""s_cmh7_3174"","",,50.2.64.19,,50.2.64.20,,50.2.64.21,,50.2.64.22,,50.2.64.23,,50.2.64.24,,50.2.64.25,,50.2.64.26,,50.2.64.27,,50.2.64.28,,50.2.64.29,,50.2.64.30,,50.3.1.22,,,"""
"25537049,""04/10 (14:47:50)"",""134480082"",""174250"",""174253"",""0"",""174250"",""(0 to 174250)"",""s_cmh6_5940"",""completed"",""0"",""174250"",""s_cmh6_5940"","",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"""
"25536040,""04/10 (14:21:11)"",""134478691"",""1100"",""1104"",""0"",""1100"",""(158900 to 160000)"",""s_cmh8_3583"",""completed"",""157800"",""2200"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25536040,""04/10 (14:21:11)"",""134478692"",""1100"",""676"",""0"",""1100"",""(157800 to 158900)"",""s_cmh8_3617"",""completed"",""157800"",""2200"",""s_cmh8_3617"","",,138.226.244.77,,,"""
"25535834,""04/10 (14:16:48)"",""134478387"",""3100"",""720"",""0"",""3100"",""(151600 to 154700)"",""s_cmh8_3583"",""completed"",""151600"",""6200"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25535834,""04/10 (14:16:48)"",""134478388"",""3100"",""562"",""0"",""3100"",""(154700 to 157800)"",""s_cmh8_3617"",""completed"",""151600"",""6200"",""s_cmh8_3617"","",,138.226.244.77,,,"""
"25535640,""04/10 (14:10:20)"",""134478097"",""9177"",""9186"",""0"",""9177"",""(363830 to 373007)"",""s_cmh6_5940"",""completed"",""363830"",""170000"",""s_cmh6_5940"","",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"""
"25535527,""04/10 (14:07:32)"",""134477951"",""4600"",""4591"",""0"",""4600"",""(142400 to 147000)"",""s_cmh8_3617"",""completed"",""142400"",""9200"",""s_cmh8_3617"","",,138.226.244.74,,,"""
"25535527,""04/10 (14:07:32)"",""134477952"",""4600"",""1314"",""0"",""4600"",""(147000 to 151600)"",""s_cmh8_3656"",""completed"",""142400"",""9200"",""s_cmh8_3656"","",,5.135.75.177,,,"""
"25535526,""04/10 (14:07:31)"",""134477950"",""266500"",""266488"",""0"",""266500"",""(321 to 266821)"",""s_cmh7_3174"",""completed"",""321"",""266500"",""s_cmh7_3174"","",,50.2.64.19,,50.2.64.20,,50.2.64.21,,50.2.64.22,,50.2.64.23,,50.2.64.24,,50.2.64.25,,50.2.64.26,,50.2.64.27,,50.2.64.28,,50.2.64.29,,50.2.64.30,,50.3.1.22,,,"""
"25535291,""04/10 (14:02:53)"",""134477641"",""1700"",""1704"",""0"",""1700"",""(139000 to 140700)"",""s_cmh8_3583"",""completed"",""137300"",""5100"",""s_cmh8_3583"","",,142.147.96.125,,,"""
"25535291,""04/10 (14:02:53)"",""134477642"",""1700"",""1703"",""0"",""1700"",""(137300 to 139000)"",""s_cmh8_3617"",""completed"",""137300"",""5100"",""s_cmh8_3617"","",,138.226.244.76,,,"""
"25535291,""04/10 (14:02:53)"",""134477643"",""1700"",""1704"",""0"",""1700"",""(140700 to 142400)"",""s_cmh8_3656"",""completed"",""137300"",""5100"",""s_cmh8_3656"","",,5.135.75.179,,,"""
"25535162,""04/10 (13:55:56)"",""134477371"",""1800"",""1804"",""0"",""1800"",""(135500 to 137300)"",""s_cmh8_3583"",""completed"",""133700"",""3600"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25535162,""04/10 (13:55:56)"",""134477372"",""1800"",""1804"",""0"",""1800"",""(133700 to 135500)"",""s_cmh8_3656"",""completed"",""133700"",""3600"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25535142,""04/10 (13:55:22)"",""134477342"",""165750"",""102865"",""0"",""165750"",""(198080 to 363830)"",""s_cmh6_5940"",""completed"",""198080"",""165750"",""s_cmh6_5940"","",,198.12.123.227,,198.12.123.228,,198.12.123.229,,198.12.123.230,,198.12.123.234,,198.12.123.235,,198.12.123.236,,198.12.123.237,,198.12.123.238,,198.12.123.239,,198.12.123.240,,198.12.123.244,,198.12.123.245,,198.12.123.247,,198.12.123.248,,198.12.123.250,,198.12.123.254,,,"""
"25534897,""04/10 (13:46:10)"",""134476847"",""1094"",""1098"",""0"",""1094"",""(132606 to 133700)"",""s_cmh8_3583"",""completed"",""130420"",""3280"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25534897,""04/10 (13:46:10)"",""134476848"",""1093"",""1095"",""0"",""1093"",""(131513 to 132606)"",""s_cmh8_3617"",""completed"",""130420"",""3280"",""s_cmh8_3617"","",,138.226.244.77,,,"""
"25534897,""04/10 (13:46:10)"",""134476849"",""1093"",""1095"",""0"",""1093"",""(130420 to 131513)"",""s_cmh8_3656"",""completed"",""130420"",""3280"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25534748,""04/10 (13:41:48)"",""134476611"",""3950"",""3952"",""0"",""3950"",""(118570 to 122520)"",""s_cmh8_3583"",""completed"",""118570"",""11850"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25534748,""04/10 (13:41:48)"",""134476612"",""3950"",""3951"",""0"",""3950"",""(126470 to 130420)"",""s_cmh8_3617"",""completed"",""118570"",""11850"",""s_cmh8_3617"","",,138.226.244.77,,,"""
"25534748,""04/10 (13:41:48)"",""134476613"",""3950"",""3951"",""0"",""3950"",""(122520 to 126470)"",""s_cmh8_3656"",""completed"",""118570"",""11850"",""s_cmh8_3656"","",,5.135.75.180,,,"""
"25534562,""04/10 (13:34:49)"",""134476264"",""4580"",""4582"",""0"",""4580"",""(109410 to 113990)"",""s_cmh8_3617"",""completed"",""109410"",""9160"",""s_cmh8_3617"","",,138.226.244.74,,,"""
"25534562,""04/10 (13:34:49)"",""134476265"",""4580"",""4582"",""0"",""4580"",""(113990 to 118570)"",""s_cmh8_3656"",""completed"",""109410"",""9160"",""s_cmh8_3656"","",,5.135.75.177,,,"""
"25534117,""04/10 (13:27:48)"",""134475592"",""1700"",""1704"",""0"",""1700"",""(104310 to 106010)"",""s_cmh8_3583"",""completed"",""104310"",""5100"",""s_cmh8_3583"","",,142.147.96.125,,,"""
"25534117,""04/10 (13:27:48)"",""134475593"",""1700"",""1704"",""0"",""1700"",""(107710 to 109410)"",""s_cmh8_3617"",""completed"",""104310"",""5100"",""s_cmh8_3617"","",,138.226.244.76,,,"""
"25534117,""04/10 (13:27:48)"",""134475594"",""1700"",""1704"",""0"",""1700"",""(106010 to 107710)"",""s_cmh8_3656"",""completed"",""104310"",""5100"",""s_cmh8_3656"","",,5.135.75.179,,,"""
"25533963,""04/10 (13:20:48)"",""134475281"",""1800"",""1804"",""0"",""1800"",""(100710 to 102510)"",""s_cmh8_3583"",""completed"",""100710"",""3600"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25533963,""04/10 (13:20:48)"",""134475282"",""1800"",""1804"",""0"",""1800"",""(102510 to 104310)"",""s_cmh8_3656"",""completed"",""100710"",""3600"",""s_cmh8_3656"","",,5.135.75.181,,,"""
"25533679,""04/10 (13:14:50)"",""134474835"",""47100"",""47097"",""0"",""47100"",""(0 to 47100)"",""s_cmh2_6101"",""completed"",""0"",""47100"",""s_cmh2_6101"","",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"""
"25533659,""04/10 (13:13:48)"",""134474796"",""3260"",""829"",""0"",""3260"",""(94190 to 97450)"",""s_cmh8_3583"",""completed"",""90930"",""9780"",""s_cmh8_3583"","",,142.147.96.124,,,"""
"25533659,""04/10 (13:13:48)"",""134474797"",""3260"",""1808"",""0"",""3260"",""(97450 to 100710)"",""s_cmh8_3617"",""completed"",""90930"",""9780"",""s_cmh8_3617"","",,138.226.244.75,,,"""
"25533659,""04/10 (13:13:48)"",""134474798"",""3260"",""568"",""0"",""3260"",""(90930 to 94190)"",""s_cmh8_3656"",""completed"",""90930"",""9780"",""s_cmh8_3656"","",,5.135.75.178,,,"""
"25533470,""04/10 (13:07:49)"",""134474560"",""58500"",""57782"",""0"",""58500"",""(172000 to 230500)"",""s_cmh15_654"",""completed"",""172000"",""58500"",""s_cmh15_654"","",,194.54.185.171,,194.54.185.172,,194.54.185.173,,194.54.185.177,,194.54.185.178,,194.54.185.179,,194.54.185.180,,194.54.185.181,,194.54.185.182,,194.54.185.183,,194.54.185.184,,194.54.185.185,,194.54.185.187,,194.54.185.188,,194.54.185.189,,,"""
"25533420,""04/10 (13:06:48)"",""134474473"",""3900"",""3902"",""0"",""3900"",""(83130 to 87030)"",""s_cmh8_3583"",""completed"",""79230"",""11700"",""s_cmh8_3583"","",,142.147.96.126,,,"""
"25533420,""04/10 (13:06:48)"",""134474474"",""3900"",""3901"",""0"",""3900"",""(79230 to 83130)"",""s_cmh8_3617"",""completed"",""79230"",""11700"",""s_cmh8_3617"","",,138.226.244.77,,,"""
