FK_ID,Date,ID,Sent,R.Sent,Bounce,Total,Data.Interval,Server,Status,Offset,Limit,Server_Tab,Ips
"25761395","04/15 (22:42:17)","134798462","5000","4881","0","5000","(297400 to 302400)","s_cmh8_3617","completed","292400","10000","s_cmh8_3617",",,138.226.244.74,,,"
"25761328","04/15 (22:40:16)","134798345","20000","16","0","20000","(20000 to 40000)","s_cmh2_6101","completed","20000","20000","s_cmh2_6101",",,107.6.171.226,,107.6.171.229,,,"
"25761267","04/15 (22:38:16)","134798259","1143","1136","0","1333","(369988 to 371321)","s_cmh2_6145","completed","369988","12000","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25761194","04/15 (22:36:16)","134798132","351131","229805","0","351321","(20000 to 371321)","s_cmh2_6101","completed","20000","371321","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25760731","04/15 (22:30:27)","134797489","6000","5953","0","6000","(363988 to 369988)","s_cmh2_6121","completed","363988","6000","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25760717","04/15 (22:30:14)","134797463","36000","35726","0","36000","(182000 to 218000)","s_cmh9_5702","completed","182000","36000","s_cmh9_5702",",,89.116.64.219,,89.116.64.220,,89.116.64.240,,89.117.12.8,,89.117.12.9,,89.117.12.14,,89.117.12.18,,89.117.12.21,,89.117.12.26,,89.117.12.28,,89.117.12.45,,89.117.12.48,,,"
"25760645","04/15 (22:28:08)","134797354","5000","5","0","5000","(287400 to 292400)","s_cmh8_3583","completed","287400","5000","s_cmh8_3583",",,142.147.96.124,,,"
"25760451","04/15 (22:22:09)","134797099","3900","12","0","3900","(283500 to 287400)","s_cmh8_3583","completed","283500","3900","s_cmh8_3583",",,142.147.96.124,,,"
"25760396","04/15 (22:19:16)","134797015","7860","7788","0","7860","(356128 to 363988)","s_cmh2_6127","completed","356128","7860","s_cmh2_6127",",,51.161.79.217,,158.69.54.111,,,"
"25760298","04/15 (22:17:16)","134796872","20000","5738","0","20000","(0 to 20000)","s_cmh2_6101","completed","0","20000","s_cmh2_6101",",,107.6.171.226,,107.6.171.229,,,"
"25760274","04/15 (22:16:16)","134796829","5000","460","0","5000","(278500 to 283500)","s_cmh8_3583","completed","278500","5000","s_cmh8_3583",",,142.147.96.124,,,"
"25760249","04/15 (22:15:18)","134796795","182000","181043","0","182000","(0 to 182000)","s_cmh9_5687","completed","0","182000","s_cmh9_5687",",,91.223.3.150,,91.223.3.186,,91.223.3.187,,91.223.3.189,,91.223.3.194,,91.223.3.195,,91.223.3.196,,91.223.3.197,,91.223.3.198,,91.223.3.199,,91.223.3.200,,91.223.3.204,,91.223.3.208,,91.223.3.209,,,"
"25760200","04/15 (22:13:16)","134796728","12000","11899","0","12000","(344128 to 356128)","s_cmh2_6145","completed","344128","12000","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25759926","04/15 (22:06:13)","134796349","24000","23880","0","24000","(120000 to 144000)","s_cmh11_1341","completed","120000","120000","s_cmh11_1341",",,192.227.72.165,,192.227.72.168,,,"
"25759926","04/15 (22:06:13)","134796350","48000","47605","0","48000","(144000 to 192000)","s_cmh11_1343","completed","120000","120000","s_cmh11_1343",",,51.254.12.38,,51.254.12.39,,51.254.12.40,,51.254.12.41,,,"
"25759926","04/15 (22:06:13)","134796351","48000","47611","0","48000","(192000 to 240000)","s_cmh11_1372","completed","120000","120000","s_cmh11_1372",",,135.125.140.36,,135.125.140.51,,135.125.140.52,,217.182.198.9,,,"
"25759925","04/15 (22:06:10)","134796348","20320","20123","0","20321","(351000 to 371321)","s_cmh9_5702","completed","351000","36000","s_cmh9_5702",",,89.116.64.219,,89.116.64.220,,89.116.64.240,,89.117.12.8,,89.117.12.9,,89.117.12.14,,89.117.12.18,,89.117.12.21,,89.117.12.26,,89.117.12.28,,89.117.12.45,,89.117.12.48,,,"
"25744547","04/15 (16:04:18)","134774818","2500","2497","0","2500","(264500 to 267000)","s_cmh8_3583","completed","262000","5000","s_cmh8_3583",",,142.147.96.125,,,"
"25744547","04/15 (16:04:18)","134774819","2500","1501","0","2500","(262000 to 264500)","s_cmh8_3617","completed","262000","5000","s_cmh8_3617",",,138.226.244.76,,,"
"25744286","04/15 (15:58:09)","134774467","3250","3252","0","3250","(255500 to 258750)","s_cmh8_3583","completed","255500","6500","s_cmh8_3583",",,142.147.96.125,,,"
"25744286","04/15 (15:58:09)","134774468","3250","1951","0","3250","(258750 to 262000)","s_cmh8_3617","completed","255500","6500","s_cmh8_3617",",,138.226.244.76,,,"
"25744061","04/15 (15:52:08)","134774177","3500","3504","0","3500","(248500 to 252000)","s_cmh8_3583","completed","248500","7000","s_cmh8_3583",",,142.147.96.125,,,"
"25744061","04/15 (15:52:08)","134774178","3500","3503","0","3500","(252000 to 255500)","s_cmh8_3617","completed","248500","7000","s_cmh8_3617",",,138.226.244.76,,,"
"25743687","04/15 (15:42:17)","134773649","33000","11010","0","33000","(147000 to 180000)","s_cmh2_6101","completed","147000","33000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25743453","04/15 (15:35:18)","134773285","24000","24002","0","24000","(48000 to 72000)","s_cmh11_1341","completed","0","120000","s_cmh11_1341",",,192.227.72.165,,192.227.72.168,,,"
"25743453","04/15 (15:35:18)","134773286","48000","48004","0","48000","(0 to 48000)","s_cmh11_1343","completed","0","120000","s_cmh11_1343",",,51.254.12.38,,51.254.12.39,,51.254.12.40,,51.254.12.41,,,"
"25743453","04/15 (15:35:18)","134773287","48000","48006","0","48000","(72000 to 120000)","s_cmh11_1372","completed","0","120000","s_cmh11_1372",",,135.125.140.36,,135.125.140.51,,135.125.140.52,,217.182.198.9,,,"
"25743234","04/15 (15:33:16)","134773009","2875","451","0","2875","(245625 to 248500)","s_cmh8_3583","completed","242750","5750","s_cmh8_3583",",,142.147.96.125,,,"
"25743234","04/15 (15:33:16)","134773010","2875","322","0","2875","(242750 to 245625)","s_cmh8_3617","completed","242750","5750","s_cmh8_3617",",,138.226.244.76,,,"
"25742846","04/15 (15:27:09)","134772488","2500","2502","0","2500","(237750 to 240250)","s_cmh8_3583","completed","237750","5000","s_cmh8_3583",",,142.147.96.125,,,"
"25742846","04/15 (15:27:09)","134772489","2500","2502","0","2500","(240250 to 242750)","s_cmh8_3617","completed","237750","5000","s_cmh8_3617",",,138.226.244.76,,,"
"25742674","04/15 (15:21:12)","134772236","3250","3252","0","3250","(231250 to 234500)","s_cmh8_3583","completed","231250","6500","s_cmh8_3583",",,142.147.96.125,,,"
"25742674","04/15 (15:21:12)","134772237","3250","3251","0","3250","(234500 to 237750)","s_cmh8_3617","completed","231250","6500","s_cmh8_3617",",,138.226.244.76,,,"
"25742514","04/15 (15:17:17)","134771986","7000","7003","0","7000","(224250 to 231250)","s_cmh8_3583","completed","217250","14000","s_cmh8_3583",",,142.147.96.125,,,"
"25742514","04/15 (15:17:17)","134771987","7000","7004","0","7000","(217250 to 224250)","s_cmh8_3617","completed","217250","14000","s_cmh8_3617",",,138.226.244.76,,,"
"25742300","04/15 (15:12:31)","134771650","82407","82424","0","82878","(290000 to 372878)","s_cmh9_5687","completed","290000","182000","s_cmh9_5687",",,91.223.3.150,,91.223.3.186,,91.223.3.187,,91.223.3.189,,91.223.3.194,,91.223.3.195,,91.223.3.196,,91.223.3.197,,91.223.3.198,,91.223.3.199,,91.223.3.200,,91.223.3.204,,91.223.3.208,,91.223.3.209,,,"
"25741842","04/15 (15:03:01)","134770908","36000","29038","0","36000","(254000 to 290000)","s_cmh9_5702","completed","254000","36000","s_cmh9_5702",",,89.116.64.219,,89.116.64.220,,89.116.64.240,,89.117.12.8,,89.117.12.9,,89.117.12.14,,89.117.12.18,,89.117.12.21,,89.117.12.26,,89.117.12.28,,89.117.12.45,,89.117.12.48,,,"
"25741789","04/15 (15:02:17)","134770829","33000","11137","0","33000","(114000 to 147000)","s_cmh2_6101","completed","114000","33000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25741641","04/15 (14:56:09)","134770620","5750","3327","0","5750","(211500 to 217250)","s_cmh8_3617","completed","211500","5750","s_cmh8_3617",",,138.226.244.74,,,"
"25741482","04/15 (14:50:10)","134770331","5000","5001","0","5000","(206500 to 211500)","s_cmh8_3617","completed","206500","5000","s_cmh8_3617",",,138.226.244.74,,,"
"25741239","04/15 (14:44:17)","134769944","6500","6499","0","6500","(200000 to 206500)","s_cmh8_3617","completed","200000","6500","s_cmh8_3617",",,138.226.244.74,,,"
"25741144","04/15 (14:41:17)","134769832","7000","7004","0","7000","(186000 to 193000)","s_cmh8_3583","completed","186000","14000","s_cmh8_3583",",,142.147.96.125,,,"
"25741144","04/15 (14:41:17)","134769833","7000","7004","0","7000","(193000 to 200000)","s_cmh8_3617","completed","186000","14000","s_cmh8_3617",",,138.226.244.76,,,"
"25740699","04/15 (14:30:23)","134769173","182000","182006","0","182000","(72000 to 254000)","s_cmh9_5687","completed","72000","182000","s_cmh9_5687",",,91.223.3.150,,91.223.3.186,,91.223.3.187,,91.223.3.189,,91.223.3.194,,91.223.3.195,,91.223.3.196,,91.223.3.197,,91.223.3.198,,91.223.3.199,,91.223.3.200,,91.223.3.204,,91.223.3.208,,91.223.3.209,,,"
"25740594","04/15 (14:23:49)","134769017","36000","6754","0","36000","(36000 to 72000)","s_cmh9_5702","completed","36000","36000","s_cmh9_5702",",,89.116.64.219,,89.116.64.220,,89.116.64.240,,89.117.12.8,,89.117.12.9,,89.117.12.14,,89.117.12.18,,89.117.12.21,,89.117.12.26,,89.117.12.28,,89.117.12.45,,89.117.12.48,,,"
"25740510","04/15 (14:20:18)","134768910","33000","11023","0","33000","(81000 to 114000)","s_cmh2_6101","completed","81000","33000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25740485","04/15 (14:19:09)","134768877","2875","2877","0","2875","(183125 to 186000)","s_cmh8_3583","completed","180250","5750","s_cmh8_3583",",,142.147.96.125,,,"
"25740485","04/15 (14:19:09)","134768878","2875","2879","0","2875","(180250 to 183125)","s_cmh8_3617","completed","180250","5750","s_cmh8_3617",",,138.226.244.76,,,"
"25740450","04/15 (14:18:13)","134768828","36000","34263","0","36000","(0 to 36000)","s_cmh9_5702","completed","0","36000","s_cmh9_5702",",,89.116.64.219,,89.116.64.220,,89.116.64.240,,89.117.12.8,,89.117.12.9,,89.117.12.14,,89.117.12.18,,89.117.12.21,,89.117.12.26,,89.117.12.28,,89.117.12.45,,89.117.12.48,,,"
"25740240","04/15 (14:13:09)","134768516","2500","2502","0","2500","(175250 to 177750)","s_cmh8_3583","completed","175250","5000","s_cmh8_3583",",,142.147.96.125,,,"
"25740240","04/15 (14:13:09)","134768517","2500","2502","0","2500","(177750 to 180250)","s_cmh8_3617","completed","175250","5000","s_cmh8_3617",",,138.226.244.76,,,"
"25740181","04/15 (14:10:21)","134768426","22000","22009","0","22000","(104000 to 126000)","s_cmh6_6009","completed","104000","22000","s_cmh6_6009",",,173.236.32.74,,173.236.32.76,,173.236.32.77,,173.236.32.78,,,"
"25740042","04/15 (14:07:18)","134768231","3250","3252","0","3250","(168750 to 172000)","s_cmh8_3583","completed","168750","6500","s_cmh8_3583",",,142.147.96.125,,,"
"25740042","04/15 (14:07:18)","134768232","3250","3252","0","3250","(172000 to 175250)","s_cmh8_3617","completed","168750","6500","s_cmh8_3617",",,138.226.244.76,,,"
"25739983","04/15 (14:05:24)","134768150","130621","130462","0","130878","(242000 to 372878)","s_cmh9_5687","completed","242000","182000","s_cmh9_5687",",,91.223.3.150,,91.223.3.186,,91.223.3.187,,91.223.3.189,,91.223.3.194,,91.223.3.195,,91.223.3.196,,91.223.3.197,,91.223.3.198,,91.223.3.199,,91.223.3.200,,91.223.3.204,,91.223.3.208,,91.223.3.209,,,"
"25739771","04/15 (14:03:17)","134767884","7000","6996","0","7000","(161750 to 168750)","s_cmh8_3583","completed","154750","14000","s_cmh8_3583",",,142.147.96.125,,,"
"25739771","04/15 (14:03:17)","134767885","7000","7000","0","7000","(154750 to 161750)","s_cmh8_3617","completed","154750","14000","s_cmh8_3617",",,138.226.244.76,,,"
"25739204","04/15 (13:42:16)","134767054","33000","11023","0","33000","(48000 to 81000)","s_cmh2_6101","completed","48000","33000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25739196","04/15 (13:42:09)","134767045","2875","2879","0","2875","(151875 to 154750)","s_cmh8_3583","completed","149000","5750","s_cmh8_3583",",,142.147.96.125,,,"
"25739196","04/15 (13:42:09)","134767046","2875","2875","0","2875","(149000 to 151875)","s_cmh8_3617","completed","149000","5750","s_cmh8_3617",",,138.226.244.76,,,"
"25739118","04/15 (13:39:59)","134766930","30000","19984","0","30000","(212000 to 242000)","s_cmh9_5702","completed","212000","30000","s_cmh9_5702",",,89.116.64.219,,89.116.64.220,,89.116.64.240,,89.117.12.8,,89.117.12.9,,89.117.12.14,,89.117.12.18,,89.117.12.21,,89.117.12.26,,89.117.12.28,,89.117.12.45,,89.117.12.48,,,"
"25738990","04/15 (13:36:09)","134766735","2500","2499","0","2500","(146500 to 149000)","s_cmh8_3583","completed","144000","5000","s_cmh8_3583",",,142.147.96.125,,,"
"25738990","04/15 (13:36:09)","134766736","2500","2500","0","2500","(144000 to 146500)","s_cmh8_3617","completed","144000","5000","s_cmh8_3617",",,138.226.244.76,,,"
"25738628","04/15 (13:30:10)","134766228","3250","3247","0","3250","(140750 to 144000)","s_cmh8_3583","completed","137500","6500","s_cmh8_3583",",,142.147.96.125,,,"
"25738628","04/15 (13:30:10)","134766229","3250","3247","0","3250","(137500 to 140750)","s_cmh8_3617","completed","137500","6500","s_cmh8_3617",",,138.226.244.76,,,"
"25738512","04/15 (13:26:17)","134766069","7000","6999","0","7000","(130500 to 137500)","s_cmh8_3583","completed","123500","14000","s_cmh8_3583",",,142.147.96.125,,,"
"25738512","04/15 (13:26:17)","134766070","7000","6998","0","7000","(123500 to 130500)","s_cmh8_3617","completed","123500","14000","s_cmh8_3617",",,138.226.244.76,,,"
"25738494","04/15 (13:25:35)","134766044","182000","181927","0","182000","(30000 to 212000)","s_cmh9_5687","completed","30000","182000","s_cmh9_5687",",,91.223.3.150,,91.223.3.186,,91.223.3.187,,91.223.3.189,,91.223.3.194,,91.223.3.195,,91.223.3.196,,91.223.3.197,,91.223.3.198,,91.223.3.199,,91.223.3.200,,91.223.3.204,,91.223.3.208,,91.223.3.209,,,"
"25738473","04/15 (13:24:31)","134765996","20000","20007","0","20000","(84000 to 104000)","s_cmh6_6009","completed","84000","20000","s_cmh6_6009",",,173.236.32.74,,173.236.32.76,,173.236.32.77,,173.236.32.78,,,"
"25738113","04/15 (13:14:58)","134765507","3930","1960","0","3930","(178930 to 182860)","s_cmh2_6127","completed","178930","3930","s_cmh2_6127",",,158.69.54.111,,,"
"25737696","04/15 (13:05:16)","134764880","2875","2879","0","2875","(117750 to 120625)","s_cmh8_3583","completed","117750","5750","s_cmh8_3583",",,142.147.96.125,,,"
"25737696","04/15 (13:05:16)","134764881","2875","2879","0","2875","(120625 to 123500)","s_cmh8_3617","completed","117750","5750","s_cmh8_3617",",,138.226.244.76,,,"
"25737507","04/15 (13:02:18)","134764589","48000","20687","0","48000","(0 to 48000)","s_cmh2_6101","completed","0","48000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25737427","04/15 (12:59:21)","134764461","20000","20009","0","20000","(64000 to 84000)","s_cmh6_6009","completed","64000","20000","s_cmh6_6009",",,173.236.32.74,,173.236.32.76,,173.236.32.77,,173.236.32.78,,,"
"25737423","04/15 (12:59:16)","134764454","2500","2502","0","2500","(115250 to 117750)","s_cmh8_3583","completed","112750","5000","s_cmh8_3583",",,142.147.96.125,,,"
"25737423","04/15 (12:59:16)","134764455","2500","2502","0","2500","(112750 to 115250)","s_cmh8_3617","completed","112750","5000","s_cmh8_3617",",,138.226.244.76,,,"
"25737330","04/15 (12:55:23)","134764308","30000","30012","0","30000","(0 to 30000)","s_cmh9_5702","completed","0","30000","s_cmh9_5702",",,89.116.64.219,,89.116.64.220,,89.116.64.240,,89.117.12.8,,89.117.12.9,,89.117.12.14,,89.117.12.18,,89.117.12.21,,89.117.12.26,,89.117.12.28,,89.117.12.45,,89.117.12.48,,,"
"25737286","04/15 (12:53:16)","134764221","3250","3252","0","3250","(106250 to 109500)","s_cmh8_3583","completed","106250","6500","s_cmh8_3583",",,142.147.96.125,,,"
"25737286","04/15 (12:53:16)","134764222","3250","3252","0","3250","(109500 to 112750)","s_cmh8_3617","completed","106250","6500","s_cmh8_3617",",,138.226.244.76,,,"
"25737238","04/15 (12:51:59)","134764162","3930","759","0","3930","(175000 to 178930)","s_cmh2_6127","completed","175000","3930","s_cmh2_6127",",,158.69.54.111,,,"
"25737151","04/15 (12:49:17)","134764028","7000","7004","0","7000","(99250 to 106250)","s_cmh8_3583","completed","92250","14000","s_cmh8_3583",",,142.147.96.125,,,"
"25737151","04/15 (12:49:17)","134764029","7000","7004","0","7000","(92250 to 99250)","s_cmh8_3617","completed","92250","14000","s_cmh8_3617",",,138.226.244.76,,,"
"25737017","04/15 (12:45:38)","134763816","34790","34809","0","34878","(338000 to 372878)","s_cmh9_5687","completed","338000","182000","s_cmh9_5687",",,91.223.3.150,,91.223.3.186,,91.223.3.187,,91.223.3.189,,91.223.3.194,,91.223.3.195,,91.223.3.196,,91.223.3.197,,91.223.3.198,,91.223.3.199,,91.223.3.200,,91.223.3.204,,91.223.3.208,,91.223.3.209,,,"
"25736537","04/15 (12:34:26)","134763123","20000","20009","0","20000","(44000 to 64000)","s_cmh6_6009","completed","44000","20000","s_cmh6_6009",",,173.236.32.74,,173.236.32.76,,173.236.32.77,,173.236.32.78,,,"
"25736078","04/15 (12:28:16)","134762519","2875","2879","0","2875","(86500 to 89375)","s_cmh8_3583","completed","86500","5750","s_cmh8_3583",",,142.147.96.125,,,"
"25736078","04/15 (12:28:16)","134762520","2875","2877","0","2875","(89375 to 92250)","s_cmh8_3617","completed","86500","5750","s_cmh8_3617",",,138.226.244.76,,,"
"25735987","04/15 (12:24:30)","134762369","4000","3973","0","4000","(171000 to 175000)","s_cmh2_6127","completed","171000","4000","s_cmh2_6127",",,158.69.54.111,,,"
"25735901","04/15 (12:22:17)","134762263","2500","2502","0","2500","(84000 to 86500)","s_cmh8_3583","completed","81500","5000","s_cmh8_3583",",,142.147.96.125,,,"
"25735901","04/15 (12:22:17)","134762264","2500","2501","0","2500","(81500 to 84000)","s_cmh8_3617","completed","81500","5000","s_cmh8_3617",",,138.226.244.76,,,"
"25735900","04/15 (12:22:16)","134762262","14065","9385","0","14190","(358730 to 372920)","s_cmh2_6101","completed","358730","48000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25735725","04/15 (12:16:16)","134762028","3250","3252","0","3250","(78250 to 81500)","s_cmh8_3583","completed","75000","6500","s_cmh8_3583",",,142.147.96.125,,,"
"25735725","04/15 (12:16:16)","134762029","3250","3252","0","3250","(75000 to 78250)","s_cmh8_3617","completed","75000","6500","s_cmh8_3617",",,138.226.244.76,,,"
"25735480","04/15 (12:12:17)","134761662","7000","7004","0","7000","(68000 to 75000)","s_cmh8_3583","completed","61000","14000","s_cmh8_3583",",,142.147.96.125,,,"
"25735480","04/15 (12:12:17)","134761663","7000","7004","0","7000","(61000 to 68000)","s_cmh8_3617","completed","61000","14000","s_cmh8_3617",",,138.226.244.76,,,"
"25735401","04/15 (12:09:18)","134761548","20000","20007","0","20000","(24000 to 44000)","s_cmh6_6009","completed","24000","20000","s_cmh6_6009",",,173.236.32.74,,173.236.32.76,,173.236.32.77,,173.236.32.78,,,"
"25735270","04/15 (12:05:37)","134761352","182000","182007","0","182000","(156000 to 338000)","s_cmh9_5687","completed","0","338000","s_cmh9_5687",",,91.223.3.150,,91.223.3.186,,91.223.3.187,,91.223.3.189,,91.223.3.194,,91.223.3.195,,91.223.3.196,,91.223.3.197,,91.223.3.198,,91.223.3.199,,91.223.3.200,,91.223.3.204,,91.223.3.208,,91.223.3.209,,,"
"25735270","04/15 (12:05:37)","134761353","156000","63388","0","156000","(0 to 156000)","s_cmh9_5702","completed","0","338000","s_cmh9_5702",",,89.116.64.219,,89.116.64.220,,89.116.64.240,,89.117.12.8,,89.117.12.9,,89.117.12.14,,89.117.12.18,,89.117.12.21,,89.117.12.26,,89.117.12.28,,89.117.12.45,,89.117.12.48,,,"
"25734987","04/15 (11:58:24)","134760932","3000","3009","0","3000","(168000 to 171000)","s_cmh2_6127","completed","168000","3000","s_cmh2_6127",",,158.69.54.111,,,"
"25734968","04/15 (11:57:16)","134760894","3125","300","0","3125","(57875 to 61000)","s_cmh8_3583","completed","54750","6250","s_cmh8_3583",",,142.147.96.123,,,"
