Date,Finished.At,Scheduled.At,Mailer,ID,Sent,R.Sent,SoftBounce,HardBounce,Total,Offer,Isp,Profile,Injected.Seeds,Server(s)
"14/04/2026 (02:28:17)","14/04/2026 (02:28:37)","","y.moghar","25676689","15800","15806","0","1","15800","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (265110 to 280910)","0->1000","2 s_cmh8_3583 s_cmh8_3617"
"14/04/2026 (02:26:17)","14/04/2026 (02:26:21)","","y.moghar","25676650","6099","6103","0","0","6099","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (185087 to 191186)","0->1000","s_cmh2_6127"
"14/04/2026 (02:19:17)","14/04/2026 (02:19:37)","","y.moghar","25676534","23700","7904","0","0","23700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (241410 to 265110)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"14/04/2026 (02:19:17)","14/04/2026 (02:19:20)","","y.moghar","25676533","11096","11100","0","0","11096","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (173991 to 185087)","0->1000","s_cmh2_6145"
"14/04/2026 (02:13:17)","14/04/2026 (02:13:39)","","y.moghar","25676388","20340","19900","0","0","20340","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (221070 to 241410)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"14/04/2026 (02:12:17)","14/04/2026 (02:12:23)","","y.moghar","25676346","9398","9403","0","0","9398","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (164593 to 173991)","0->1000","s_cmh2_6121"
"14/04/2026 (02:09:17)","14/04/2026 (02:09:20)","","y.moghar","25676269","7191","7195","0","0","7208","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (365712 to 372920)","0->1000","s_cmh2_6101"
"14/04/2026 (02:06:17)","14/04/2026 (02:06:45)","","y.moghar","25676142","24150","23992","0","0","24150","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (196920 to 221070)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"14/04/2026 (01:59:17)","14/04/2026 (01:59:39)","","y.moghar","25675935","24240","16162","0","0","24240","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (172680 to 196920)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"14/04/2026 (01:51:17)","14/04/2026 (01:51:21)","","y.moghar","25675822","6099","6105","0","0","6099","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (158494 to 164593)","0->1000","s_cmh2_6127"
"14/04/2026 (01:50:18)","14/04/2026 (01:51:17)","","y.moghar","25675809","26700","25063","0","0","26700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (145980 to 172680)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"14/04/2026 (01:43:09)","14/04/2026 (01:43:15)","","y.moghar","25675621","10330","10336","0","0","10330","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (148164 to 158494)","0->1000","s_cmh2_6127"
"14/04/2026 (01:36:47)","14/04/2026 (01:36:53)","","y.moghar","25675394","8398","8403","0","0","8398","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (139766 to 148164)","0->1000","s_cmh2_6121"
"14/04/2026 (01:34:17)","14/04/2026 (01:34:48)","","y.moghar","25675321","55500","55497","0","6","55500","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (310212 to 365712)","0->1000","s_cmh2_6101"
"14/04/2026 (01:16:17)","14/04/2026 (01:16:21)","","y.moghar","25674808","5766","5771","0","0","5766","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (134000 to 139766)","0->1000","s_cmh2_6127"
"14/04/2026 (01:09:17)","14/04/2026 (01:09:20)","","y.moghar","25674629","9664","9670","0","0","9664","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (124336 to 134000)","0->1000","s_cmh2_6145"
"14/04/2026 (01:00:19)","14/04/2026 (01:00:24)","","y.moghar","25674279","7732","7738","0","0","7732","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (116604 to 124336)","0->1000","s_cmh2_6121"
