campaign_id,server,entity,ip,datetime_gride,sent_detail,r_sent_detail,sent_per_ip,r_sent_per_ip,offset,limit,limit_per_ip,error_type_from_error,outSum,drop_number,is_first_drop,first_used_at,previous_r_sent_per_ip,volume_change,growth_rate,sent_ratio,lost_volume,cumulative_r_sent_per_ip,daily_cumulative_r_sent_per_ip,volume_category,hour,day_of_week,drops_per_day,error_code,date,days_since_launch
25595271,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 01:18:13,168000,167939,24000,24000,5000,168000,24000,No error,,1,1,2026-04-12 01:18:13,0.0,24000,0.0,1.0,0,24000,24000,Medium,1,6,13,0,2026-04-12,0
25596058,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 01:53:10,168000,167997,24000,24000,173000,168000,24000,No error,,2,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,48000,48000,Medium,1,6,13,0,2026-04-12,0
25596761,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 02:28:10,31976,31986,4568,4569,341000,168000,24000,No error,,3,0,2026-04-12 01:18:13,24000.0,-19431,-0.809625,1.0002189141856392,-1,52569,52569,Low,2,6,13,0,2026-04-12,0
25597449,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 03:03:11,168000,168005,24000,24000,0,168000,24000,No error,,4,0,2026-04-12 01:18:13,4569.0,19431,4.252790544977019,1.0,0,76569,76569,Medium,3,6,13,0,2026-04-12,0
25598262,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 03:38:11,168000,167976,24000,24000,168000,168000,24000,No error,,5,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,100569,100569,Medium,3,6,13,0,2026-04-12,0
25598951,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 04:13:11,36976,36986,5282,5283,336000,168000,24000,No error,,6,0,2026-04-12 01:18:13,24000.0,-18717,-0.779875,1.0001893222264293,-1,105852,105852,Low,4,6,13,0,2026-04-12,0
25599605,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 04:48:11,168000,167985,24000,24000,0,168000,24000,Other,168027,7,0,2026-04-12 01:18:13,5283.0,18717,3.5428733674048836,1.0,0,129852,129852,Medium,4,6,13,0,2026-04-12,0
25600159,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 05:23:11,168000,167996,24000,24000,168000,168000,24000,No error,,8,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,153852,153852,Medium,5,6,13,0,2026-04-12,0
25612346,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 14:35:16,192000,184152,24000,24000,168000,192000,24000,No error,,9,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,177852,177852,Medium,14,6,13,0,2026-04-12,0
25612370,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 14:35:43,192000,176872,24000,24000,0,192000,24000,No error,,10,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,201852,201852,Medium,14,6,13,0,2026-04-12,0
25623184,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 19:35:21,192000,191996,24000,24000,168000,192000,24000,No error,,11,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,225852,225852,Medium,19,6,13,0,2026-04-12,0
25624327,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 20:07:19,168000,167965,24000,24000,42000,168000,24000,No error,,12,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,249852,249852,Medium,20,6,13,0,2026-04-12,0
25625479,s_cmh9_5698,cmh9,144.31.139.217,2026-04-12 20:37:19,87943,87946,12563,12563,285000,168000,24000,No error,,13,0,2026-04-12 01:18:13,24000.0,-11437,-0.47654166666666664,1.0,0,262415,262415,Medium,20,6,13,0,2026-04-12,0
25595271,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 01:18:13,168000,167939,24000,24000,5000,168000,24000,No error,,1,1,2026-04-12 01:18:13,0.0,24000,0.0,1.0,0,24000,24000,Medium,1,6,13,0,2026-04-12,0
25596058,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 01:53:10,168000,167997,24000,24000,173000,168000,24000,No error,,2,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,48000,48000,Medium,1,6,13,0,2026-04-12,0
25596761,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 02:28:10,31976,31986,4568,4569,341000,168000,24000,No error,,3,0,2026-04-12 01:18:13,24000.0,-19431,-0.809625,1.0002189141856392,-1,52569,52569,Low,2,6,13,0,2026-04-12,0
25597449,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 03:03:11,168000,168005,24000,24000,0,168000,24000,No error,,4,0,2026-04-12 01:18:13,4569.0,19431,4.252790544977019,1.0,0,76569,76569,Medium,3,6,13,0,2026-04-12,0
25598262,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 03:38:11,168000,167976,24000,24000,168000,168000,24000,No error,,5,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,100569,100569,Medium,3,6,13,0,2026-04-12,0
25598951,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 04:13:11,36976,36986,5282,5283,336000,168000,24000,No error,,6,0,2026-04-12 01:18:13,24000.0,-18717,-0.779875,1.0001893222264293,-1,105852,105852,Low,4,6,13,0,2026-04-12,0
25599605,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 04:48:11,168000,167985,24000,24000,0,168000,24000,No error,,7,0,2026-04-12 01:18:13,5283.0,18717,3.5428733674048836,1.0,0,129852,129852,Medium,4,6,13,0,2026-04-12,0
25600159,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 05:23:11,168000,167996,24000,24000,168000,168000,24000,No error,,8,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,153852,153852,Medium,5,6,13,0,2026-04-12,0
25612346,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 14:35:16,192000,184152,24000,24000,168000,192000,24000,No error,,9,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,177852,177852,Medium,14,6,13,0,2026-04-12,0
25612370,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 14:35:43,192000,176872,24000,24000,0,192000,24000,No error,,10,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,201852,201852,Medium,14,6,13,0,2026-04-12,0
25623184,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 19:35:21,192000,191996,24000,24000,168000,192000,24000,Other,192143,11,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,225852,225852,Medium,19,6,13,0,2026-04-12,0
25624327,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 20:07:19,168000,167965,24000,24000,42000,168000,24000,No error,,12,0,2026-04-12 01:18:13,24000.0,0,0.0,1.0,0,249852,249852,Medium,20,6,13,0,2026-04-12,0
25625479,s_cmh9_5698,cmh9,144.31.139.61,2026-04-12 20:37:19,87943,87946,12563,12563,285000,168000,24000,Other,87994,13,0,2026-04-12 01:18:13,24000.0,-11437,-0.47654166666666664,1.0,0,262415,262415,Medium,20,6,13,0,2026-04-12,0
25612346,s_cmh9_5698,cmh9,144.31.84.7,2026-04-12 14:35:16,192000,184152,24000,24000,168000,192000,24000,No error,,1,1,2026-04-12 14:35:16,0.0,24000,0.0,1.0,0,24000,24000,Medium,14,6,3,0,2026-04-12,0
25612370,s_cmh9_5698,cmh9,144.31.84.7,2026-04-12 14:35:43,192000,176872,24000,24000,0,192000,24000,No error,,2,0,2026-04-12 14:35:16,24000.0,0,0.0,1.0,0,48000,48000,Medium,14,6,3,0,2026-04-12,0
25623184,s_cmh9_5698,cmh9,144.31.84.7,2026-04-12 19:35:21,192000,191996,24000,24000,168000,192000,24000,Rate limit DKIM,192143,3,0,2026-04-12 14:35:16,24000.0,0,0.0,1.0,0,72000,72000,Medium,19,6,3,2,2026-04-12,0
25668537,s_cmh2_6127,cmh2,158.69.54.111,2026-04-13 22:19:18,10200,10206,5100,5103,19312,10200,5100,No error,,1,1,2026-04-13 22:19:18,0.0,5103,0.0,1.0005882352941176,-3,5103,5103,Low,22,0,2,0,2026-04-13,0
25669859,s_cmh2_6127,cmh2,158.69.54.111,2026-04-13 22:54:53,10200,9389,5100,4289,42912,10200,5100,Rate limit SPF,9358,2,0,2026-04-13 22:19:18,5103.0,-814,-0.1595140113658632,0.8409803921568627,811,9392,9392,Low,22,0,2,1,2026-04-13,0
25675621,s_cmh2_6127,cmh2,158.69.54.111,2026-04-14 01:43:09,10330,10336,5165,5168,148164,10330,5165,No error,,3,0,2026-04-13 22:19:18,4289.0,879,0.20494287712753556,1.0005808325266214,-3,14560,5168,Low,1,1,1,0,2026-04-14,0
25719633,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 01:19:16,9530,9535,4765,4767,263160,9530,4765,No error,,4,0,2026-04-13 22:19:18,5168.0,-401,-0.07759287925696594,1.0004197271773347,-2,19327,4767,Low,1,2,16,0,2026-04-15,1
25720362,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 01:44:17,9530,9533,4765,4766,292514,9530,4765,No error,,5,0,2026-04-13 22:19:18,4767.0,-1,-0.00020977554017201594,1.0002098635886674,-1,24093,9533,Low,1,2,16,0,2026-04-15,1
25720997,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 02:09:16,9530,9536,4765,4768,321868,9530,4765,No error,,6,0,2026-04-13 22:19:18,4766.0,2,0.000419639110365086,1.000629590766002,-3,28861,14301,Low,2,2,16,0,2026-04-15,1
25729540,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 09:49:28,10000,10009,5000,5004,18000,10000,5000,No error,,7,0,2026-04-13 22:19:18,4768.0,236,0.04949664429530201,1.0008,-4,33865,19305,Low,9,2,16,0,2026-04-15,1
25729753,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 10:03:27,10000,10007,5000,5003,34000,10000,5000,No error,,8,0,2026-04-13 22:19:18,5004.0,-1,-0.00019984012789768185,1.0006,-3,38868,24308,Low,10,2,16,0,2026-04-15,1
25730480,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 10:28:17,10000,10009,5000,5004,62000,10000,5000,No error,,9,0,2026-04-13 22:19:18,5003.0,1,0.0001998800719568259,1.0008,-4,43872,29312,Low,10,2,16,0,2026-04-15,1
25731070,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 10:53:24,10000,10006,5000,5003,90000,10000,5000,No error,,10,0,2026-04-13 22:19:18,5004.0,-1,-0.00019984012789768185,1.0006,-3,48875,34315,Low,10,2,16,0,2026-04-15,1
25731601,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 11:18:37,10000,7638,5000,5000,115000,10000,5000,No error,,11,0,2026-04-13 22:19:18,5003.0,-3,-0.0005996402158704777,1.0,0,53875,39315,Low,11,2,16,0,2026-04-15,1
25732441,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 11:43:23,10000,5394,5000,5000,140000,10000,5000,No error,,12,0,2026-04-13 22:19:18,5000.0,0,0.0,1.0,0,58875,44315,Low,11,2,16,0,2026-04-15,1
25734128,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 12:32:21,3000,3008,3000,3008,165000,3000,3000,No error,,13,0,2026-04-13 22:19:18,5000.0,-1992,-0.3984,1.0026666666666666,-8,61883,47323,Low,12,2,16,0,2026-04-15,1
25734987,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 12:58:24,3000,3009,3000,3009,168000,3000,3000,No error,,14,0,2026-04-13 22:19:18,3008.0,1,0.0003324468085106383,1.003,-9,64892,50332,Low,12,2,16,0,2026-04-15,1
25735987,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 13:24:30,4000,3973,4000,3973,171000,4000,4000,Connection closed,3930,15,0,2026-04-13 22:19:18,3009.0,964,0.3203722166832835,0.99325,27,68865,54305,Low,13,2,16,0,2026-04-15,1
25737238,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 13:51:59,3930,759,3930,759,175000,3930,3930,Other,759,16,0,2026-04-13 22:19:18,3973.0,-3214,-0.8089604832620186,0.19312977099236642,3171,69624,55064,Low,13,2,16,0,2026-04-15,1
25738113,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 14:14:58,3930,1960,3930,1960,178930,3930,3930,Connection closed,1946,17,0,2026-04-13 22:19:18,759.0,1201,1.5823451910408433,0.49872773536895676,1970,71584,57024,Low,14,2,16,0,2026-04-15,1
25760396,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 23:19:16,7860,7788,3930,3930,356128,7860,3930,No error,,18,0,2026-04-13 22:19:18,1960.0,1970,1.0051020408163265,1.0,0,75514,60954,Low,23,2,16,0,2026-04-15,2
25761490,s_cmh2_6127,cmh2,158.69.54.111,2026-04-15 23:44:16,7860,1477,3930,1477,0,7860,3930,No error,,19,0,2026-04-13 22:19:18,3930.0,-2453,-0.6241730279898219,0.3758269720101781,2453,76991,62431,Low,23,2,16,0,2026-04-15,2
25789142,s_cmh2_6127,cmh2,158.69.54.111,2026-04-16 15:54:49,18000,18009,9000,9004,42000,18000,9000,No error,,20,0,2026-04-13 22:19:18,1477.0,7527,5.096140825998646,1.0004444444444445,-4,85995,9004,Low,15,3,4,0,2026-04-16,2
25790367,s_cmh2_6127,cmh2,158.69.54.111,2026-04-16 16:23:58,18000,18009,9000,9004,87000,18000,9000,No error,,21,0,2026-04-13 22:19:18,9004.0,0,0.0,1.0004444444444445,-4,94999,18008,Low,16,3,4,0,2026-04-16,2
25791322,s_cmh2_6127,cmh2,158.69.54.111,2026-04-16 16:46:52,18000,16905,9000,9000,126000,18000,9000,Rate limit DKIM,16894,22,0,2026-04-13 22:19:18,9004.0,-4,-0.000444247001332741,1.0,0,103999,27008,Low,16,3,4,2,2026-04-16,2
25791615,s_cmh2_6127,cmh2,158.69.54.111,2026-04-16 16:54:58,6000,544,3000,544,144000,6000,3000,Rate limit SPF,16894,23,0,2026-04-13 22:19:18,9000.0,-8456,-0.9395555555555556,0.18133333333333335,2456,104543,27552,Low,16,3,4,1,2026-04-16,2
25734604,s_cmh6_6009,cmh6,173.236.32.74,2026-04-15 12:44:24,24000,24003,6000,6001,0,24000,6000,No error,,1,1,2026-04-15 12:44:24,0.0,6001,0.0,1.0001666666666666,-1,6001,6001,Low,12,2,6,0,2026-04-15,0
25735401,s_cmh6_6009,cmh6,173.236.32.74,2026-04-15 13:09:18,20000,20007,5000,5002,24000,20000,5000,No error,,2,0,2026-04-15 12:44:24,6001.0,-999,-0.1664722546242293,1.0004,-2,11003,11003,Low,13,2,6,0,2026-04-15,0
25736537,s_cmh6_6009,cmh6,173.236.32.74,2026-04-15 13:34:26,20000,20009,5000,5003,44000,20000,5000,No error,,3,0,2026-04-15 12:44:24,5002.0,1,0.00019992003198720512,1.0006,-3,16006,16006,Low,13,2,6,0,2026-04-15,0
25737427,s_cmh6_6009,cmh6,173.236.32.74,2026-04-15 13:59:21,20000,20009,5000,5003,64000,20000,5000,No error,,4,0,2026-04-15 12:44:24,5003.0,0,0.0,1.0006,-3,21009,21009,Low,13,2,6,0,2026-04-15,0
25738473,s_cmh6_6009,cmh6,173.236.32.74,2026-04-15 14:24:31,20000,20007,5000,5002,84000,20000,5000,No error,,5,0,2026-04-15 12:44:24,5003.0,-1,-0.0001998800719568259,1.0004,-2,26011,26011,Low,14,2,6,0,2026-04-15,0
25740181,s_cmh6_6009,cmh6,173.236.32.74,2026-04-15 15:10:21,22000,22009,5500,5503,104000,22000,5500,No error,,6,0,2026-04-15 12:44:24,5002.0,501,0.10015993602558976,1.0005454545454546,-3,31514,31514,Low,15,2,6,0,2026-04-15,0
25763320,s_cmh6_6009,cmh6,173.236.32.74,2026-04-16 00:33:16,22800,22796,5700,5696,27000,22800,5700,No error,,7,0,2026-04-15 12:44:24,5503.0,193,0.035071779029620206,0.9992982456140351,4,37210,5696,Low,0,3,3,0,2026-04-16,0
25790467,s_cmh6_6009,cmh6,173.236.32.74,2026-04-16 16:27:37,22500,22508,7500,7503,341400,22500,7500,No error,,8,0,2026-04-15 12:44:24,5696.0,1807,0.31724016853932585,1.0004,-3,44713,13199,Low,16,3,3,0,2026-04-16,1
25791633,s_cmh6_6009,cmh6,173.236.32.74,2026-04-16 16:55:19,3707,3716,1236,1239,363900,22500,7500,No error,,9,0,2026-04-15 12:44:24,7503.0,-6264,-0.8348660535785686,1.0024271844660195,-3,45952,14438,Low,16,3,3,0,2026-04-16,1
25734604,s_cmh6_6009,cmh6,173.236.32.76,2026-04-15 12:44:24,24000,24003,6000,6001,0,24000,6000,No error,,1,1,2026-04-15 12:44:24,0.0,6001,0.0,1.0001666666666666,-1,6001,6001,Low,12,2,6,0,2026-04-15,0
25735401,s_cmh6_6009,cmh6,173.236.32.76,2026-04-15 13:09:18,20000,20007,5000,5002,24000,20000,5000,No error,,2,0,2026-04-15 12:44:24,6001.0,-999,-0.1664722546242293,1.0004,-2,11003,11003,Low,13,2,6,0,2026-04-15,0
25736537,s_cmh6_6009,cmh6,173.236.32.76,2026-04-15 13:34:26,20000,20009,5000,5002,44000,20000,5000,No error,,3,0,2026-04-15 12:44:24,5002.0,0,0.0,1.0004,-2,16005,16005,Low,13,2,6,0,2026-04-15,0
25737427,s_cmh6_6009,cmh6,173.236.32.76,2026-04-15 13:59:21,20000,20009,5000,5002,64000,20000,5000,No error,,4,0,2026-04-15 12:44:24,5002.0,0,0.0,1.0004,-2,21007,21007,Low,13,2,6,0,2026-04-15,0
25738473,s_cmh6_6009,cmh6,173.236.32.76,2026-04-15 14:24:31,20000,20007,5000,5002,84000,20000,5000,No error,,5,0,2026-04-15 12:44:24,5002.0,0,0.0,1.0004,-2,26009,26009,Low,14,2,6,0,2026-04-15,0
25740181,s_cmh6_6009,cmh6,173.236.32.76,2026-04-15 15:10:21,22000,22009,5500,5502,104000,22000,5500,No error,,6,0,2026-04-15 12:44:24,5002.0,500,0.09996001599360256,1.0003636363636363,-2,31511,31511,Low,15,2,6,0,2026-04-15,0
25763320,s_cmh6_6009,cmh6,173.236.32.76,2026-04-16 00:33:16,22800,22796,5700,5700,27000,22800,5700,No error,,7,0,2026-04-15 12:44:24,5502.0,198,0.03598691384950927,1.0,0,37211,5700,Low,0,3,3,0,2026-04-16,0
25790467,s_cmh6_6009,cmh6,173.236.32.76,2026-04-16 16:27:37,22500,22508,7500,7503,341400,22500,7500,Other,22508,8,0,2026-04-15 12:44:24,5700.0,1803,0.3163157894736842,1.0004,-3,44714,13203,Low,16,3,3,0,2026-04-16,1
25791633,s_cmh6_6009,cmh6,173.236.32.76,2026-04-16 16:55:19,3707,3716,1236,1239,363900,22500,7500,No error,,9,0,2026-04-15 12:44:24,7503.0,-6264,-0.8348660535785686,1.0024271844660195,-3,45953,14442,Low,16,3,3,0,2026-04-16,1
25734604,s_cmh6_6009,cmh6,173.236.32.77,2026-04-15 12:44:24,24000,24003,6000,6001,0,24000,6000,No error,,1,1,2026-04-15 12:44:24,0.0,6001,0.0,1.0001666666666666,-1,6001,6001,Low,12,2,6,0,2026-04-15,0
25735401,s_cmh6_6009,cmh6,173.236.32.77,2026-04-15 13:09:18,20000,20007,5000,5002,24000,20000,5000,No error,,2,0,2026-04-15 12:44:24,6001.0,-999,-0.1664722546242293,1.0004,-2,11003,11003,Low,13,2,6,0,2026-04-15,0
25736537,s_cmh6_6009,cmh6,173.236.32.77,2026-04-15 13:34:26,20000,20009,5000,5002,44000,20000,5000,No error,,3,0,2026-04-15 12:44:24,5002.0,0,0.0,1.0004,-2,16005,16005,Low,13,2,6,0,2026-04-15,0
25737427,s_cmh6_6009,cmh6,173.236.32.77,2026-04-15 13:59:21,20000,20009,5000,5002,64000,20000,5000,No error,,4,0,2026-04-15 12:44:24,5002.0,0,0.0,1.0004,-2,21007,21007,Low,13,2,6,0,2026-04-15,0
25738473,s_cmh6_6009,cmh6,173.236.32.77,2026-04-15 14:24:31,20000,20007,5000,5002,84000,20000,5000,No error,,5,0,2026-04-15 12:44:24,5002.0,0,0.0,1.0004,-2,26009,26009,Low,14,2,6,0,2026-04-15,0
25740181,s_cmh6_6009,cmh6,173.236.32.77,2026-04-15 15:10:21,22000,22009,5500,5502,104000,22000,5500,No error,,6,0,2026-04-15 12:44:24,5002.0,500,0.09996001599360256,1.0003636363636363,-2,31511,31511,Low,15,2,6,0,2026-04-15,0
25763320,s_cmh6_6009,cmh6,173.236.32.77,2026-04-16 00:33:16,22800,22796,5700,5700,27000,22800,5700,No error,,7,0,2026-04-15 12:44:24,5502.0,198,0.03598691384950927,1.0,0,37211,5700,Low,0,3,3,0,2026-04-16,0
25790467,s_cmh6_6009,cmh6,173.236.32.77,2026-04-16 16:27:37,22500,22508,7500,7502,341400,22500,7500,No error,,8,0,2026-04-15 12:44:24,5700.0,1802,0.316140350877193,1.0002666666666666,-2,44713,13202,Low,16,3,3,0,2026-04-16,1
25791633,s_cmh6_6009,cmh6,173.236.32.77,2026-04-16 16:55:19,3707,3716,1235,1238,363900,22500,7500,No error,,9,0,2026-04-15 12:44:24,7502.0,-6264,-0.8349773393761664,1.0024291497975708,-3,45951,14440,Low,16,3,3,0,2026-04-16,1
25734604,s_cmh6_6009,cmh6,173.236.32.78,2026-04-15 12:44:24,24000,24003,6000,6000,0,24000,6000,Rate limit SPF,24003,1,1,2026-04-15 12:44:24,0.0,6000,0.0,1.0,0,6000,6000,Low,12,2,6,1,2026-04-15,0
25735401,s_cmh6_6009,cmh6,173.236.32.78,2026-04-15 13:09:18,20000,20007,5000,5001,24000,20000,5000,No error,,2,0,2026-04-15 12:44:24,6000.0,-999,-0.1665,1.0002,-1,11001,11001,Low,13,2,6,0,2026-04-15,0
25736537,s_cmh6_6009,cmh6,173.236.32.78,2026-04-15 13:34:26,20000,20009,5000,5002,44000,20000,5000,No error,,3,0,2026-04-15 12:44:24,5001.0,1,0.0001999600079984003,1.0004,-2,16003,16003,Low,13,2,6,0,2026-04-15,0
25737427,s_cmh6_6009,cmh6,173.236.32.78,2026-04-15 13:59:21,20000,20009,5000,5002,64000,20000,5000,No error,,4,0,2026-04-15 12:44:24,5002.0,0,0.0,1.0004,-2,21005,21005,Low,13,2,6,0,2026-04-15,0
25738473,s_cmh6_6009,cmh6,173.236.32.78,2026-04-15 14:24:31,20000,20007,5000,5001,84000,20000,5000,No error,,5,0,2026-04-15 12:44:24,5002.0,-1,-0.00019992003198720512,1.0002,-1,26006,26006,Low,14,2,6,0,2026-04-15,0
25740181,s_cmh6_6009,cmh6,173.236.32.78,2026-04-15 15:10:21,22000,22009,5500,5502,104000,22000,5500,No error,,6,0,2026-04-15 12:44:24,5001.0,501,0.10017996400719856,1.0003636363636363,-2,31508,31508,Low,15,2,6,0,2026-04-15,0
25763320,s_cmh6_6009,cmh6,173.236.32.78,2026-04-16 00:33:16,22800,22796,5700,5700,27000,22800,5700,No error,,7,0,2026-04-15 12:44:24,5502.0,198,0.03598691384950927,1.0,0,37208,5700,Low,0,3,1,0,2026-04-16,0
25594853,s_cmh11_1341,cmh11,192.227.72.165,2026-04-12 01:04:22,9600,9603,4800,4802,249200,62400,31200,No error,,1,1,2026-04-12 01:04:22,0.0,4802,0.0,1.0004166666666667,-2,4802,4802,Low,1,6,8,0,2026-04-12,0
25595491,s_cmh11_1341,cmh11,192.227.72.165,2026-04-12 01:30:56,9442,9445,4721,4723,311600,63700,31850,No error,,2,0,2026-04-12 01:04:22,4802.0,-79,-0.016451478550603915,1.0004236390595214,-2,9525,9525,Low,1,6,8,0,2026-04-12,0
25596100,s_cmh11_1341,cmh11,192.227.72.165,2026-04-12 01:57:12,10000,10004,5000,5002,0,65000,32500,No error,,3,0,2026-04-12 01:04:22,4723.0,279,0.05907262333262757,1.0004,-2,14527,14527,Low,1,6,8,0,2026-04-12,0
25596693,s_cmh11_1341,cmh11,192.227.72.165,2026-04-12 02:22:11,10200,10204,5100,5102,65000,66300,33150,No error,,4,0,2026-04-12 01:04:22,5002.0,100,0.019992003198720514,1.0003921568627452,-2,19629,19629,Low,2,6,8,0,2026-04-12,0
25627970,s_cmh11_1341,cmh11,192.227.72.165,2026-04-12 21:59:19,10400,10404,5200,5202,65000,72800,36400,No error,,5,0,2026-04-12 01:04:22,5102.0,100,0.01960015680125441,1.0003846153846154,-2,24831,24831,Low,21,6,8,0,2026-04-12,0
25629017,s_cmh11_1341,cmh11,192.227.72.165,2026-04-12 22:31:19,10900,10902,5450,5451,137800,76300,38150,No error,,6,0,2026-04-12 01:04:22,5202.0,249,0.04786620530565167,1.0001834862385321,-1,30282,30282,Low,22,6,8,0,2026-04-12,0
25629929,s_cmh11_1341,cmh11,192.227.72.165,2026-04-12 23:01:20,11400,11404,5700,5702,214100,79800,39900,No error,,7,0,2026-04-12 01:04:22,5451.0,251,0.04604659695468721,1.0003508771929825,-2,35984,35984,Low,23,6,8,0,2026-04-12,0
25630956,s_cmh11_1341,cmh11,192.227.72.165,2026-04-12 23:31:20,11290,11292,5645,5646,293900,83300,41650,No error,,8,0,2026-04-12 01:04:22,5702.0,-56,-0.009821115398105928,1.000177147918512,-1,41630,41630,Low,23,6,8,0,2026-04-12,0
25631944,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 00:01:20,12400,12404,6200,6202,0,86800,43400,No error,,9,0,2026-04-12 01:04:22,5646.0,556,0.09847679773290825,1.0003225806451612,-2,47832,6202,Low,0,0,11,0,2026-04-13,0
25655364,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 16:57:23,15000,15004,7500,7502,0,82500,41250,No error,,10,0,2026-04-12 01:04:22,6202.0,1300,0.20960980328926151,1.0002666666666666,-2,55334,13704,Low,16,0,11,0,2026-04-13,1
25656609,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 17:24:18,15500,15503,7750,7752,82500,85250,42625,No error,,11,0,2026-04-12 01:04:22,7502.0,250,0.03332444681418288,1.000258064516129,-2,63086,21456,Low,17,0,11,0,2026-04-13,1
25657657,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 17:49:18,16000,16000,8000,8000,167750,88000,44000,No error,,12,0,2026-04-12 01:04:22,7752.0,248,0.03199174406604747,1.0,0,71086,29456,Low,17,0,11,0,2026-04-13,1
25658803,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 18:14:18,16500,16500,8250,8250,255750,90750,45375,No error,,13,0,2026-04-12 01:04:22,8000.0,250,0.03125,1.0,0,79336,37706,Low,18,0,11,0,2026-04-13,1
25659866,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 18:39:18,5284,5288,2642,2644,346500,85000,42500,No error,,14,0,2026-04-12 01:04:22,8250.0,-5606,-0.6795151515151515,1.0007570022710068,-2,81980,40350,Low,18,0,11,0,2026-04-13,1
25660880,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 19:04:17,17500,17504,8750,8752,0,87500,43750,No error,,15,0,2026-04-12 01:04:22,2644.0,6108,2.3101361573373675,1.0002285714285715,-2,90732,49102,Low,19,0,11,0,2026-04-13,1
25661908,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 19:29:17,18000,18003,9000,9002,87500,90000,45000,No error,,16,0,2026-04-12 01:04:22,8752.0,250,0.02856489945155393,1.0002222222222221,-2,99734,58104,Low,19,0,11,0,2026-04-13,1
25662985,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 19:54:17,18500,18503,9250,9252,177500,92500,46250,No error,,17,0,2026-04-12 01:04:22,9002.0,250,0.027771606309708954,1.0002162162162163,-2,108986,67356,Low,19,0,11,0,2026-04-13,1
25664082,s_cmh11_1341,cmh11,192.227.72.165,2026-04-13 20:19:19,19000,19003,9500,9502,270000,95000,47500,No error,,18,0,2026-04-12 01:04:22,9252.0,250,0.027021184608733248,1.0002105263157894,-2,118488,76858,Low,20,0,11,0,2026-04-13,1
