ip,server,datetime_gride,campaign_id,sent_per_ip,r_sent_per_ip,limit_per_ip,offset,previous_sent_per_ip,volume_change,growth_rate,cumulative_sent_per_ip,daily_cumulative_sent_per_ip,daily_volume,volume_per_drop,sent_ratio,limit_usage_ratio,drops_per_day,time_gap_min,days_since_launch,hour,day_of_week,error_flag,spf_error,dkim_error,netblock_error,error_count_last_24h,blocked_before,is_high_growth,is_high_pressure,is_low_performance,risk_label,risk_label_encoded,predicted_risk_label_encoded,predicted_risk_label,spf_error_probability,predicted_spf_error,dkim_error_probability,predicted_dkim_error,netblock_error_probability,predicted_netblock_error,total_rows,active_days,max_volume,avg_sent_ratio,avg_growth_rate,max_netblock_probability,max_spf_probability,max_dkim_probability,risky_rows,dangerous_rows,recommended_initial_volume,recommended_growth_rate,recommended_drops_per_day,recommended_time_gap_min,recommended_max_safe_volume,final_decision,severity,main_reason,recommended_action,suggested_drops_per_day,suggested_growth_rate,suggested_time_gap_min,blocking_probability,xai_top_feature_1,xai_top_feature_1_contribution,xai_top_feature_2,xai_top_feature_2_contribution,xai_top_feature_3,xai_top_feature_3_contribution
89.117.12.8,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7001,7000,238000,3000,4000,1.3333333333333333,157606,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,20,4,17000,0.7058500000000001,0.11561286239737696,0.0,0.0,3.9027530246532056e-08,18,6,5813,-0.0791,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.117.12.9,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7000,7000,238000,3000,4000,1.3333333333333333,168605,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,21,4,17000,0.7827142857142858,0.10927562584244489,0.0,0.0,3.9027530246532056e-08,19,4,5822,-0.0791,9,174,76084,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
89.116.64.219,s_cmh9_5702,2026-04-16 15:51:25,25789045,7000,7001,7000,238000,3000,4000,1.3333333333333333,290253,7000,7000,7000.0,1.0,1.0,1,981.18,2,15,3,0,0,0,0,0,0,1,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,29,4,21000,0.5458275862068965,0.11663183302951356,0.0,0.0,3.9027530246532056e-08,26,12,5772,-0.0791,8,174,78743,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,8,-0.0791,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,dkim_error_probability,0.0
23.19.114.9,s_cmh2_6121,2026-04-16 16:07:13,25789721,6000,0,6000,60000,3000,3000,1.0,76154,6000,6000,6000.0,0.0,1.0,1,996.77,3,16,3,1,1,0,0,0,0,1,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,22,5,6000,0.8439999999999999,0.07726318503421913,0.01,0.01,3.9027530246532056e-08,22,3,3232,-0.0661,4,164,76022,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,sent_ratio,1.0
23.82.139.242,s_cmh2_6121,2026-04-16 16:31:18,25790606,6000,20,6000,105000,6000,0,0.0,90184,12000,12000,6000.0,0.003,1.0,2,24.08,3,16,3,1,1,0,0,1,0,0,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,25,5,6000,0.81648,0.06803120199994911,0.01,0.01,3.9027530246532056e-08,25,4,3221,-0.0661,4,164,76022,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0661,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,0.997,dkim_error_probability,0.0
51.68.222.162,s_cmh2_6145,2026-04-16 16:36:21,25790945,7500,3509,7500,111000,7500,0,0.0,135652,22500,22500,7500.0,0.468,1.0,3,23.68,3,16,3,0,0,0,0,0,1,0,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,27,5,7500,0.806962962962963,0.6273340946586599,0.74,0.74,1.0,27,8,3320,-0.0962,4,164,76022,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0962,164.0,0.0,limit_usage_ratio,1.0,sent_ratio,0.532,dkim_error_probability,0.0
51.75.164.228,s_cmh2_6145,2026-04-16 16:36:21,25790945,7500,7500,7500,111000,7500,0,0.0,135651,22500,22500,7500.0,1.0,1.0,3,23.68,3,16,3,0,0,0,0,0,0,0,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,27,5,7500,0.9238518518518518,0.6281784042808446,0.07,0.07,3.989953809898281e-08,27,2,3299,-0.0661,4,164,76022,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,4,-0.0661,164.0,0.0,limit_usage_ratio,1.0,dkim_error_probability,0.0,growth_rate,0.0
91.223.3.204,s_cmh9_5687,2026-04-16 16:48:41,25791393,3257,3258,17000,322000,13000,-9743,-0.7494615384615385,234161,3257,3257,3257.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9706470588235295,0.7101351518885278,0.0,0.0,3.989953809898281e-08,13,1,3212,-0.0661,14,168,76114,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.150,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3259,17000,322000,13000,-9742,-0.7493846153846154,234167,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9073235294117648,0.7097095581021042,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.195,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234164,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,1,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9096470588235295,0.7097244446272303,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.197,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234163,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9117941176470589,0.7097233567039954,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.199,s_cmh9_5687,2026-04-16 16:48:41,25791393,3257,3258,17000,322000,13000,-9743,-0.7494615384615385,234161,3257,3257,3257.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9633823529411766,0.7101351518885278,0.0,0.0,3.989953809898281e-08,13,1,3212,-0.0661,14,168,76114,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.209,s_cmh9_5687,2026-04-16 16:48:41,25791393,3257,3258,17000,322000,13000,-9743,-0.7494615384615385,234160,3257,3257,3257.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9739117647058824,0.7101332872132017,0.0,0.0,3.989953809898281e-08,13,1,3237,-0.0661,15,168,76114,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,15,-0.0661,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.208,s_cmh9_5687,2026-04-16 16:48:41,25791393,3257,3258,17000,322000,13000,-9743,-0.7494615384615385,234161,3257,3257,3257.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9706470588235295,0.7101351518885278,0.0,0.0,3.989953809898281e-08,13,1,3212,-0.0661,14,168,76114,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.187,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234166,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9118529411764706,0.7097116875804994,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.194,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234165,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9118529411764706,0.709720459573101,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.189,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234165,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9116764705882353,0.709720459573101,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.198,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234163,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9144411764705883,0.7097233567039954,0.0,0.0,3.989953809898281e-08,13,3,3221,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.200,s_cmh9_5687,2026-04-16 16:48:41,25791393,3257,3258,17000,322000,13000,-9743,-0.7494615384615385,234161,3257,3257,3257.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9706470588235295,0.7101351518885278,0.0,0.0,3.989953809898281e-08,13,1,3212,-0.0661,14,168,76114,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.196,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234163,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9155588235294118,0.7097233567039954,0.0,0.0,3.989953809898281e-08,13,3,3221,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
91.223.3.186,s_cmh9_5687,2026-04-16 16:48:41,25791393,3258,3258,17000,322000,13000,-9742,-0.7493846153846154,234166,3258,3258,3258.0,1.0,0.192,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,34,5,13000,0.9118235294117647,0.7097116875804994,0.0,0.0,3.989953809898281e-08,13,3,3218,-0.0661,14,164,76022,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,14,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.192,dkim_error_probability,0.0
51.161.79.217,s_cmh2_6127,2026-04-16 16:54:58,25791615,3000,0,3000,144000,9000,-6000,-0.6666666666666666,138548,30000,30000,7500.0,0.0,1.0,4,8.1,2,16,3,1,0,1,0,1,0,0,1,1,Dangerous,2,2,Dangerous,0.04,0,3.9027530246532056e-08,0,0.04,0,25,4,9000,0.83412,0.018293635463055086,0.04,0.04,3.9027530246532056e-08,25,4,4180,-0.0661,4,174,76084,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0661,174.0,0.04,growth_rate,1.0,limit_usage_ratio,1.0,sent_ratio,1.0
158.69.54.111,s_cmh2_6127,2026-04-16 16:54:58,25791615,3000,544,3000,144000,9000,-6000,-0.6666666666666666,115380,30000,30000,7500.0,0.181,1.0,4,8.1,2,16,3,1,1,0,0,1,0,0,1,1,Dangerous,2,2,Dangerous,0.0,0,3.9027530246532056e-08,0,0.0,0,23,4,9000,0.8737391304347826,0.02277659595816133,0.0,0.0,3.9027530246532056e-08,23,3,4182,-0.0661,4,174,76084,Reduce Volume,HIGH,The latest model prediction classifies this IP as Dangerous.,"Reduce daily volume immediately, stop growth, and keep the IP stable until risk decreases.",15,-0.0661,174.0,0.0,growth_rate,1.0,limit_usage_ratio,1.0,sent_ratio,0.819
173.236.32.77,s_cmh6_6009,2026-04-16 16:55:19,25791633,1235,1238,7500,363900,7500,-6265,-0.8353333333333334,45935,14435,14435,4811.67,1.002,0.165,3,27.7,1,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,9,2,7500,1.0002222222222223,-0.06109409888357257,0.0,0.0,3.9027530246532056e-08,8,0,5869,-0.0661,11,164,76108,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,11,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.165,dkim_error_probability,0.0
173.236.32.74,s_cmh6_6009,2026-04-16 16:55:19,25791633,1236,1239,7500,363900,7500,-6264,-0.8352,45936,14436,14436,4812.0,1.002,0.165,3,27.7,1,16,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,9,2,7500,1.0004444444444445,-0.06107928406875776,0.0,0.0,3.9027530246532056e-08,8,0,5869,-0.0661,11,164,76108,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,11,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.165,dkim_error_probability,0.0
173.236.32.76,s_cmh6_6009,2026-04-16 16:55:19,25791633,1236,1239,7500,363900,7500,-6264,-0.8352,45936,14436,14436,4812.0,1.002,0.165,3,27.7,1,16,3,0,0,0,0,1,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,9,2,7500,1.0002222222222223,-0.06107928406875776,0.0,0.0,3.9027530246532056e-08,8,0,5869,-0.0661,11,164,76108,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,11,-0.0661,164.0,0.0,growth_rate,1.0,limit_usage_ratio,0.165,dkim_error_probability,0.0
135.125.140.36,s_cmh11_1372,2026-04-16 18:32:18,25795975,8815,8814,72500,280000,28000,-19185,-0.6851785714285714,366529,98445,98445,16407.5,1.0,0.122,6,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,40,5,28000,0.9974999999999999,0.46725773677658466,0.0,0.0,3.989953809898281e-08,7,0,4800,-0.0077,8,168,77334,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0077,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.122,dkim_error_probability,0.0
135.125.140.51,s_cmh11_1372,2026-04-16 18:32:18,25795975,8815,8815,72500,280000,28000,-19185,-0.6851785714285714,366529,98445,98445,16407.5,1.0,0.122,6,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,40,5,28000,1.0001250000000002,0.46725773677658466,0.0,0.0,3.989953809898281e-08,7,0,4800,-0.0077,8,168,77334,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0077,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.122,dkim_error_probability,0.0
192.227.72.168,s_cmh11_1341,2026-04-16 18:32:18,25795975,8815,8815,145000,280000,28000,-19185,-0.6851785714285714,354476,98445,98445,16407.5,1.0,0.061,6,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,38,5,28000,0.9797105263157895,0.47909361581171367,0.0,0.0,3.989953809898281e-08,7,1,4786,-0.0069,8,168,77337,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0069,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.061,dkim_error_probability,0.0
51.254.12.38,s_cmh11_1343,2026-04-16 18:32:18,25795975,8680,8680,72500,280000,28000,-19320,-0.69,366125,98040,98040,16340.0,1.0,0.12,6,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,40,5,28000,0.99705,0.4680839157936331,0.0,0.0,3.989953809898281e-08,7,0,4800,-0.0077,8,168,77334,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0077,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.12,dkim_error_probability,0.0
51.254.12.39,s_cmh11_1343,2026-04-16 18:32:18,25795975,8679,8680,72500,280000,28000,-19321,-0.6900357142857143,366122,98037,98037,16339.5,1.0,0.12,6,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,40,5,28000,1.0001,0.4680901586809534,0.0,0.0,3.989953809898281e-08,7,0,4800,-0.0077,8,168,77334,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0077,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.12,dkim_error_probability,0.0
217.182.198.9,s_cmh11_1372,2026-04-16 18:32:18,25795975,8815,8815,72500,280000,28000,-19185,-0.6851785714285714,366529,98445,98445,16407.5,1.0,0.122,6,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,40,5,28000,1.000075,0.46725773677658466,0.0,0.0,3.989953809898281e-08,7,0,4800,-0.0077,8,168,77334,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0077,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.122,dkim_error_probability,0.0
192.227.72.165,s_cmh11_1341,2026-04-16 18:32:18,25795975,8815,8816,145000,280000,28000,-19185,-0.6851785714285714,366476,98445,98445,16407.5,1.0,0.061,6,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,40,5,28000,0.998,0.4688181803041468,0.0,0.0,3.989953809898281e-08,7,0,4800,-0.0069,8,168,77337,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0069,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.061,dkim_error_probability,0.0
51.254.12.40,s_cmh11_1343,2026-04-16 18:32:18,25795975,8679,8680,72500,280000,28000,-19321,-0.6900357142857143,366122,98037,98037,16339.5,1.0,0.12,6,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,40,5,28000,1.0001,0.4680901586809534,0.0,0.0,3.989953809898281e-08,7,0,4800,-0.0077,8,168,77334,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0077,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.12,dkim_error_probability,0.0
51.254.12.41,s_cmh11_1343,2026-04-16 18:32:18,25795975,8679,8680,72500,280000,28000,-19321,-0.6900357142857143,386121,118037,118037,16862.43,1.0,0.12,7,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,41,5,28000,1.0000487804878049,0.462625747251099,0.0,0.0,3.989953809898281e-08,8,0,4800,-0.0077,8,168,77334,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0077,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.12,dkim_error_probability,0.0
135.125.140.52,s_cmh11_1372,2026-04-16 18:32:18,25795975,8815,8815,72500,280000,28000,-19185,-0.6851785714285714,406529,138445,138445,17305.62,1.0,0.122,8,40.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,42,5,28000,1.0000952380952381,0.4507097493110331,0.0,0.0,3.989953809898281e-08,8,0,4800,-0.0077,9,168,77334,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,9,-0.0077,168.0,0.0,growth_rate,1.0,limit_usage_ratio,0.122,dkim_error_probability,0.0
142.147.96.124,s_cmh8_3583,2026-04-16 22:38:16,25806124,8000,7525,16000,224000,5750,2250,0.391304347826087,109259,42159,42159,5269.88,0.941,0.5,8,121.98,3,22,3,1,0,0,0,4,0,0,0,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,22,4,8000,0.648,0.08919912217724574,0.0,0.0,3.9027530246532056e-08,18,8,3476,-0.0962,10,164,76862,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,10,-0.0962,164.0,0.0,growth_rate,0.6522,limit_usage_ratio,0.5,sent_ratio,0.059
142.147.96.126,s_cmh8_3583,2026-04-17 00:16:16,25809510,8000,7035,16000,26500,6759,1241,0.1836070424619026,236469,8000,8000,8000.0,0.879,0.5,1,29.98,3,0,4,1,0,0,0,3,0,0,0,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,41,5,12800,0.8328780487804877,0.03291272546365785,0.15,0.15,3.9027530246532056e-08,27,5,3597,-0.0213,9,158,68338,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,9,-0.0213,158.0,0.0,limit_usage_ratio,0.5,growth_rate,0.306,sent_ratio,0.121
138.226.244.76,s_cmh8_3617,2026-04-17 00:32:16,25809862,9000,9006,18000,58500,8500,500,0.0588235294117647,351460,17500,17500,8750.0,1.001,0.5,2,30.5,4,0,4,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,67,6,9000,0.9754029850746267,0.08726009222568942,0.01,0.01,3.9027530246532056e-08,15,1,4005,-0.0661,16,168,77106,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,16,-0.0661,168.0,0.0,limit_usage_ratio,0.5,growth_rate,0.098,dkim_error_probability,0.0
142.147.96.125,s_cmh8_3583,2026-04-17 00:32:16,25809862,9000,9006,18000,58500,8500,500,0.0588235294117647,368949,17500,17500,8750.0,1.001,0.5,2,30.5,4,0,4,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,72,6,9000,0.9754444444444444,0.09532572307260827,0.0,0.0,3.9027530246532056e-08,19,2,4006,-0.0661,16,168,77106,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,16,-0.0661,168.0,0.0,limit_usage_ratio,0.5,growth_rate,0.098,dkim_error_probability,0.0
138.226.244.77,s_cmh8_3617,2026-04-17 00:38:16,25810114,10000,10005,10000,76500,9500,500,0.0526315789473684,200187,19500,19500,9750.0,1.0,1.0,2,30.0,4,0,4,0,0,0,0,0,0,0,1,0,Risk,1,1,Risk,0.0,0,3.9027530246532056e-08,0,0.0,0,36,6,12800,0.7979166666666666,0.23899122102537035,0.01,0.01,3.9027530246532056e-08,16,7,3773,-0.0962,8,164,76028,Slow Down Growth,MEDIUM,The latest model prediction classifies this IP as Risk.,Decrease growth rate and increase time gap. Avoid aggressive warm-up.,8,-0.0962,164.0,0.0,limit_usage_ratio,1.0,growth_rate,0.0877,dkim_error_probability,0.0
138.226.244.75,s_cmh8_3617,2026-04-17 00:46:16,25810266,7000,7003,10500,86500,8000,-1000,-0.125,209886,15000,15000,7500.0,1.0,0.667,2,30.0,4,0,4,0,0,0,0,0,0,0,0,0,Safe,0,0,Safe,0.0,0,3.9027530246532056e-08,0,0.0,0,39,6,8000,0.7235128205128205,0.06984572601360574,0.01,0.01,3.9027530246532056e-08,15,11,3266,-0.0962,8,164,75993,Continue Sending,LOW,IP is currently inside the safe operating zone.,Continue current strategy with slow controlled growth.,8,-0.0962,164.0,0.0,limit_usage_ratio,0.667,growth_rate,0.2083,dkim_error_probability,0.0
