ip,server,entity,datetime_gride,campaign_id,sent_per_ip,r_sent_per_ip,sent_ratio,lost_volume,lost_ratio,previous_r_sent_per_ip,volume_change,growth_rate,cumulative_r_sent_per_ip,daily_cumulative_r_sent_per_ip,real_daily_volume,real_volume_per_drop,drops_per_day,time_gap_min,days_since_launch,hour,day_of_week,error_flag,spf_error,dkim_error,netblock_error,error_count_last_24h,blocked_before,is_high_growth,is_low_performance,is_volume_loss,risk_label,risk_label_encoded,action_label,action_label_encoded,recommended_pause_hours
107.6.171.226,s_cmh2_6101,cmh2,2026-04-13 22:03:00,25667759,13900,0,0.0,13900,1.0,0.0,0,0.0,0,0,0,0.0,1,0.0,0,22,0,1,0,1,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.226,s_cmh2_6101,cmh2,2026-04-14 16:57:17,25700629,21000,482,0.023,20518,0.977,0.0,482,0.0,482,482,482,482.0,1,1134.28,0,16,1,0,0,0,0,1,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.226,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3085,0,0.0,3085,1.0,482.0,-482,-1.0,482,0,2,0.4,5,481.43,1,0,2,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.226,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3085,0,0.0,3085,1.0,0.0,0,0.0,482,0,2,0.4,5,0.0,1,0,2,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.226,s_cmh2_6101,cmh2,2026-04-15 01:32:17,25719931,16000,2,0.0,15998,1.0,0.0,2,0.0,484,2,2,0.4,5,33.57,1,1,2,1,0,1,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.226,s_cmh2_6101,cmh2,2026-04-15 23:17:16,25760298,10000,0,0.0,10000,1.0,2.0,-2,-1.0,484,2,2,0.4,5,1304.98,2,23,2,1,1,0,0,1,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.226,s_cmh2_6101,cmh2,2026-04-15 23:40:16,25761328,10000,0,0.0,10000,1.0,0.0,0,0.0,484,2,2,0.4,5,23.0,2,23,2,1,0,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.226,s_cmh2_6101,cmh2,2026-04-16 17:52:16,25794425,10250,0,0.0,10250,1.0,0.0,0,0.0,484,0,0,0.0,1,1092.0,2,17,3,0,0,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.226,s_cmh2_6101,cmh2,2026-04-17 00:56:16,25810440,10250,0,0.0,10250,1.0,0.0,0,0.0,484,0,0,0.0,1,424.0,3,0,4,1,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-12 23:47:17,25631666,13700,13701,1.0,0,0.0,0.0,13701,0.0,13701,13701,13701,13701.0,1,0.0,0,23,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-13 22:03:00,25667759,13900,13900,1.0,0,0.0,13701.0,199,0.0145244872637033,27601,13900,59803,14950.75,4,1335.72,0,22,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-13 22:39:17,25669478,15100,15102,1.0,0,0.0,13900.0,1202,0.0864748201438849,42703,29002,59803,14950.75,4,36.28,0,22,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-13 23:14:17,25670750,15300,15301,1.0,0,0.0,15102.0,199,0.0131770626407098,58004,44303,59803,14950.75,4,35.0,0,23,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-13 23:49:17,25672148,15500,15500,1.0,0,0.0,15301.0,199,0.0130056859028821,73504,59803,59803,14950.75,4,35.0,1,23,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 00:24:17,25673186,15700,15701,1.0,0,0.0,15500.0,201,0.0129677419354838,89205,15701,42581,4731.22,9,35.0,1,0,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 00:59:18,25674252,16500,0,0.0,16500,1.0,15701.0,-15701,-1.0,89205,15701,42581,4731.22,9,35.02,1,0,1,1,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 01:34:17,25675321,18500,18497,1.0,3,0.0,0.0,18497,0.0,107702,34198,42581,4731.22,9,34.98,1,1,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 02:09:17,25676269,2397,2399,1.001,0,0.0,18497.0,-16098,-0.8703032924257987,110101,36597,42581,4731.22,9,35.0,1,2,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 02:44:17,25677278,21000,5984,0.285,15016,0.715,2399.0,3585,1.4943726552730303,116085,42581,42581,4731.22,9,35.0,1,2,1,1,1,0,0,1,0,1,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 03:19:17,25677974,22000,0,0.0,22000,1.0,5984.0,-5984,-1.0,116085,42581,42581,4731.22,9,35.0,1,3,1,1,0,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 16:57:17,25700629,21000,0,0.0,21000,1.0,0.0,0,0.0,116085,42581,42581,4731.22,9,818.0,1,16,1,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 17:27:17,25701904,18000,0,0.0,18000,1.0,0.0,0,0.0,116085,42581,42581,4731.22,9,30.0,1,17,1,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-14 17:57:17,25703148,18000,0,0.0,18000,1.0,0.0,0,0.0,116085,42581,42581,4731.22,9,30.0,1,17,1,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3086,0,0.0,3086,1.0,0.0,0,0.0,116085,0,84821,5654.73,15,421.43,2,0,2,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3086,0,0.0,3086,1.0,0.0,0,0.0,116085,0,84821,5654.73,15,0.0,2,0,2,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 01:32:17,25719931,16000,16000,1.0,0,0.0,0.0,16000,0.0,132085,16000,84821,5654.73,15,33.57,2,1,2,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 02:02:17,25720733,16000,16002,1.0,0,0.0,16000.0,2,0.000125,148087,32002,84821,5654.73,15,30.0,2,2,2,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 02:32:17,25721537,16000,16001,1.0,0,0.0,16002.0,-1,-6.249218847644044e-05,164088,48003,84821,5654.73,15,30.0,2,2,2,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 10:41:17,25730893,16000,15998,1.0,2,0.0,16001.0,-3,-0.0001874882819823,180086,64001,84821,5654.73,15,489.0,2,10,2,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 12:02:17,25733028,16000,16001,1.0,0,0.0,15998.0,3,0.00018752344043,196087,80002,84821,5654.73,15,81.0,2,12,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 12:42:17,25734546,16000,4810,0.301,11190,0.699,16001.0,-11191,-0.699393787888257,200897,84812,84821,5654.73,15,40.0,2,12,2,1,1,0,0,1,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 13:22:16,25735900,4689,9,0.002,4680,0.998,4810.0,-4801,-0.9981288981288982,200906,84821,84821,5654.73,15,39.98,2,13,2,1,1,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 14:02:18,25737507,16000,0,0.0,16000,1.0,9.0,-9,-1.0,200906,84821,84821,5654.73,15,40.03,2,14,2,1,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 14:42:16,25739204,11000,0,0.0,11000,1.0,0.0,0,0.0,200906,84821,84821,5654.73,15,39.97,2,14,2,1,1,0,0,4,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 15:20:18,25740510,11000,0,0.0,11000,1.0,0.0,0,0.0,200906,84821,84821,5654.73,15,38.03,2,15,2,1,1,0,0,5,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 16:02:17,25741789,11000,0,0.0,11000,1.0,0.0,0,0.0,200906,84821,84821,5654.73,15,41.98,2,16,2,1,1,0,0,6,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 16:42:17,25743687,11000,0,0.0,11000,1.0,0.0,0,0.0,200906,84821,84821,5654.73,15,40.0,2,16,2,0,0,0,0,7,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-15 23:36:16,25761194,117044,0,0.0,117044,1.0,0.0,0,0.0,200906,84821,84821,5654.73,15,413.98,2,23,2,1,0,0,0,7,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.227,s_cmh2_6101,cmh2,2026-04-16 00:23:45,25763037,50000,0,0.0,50000,1.0,0.0,0,0.0,200906,0,0,0.0,1,47.48,3,0,3,0,0,0,0,8,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-12 23:47:17,25631666,13700,13700,1.0,0,0.0,0.0,13700,0.0,13700,13700,13700,13700.0,1,0.0,0,23,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-13 22:03:00,25667759,13900,13900,1.0,0,0.0,13700.0,200,0.0145985401459854,27600,13900,59799,14949.75,4,1335.72,0,22,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-13 22:39:17,25669478,15100,15102,1.0,0,0.0,13900.0,1202,0.0864748201438849,42702,29002,59799,14949.75,4,36.28,0,22,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-13 23:14:17,25670750,15300,15300,1.0,0,0.0,15102.0,198,0.0131108462455303,58002,44302,59799,14949.75,4,35.0,0,23,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-13 23:49:17,25672148,15500,15497,1.0,3,0.0,15300.0,197,0.012875816993464,73499,59799,59799,14949.75,4,35.0,1,23,0,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 00:24:17,25673186,15700,15700,1.0,0,0.0,15497.0,203,0.0130993095437826,89199,15700,57633,6403.67,9,35.0,1,0,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 00:59:18,25674252,16500,0,0.0,16500,1.0,15700.0,-15700,-1.0,89199,15700,57633,6403.67,9,35.02,1,0,1,1,0,0,0,1,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 01:34:17,25675321,18500,18500,1.0,0,0.0,0.0,18500,0.0,107699,34200,57633,6403.67,9,34.98,1,1,1,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 02:09:17,25676269,2397,2398,1.0,0,0.0,18500.0,-16102,-0.8703783783783784,110097,36598,57633,6403.67,9,35.0,1,2,1,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 02:44:17,25677278,21000,21000,1.0,0,0.0,2398.0,18602,7.757297748123436,131097,57598,57633,6403.67,9,35.0,1,2,1,0,0,0,0,2,0,1,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 03:19:17,25677974,22000,0,0.0,22000,1.0,21000.0,-21000,-1.0,131097,57598,57633,6403.67,9,35.0,1,3,1,1,1,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 16:57:17,25700629,21000,0,0.0,21000,1.0,0.0,0,0.0,131097,57598,57633,6403.67,9,818.0,1,16,1,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 17:27:17,25701904,18000,18,0.001,17982,0.999,0.0,18,0.0,131115,57616,57633,6403.67,9,30.0,1,17,1,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-14 17:57:17,25703148,18000,17,0.001,17983,0.999,18.0,-1,-0.0555555555555555,131132,57633,57633,6403.67,9,30.0,1,17,1,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3086,0,0.0,3086,1.0,17.0,-17,-1.0,131132,0,218333,14555.53,15,421.43,2,0,2,0,0,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3086,0,0.0,3086,1.0,0.0,0,0.0,131132,0,218333,14555.53,15,0.0,2,0,2,0,0,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 01:32:17,25719931,16000,16000,1.0,0,0.0,0.0,16000,0.0,147132,16000,218333,14555.53,15,33.57,2,1,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 02:02:17,25720733,16000,16002,1.0,0,0.0,16000.0,2,0.000125,163134,32002,218333,14555.53,15,30.0,2,2,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 02:32:17,25721537,16000,16001,1.0,0,0.0,16002.0,-1,-6.249218847644044e-05,179135,48003,218333,14555.53,15,30.0,2,2,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 10:41:17,25730893,16000,16000,1.0,0,0.0,16001.0,-1,-6.249609399412537e-05,195135,64003,218333,14555.53,15,489.0,2,10,2,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 12:02:17,25733028,16000,16000,1.0,0,0.0,16000.0,0,0.0,211135,80003,218333,14555.53,15,81.0,2,12,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 12:42:17,25734546,16000,16000,1.0,0,0.0,16000.0,0,0.0,227135,96003,218333,14555.53,15,40.0,2,12,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 13:22:16,25735900,4688,4688,1.0,0,0.0,16000.0,-11312,-0.707,231823,100691,218333,14555.53,15,39.98,2,13,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 14:02:18,25737507,16000,4687,0.293,11313,0.707,4688.0,-1,-0.0002133105802047,236510,105378,218333,14555.53,15,40.03,2,14,2,1,1,0,0,1,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 14:42:16,25739204,11000,23,0.002,10977,0.998,4687.0,-4664,-0.9950928098997226,236533,105401,218333,14555.53,15,39.97,2,14,2,1,0,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 15:20:18,25740510,11000,23,0.002,10977,0.998,23.0,0,0.0,236556,105424,218333,14555.53,15,38.03,2,15,2,1,1,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 16:02:17,25741789,11000,137,0.012,10863,0.988,23.0,114,4.956521739130435,236693,105561,218333,14555.53,15,41.98,2,16,2,1,0,0,0,4,0,1,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 16:42:17,25743687,11000,10,0.001,10990,0.999,137.0,-127,-0.927007299270073,236703,105571,218333,14555.53,15,40.0,2,16,2,0,0,0,0,5,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.228,s_cmh2_6101,cmh2,2026-04-15 23:36:16,25761194,117044,112762,0.963,4282,0.037,10.0,112752,11275.2,349465,218333,218333,14555.53,15,413.98,2,23,2,1,0,0,0,5,0,1,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.228,s_cmh2_6101,cmh2,2026-04-16 00:23:45,25763037,50000,0,0.0,50000,1.0,112762.0,-112762,-1.0,349465,0,0,0.0,1,47.48,3,0,3,0,0,0,0,6,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.229,s_cmh2_6101,cmh2,2026-04-13 22:03:00,25667759,13900,4850,0.349,9050,0.651,0.0,4850,0.0,4850,4850,4850,4850.0,1,0.0,0,22,0,1,1,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.229,s_cmh2_6101,cmh2,2026-04-14 16:57:17,25700629,21000,21000,1.0,0,0.0,4850.0,16150,3.329896907216495,25850,21000,21000,21000.0,1,1134.28,0,16,1,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.229,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3085,0,0.0,3085,1.0,21000.0,-21000,-1.0,25850,0,5802,1450.5,4,481.43,1,0,2,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.229,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3085,48,0.016,3037,0.984,0.0,48,0.0,25898,48,5802,1450.5,4,0.0,1,0,2,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.229,s_cmh2_6101,cmh2,2026-04-15 23:17:16,25760298,10000,5738,0.574,4262,0.426,48.0,5690,118.54166666666669,31636,5786,5802,1450.5,4,1338.55,2,23,2,1,0,1,0,0,0,1,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.229,s_cmh2_6101,cmh2,2026-04-15 23:40:16,25761328,10000,16,0.002,9984,0.998,5738.0,-5722,-0.9972115719762984,31652,5802,5802,1450.5,4,23.0,2,23,2,1,0,0,0,1,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.229,s_cmh2_6101,cmh2,2026-04-16 17:52:16,25794425,10250,8262,0.806,1988,0.194,16.0,8246,515.375,39914,8262,8262,8262.0,1,1092.0,2,17,3,0,0,0,0,2,0,1,1,1,Risk,1,PAUSE_2H,1,2
107.6.171.229,s_cmh2_6101,cmh2,2026-04-17 00:56:16,25810440,10250,0,0.0,10250,1.0,8262.0,-8262,-1.0,39914,0,0,0.0,1,424.0,3,0,4,1,1,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.230,s_cmh2_6101,cmh2,2026-04-12 23:47:17,25631666,13700,13700,1.0,0,0.0,0.0,13700,0.0,13700,13700,13700,13700.0,1,0.0,0,23,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-13 22:03:00,25667759,13900,13900,1.0,0,0.0,13700.0,200,0.0145985401459854,27600,13900,59802,14950.5,4,1335.72,0,22,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-13 22:39:17,25669478,15100,15102,1.0,0,0.0,13900.0,1202,0.0864748201438849,42702,29002,59802,14950.5,4,36.28,0,22,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-13 23:14:17,25670750,15300,15300,1.0,0,0.0,15102.0,198,0.0131108462455303,58002,44302,59802,14950.5,4,35.0,0,23,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-13 23:49:17,25672148,15500,15500,1.0,0,0.0,15300.0,200,0.0130718954248366,73502,59802,59802,14950.5,4,35.0,1,23,0,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 00:24:17,25673186,15700,15700,1.0,0,0.0,15500.0,200,0.0129032258064516,89202,15700,115204,12800.44,9,35.0,1,0,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 00:59:18,25674252,16500,0,0.0,16500,1.0,15700.0,-15700,-1.0,89202,15700,115204,12800.44,9,35.02,1,0,1,0,0,0,0,1,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 01:34:17,25675321,18500,18500,1.0,0,0.0,0.0,18500,0.0,107702,34200,115204,12800.44,9,34.98,1,1,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 02:09:17,25676269,2397,2398,1.0,0,0.0,18500.0,-16102,-0.8703783783783784,110100,36598,115204,12800.44,9,35.0,1,2,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 02:44:17,25677278,21000,21000,1.0,0,0.0,2398.0,18602,7.757297748123436,131100,57598,115204,12800.44,9,35.0,1,2,1,1,1,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 03:19:17,25677974,22000,21606,0.982,394,0.018,21000.0,606,0.0288571428571428,152706,79204,115204,12800.44,9,35.0,1,3,1,1,1,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 16:57:17,25700629,21000,0,0.0,21000,1.0,21606.0,-21606,-1.0,152706,79204,115204,12800.44,9,818.0,1,16,1,0,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 17:27:17,25701904,18000,18000,1.0,0,0.0,0.0,18000,0.0,170706,97204,115204,12800.44,9,30.0,1,17,1,0,0,0,0,3,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.230,s_cmh2_6101,cmh2,2026-04-14 17:57:17,25703148,18000,18000,1.0,0,0.0,18000.0,0,0.0,188706,115204,115204,12800.44,9,30.0,1,17,1,0,0,0,0,3,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3085,0,0.0,3085,1.0,18000.0,-18000,-1.0,188706,0,277734,18515.6,15,421.43,2,0,2,0,0,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 00:58:43,25718931,3085,0,0.0,3085,1.0,0.0,0,0.0,188706,0,277734,18515.6,15,0.0,2,0,2,0,0,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 01:32:17,25719931,16000,16000,1.0,0,0.0,0.0,16000,0.0,204706,16000,277734,18515.6,15,33.57,2,1,2,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 02:02:17,25720733,16000,16002,1.0,0,0.0,16000.0,2,0.000125,220708,32002,277734,18515.6,15,30.0,2,2,2,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 02:32:17,25721537,16000,16001,1.0,0,0.0,16002.0,-1,-6.249218847644044e-05,236709,48003,277734,18515.6,15,30.0,2,2,2,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 10:41:17,25730893,16000,16000,1.0,0,0.0,16001.0,-1,-6.249609399412537e-05,252709,64003,277734,18515.6,15,489.0,2,10,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 12:02:17,25733028,16000,16000,1.0,0,0.0,16000.0,0,0.0,268709,80003,277734,18515.6,15,81.0,2,12,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 12:42:17,25734546,16000,16000,1.0,0,0.0,16000.0,0,0.0,284709,96003,277734,18515.6,15,40.0,2,12,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 13:22:16,25735900,4688,4688,1.0,0,0.0,16000.0,-11312,-0.707,289397,100691,277734,18515.6,15,39.98,2,13,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 14:02:18,25737507,16000,16000,1.0,0,0.0,4688.0,11312,2.4129692832764507,305397,116691,277734,18515.6,15,40.03,2,14,2,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 14:42:16,25739204,11000,11000,1.0,0,0.0,16000.0,-5000,-0.3125,316397,127691,277734,18515.6,15,39.97,2,14,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 15:20:18,25740510,11000,11000,1.0,0,0.0,11000.0,0,0.0,327397,138691,277734,18515.6,15,38.03,2,15,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
107.6.171.230,s_cmh2_6101,cmh2,2026-04-15 16:02:17,25741789,11000,11000,1.0,0,0.0,11000.0,0,0.0,338397,149691,277734,18515.6,15,41.98,2,16,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
