ip,server,entity,datetime_gride,campaign_id,sent_per_ip,r_sent_per_ip,sent_ratio,lost_volume,lost_ratio,previous_r_sent_per_ip,volume_change,growth_rate,cumulative_r_sent_per_ip,daily_cumulative_r_sent_per_ip,real_daily_volume,real_volume_per_drop,drops_per_day,time_gap_min,days_since_launch,hour,day_of_week,error_flag,spf_error,dkim_error,netblock_error,error_count_last_24h,blocked_before,is_high_growth,is_low_performance,is_volume_loss,risk_label,risk_label_encoded,action_label,action_label_encoded,recommended_pause_hours
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 15:13:09,25740240,2500,2502,1.001,0,0.0,3252.0,-750,-0.2306273062730627,255721,112067,144409,4376.03,33,5.85,3,15,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 15:19:09,25740485,2875,2877,1.001,0,0.0,2502.0,375,0.1498800959232614,258598,114944,144409,4376.03,33,6.0,3,15,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 15:41:17,25741144,7000,7004,1.001,0,0.0,2877.0,4127,1.434480361487661,265602,121948,144409,4376.03,33,22.13,3,15,2,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 16:17:17,25742514,7000,7003,1.0,0,0.0,7004.0,-1,-0.0001427755568246,272605,128951,144409,4376.03,33,36.0,3,16,2,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 16:21:12,25742674,3250,3252,1.001,0,0.0,7003.0,-3751,-0.5356275881764958,275857,132203,144409,4376.03,33,3.92,3,16,2,1,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 16:27:09,25742846,2500,2502,1.001,0,0.0,3252.0,-750,-0.2306273062730627,278359,134705,144409,4376.03,33,5.95,3,16,2,1,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 16:33:16,25743234,2875,451,0.157,2424,0.843,2502.0,-2051,-0.8197442046362909,278810,135156,144409,4376.03,33,6.12,3,16,2,1,0,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 16:52:08,25744061,3500,3504,1.001,0,0.0,451.0,3053,6.76940133037694,282314,138660,144409,4376.03,33,18.87,3,16,2,1,1,0,0,4,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 16:58:09,25744286,3250,3252,1.001,0,0.0,3504.0,-252,-0.071917808219178,285566,141912,144409,4376.03,33,6.02,3,16,2,0,0,0,0,5,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.125,s_cmh8_3583,cmh8,2026-04-15 17:04:18,25744547,2500,2497,0.999,3,0.001,3252.0,-755,-0.2321648216482164,288063,144409,144409,4376.03,33,6.15,3,17,2,0,0,0,0,5,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 17:34:18,25793730,4000,4002,1.0,0,0.0,2497.0,1505,0.6027232679215058,292065,4002,56683,5668.3,10,1470.0,4,17,3,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 18:06:17,25794950,3910,3910,1.0,0,0.0,4002.0,-92,-0.0229885057471264,295975,7912,56683,5668.3,10,31.98,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 18:36:17,25796313,4750,4752,1.0,0,0.0,3910.0,842,0.2153452685421994,300727,12664,56683,5668.3,10,30.0,4,18,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 19:06:16,25797556,5000,5002,1.0,0,0.0,4752.0,250,0.0526094276094276,305729,17666,56683,5668.3,10,29.98,4,19,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 19:36:17,25798933,5250,5252,1.0,0,0.0,5002.0,250,0.0499800079968012,310981,22918,56683,5668.3,10,30.02,4,19,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 20:06:17,25799971,5500,5500,1.0,0,0.0,5252.0,248,0.0472201066260472,316481,28418,56683,5668.3,10,30.0,4,20,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 20:36:17,25801404,5750,5751,1.0,0,0.0,5500.0,251,0.0456363636363636,322232,34169,56683,5668.3,10,30.0,4,20,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 22:31:45,25805715,7000,7005,1.001,0,0.0,5751.0,1254,0.2180490349504434,329237,41174,56683,5668.3,10,115.47,4,22,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 23:02:16,25806709,7500,7504,1.001,0,0.0,7005.0,499,0.0712348322626695,336741,48678,56683,5668.3,10,30.52,4,23,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-16 23:32:16,25807759,8000,8005,1.001,0,0.0,7504.0,501,0.0667643923240938,344746,56683,56683,5668.3,10,30.0,4,23,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-17 00:01:46,25808746,8500,8506,1.001,0,0.0,8005.0,501,0.0625858838226108,353252,8506,17512,8756.0,2,29.5,4,0,4,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.125,s_cmh8_3583,cmh8,2026-04-17 00:32:16,25809862,9000,9006,1.001,0,0.0,8506.0,500,0.0587820362097343,362258,17512,17512,8756.0,2,30.5,4,0,4,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 13:44:32,25648185,12800,12801,1.0,0,0.0,0.0,12801,0.0,12801,12801,49971,4542.82,11,0.0,0,13,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 15:49:18,25652484,3800,3790,0.997,10,0.003,12801.0,-9011,-0.7039293805171472,16591,16591,49971,4542.82,11,124.77,0,15,0,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 16:01:18,25652856,4800,4804,1.001,0,0.0,3790.0,1014,0.2675461741424802,21395,21395,49971,4542.82,11,12.0,0,16,0,1,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 16:25:18,25654003,3850,3852,1.001,0,0.0,4804.0,-952,-0.1981681931723563,25247,25247,49971,4542.82,11,24.0,0,16,0,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 16:37:20,25654714,4900,4903,1.001,0,0.0,3852.0,1051,0.2728452751817238,30150,30150,49971,4542.82,11,12.03,0,16,0,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 17:01:17,25655554,3900,3902,1.001,0,0.0,4903.0,-1001,-0.2041607179277993,34052,34052,49971,4542.82,11,23.95,0,17,0,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 17:13:17,25656275,5000,5004,1.001,0,0.0,3902.0,1102,0.2824192721681189,39056,39056,49971,4542.82,11,12.0,0,17,0,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 17:35:19,25657116,3950,3951,1.0,0,0.0,5004.0,-1053,-0.210431654676259,43007,43007,49971,4542.82,11,22.03,0,17,0,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 17:49:19,25657658,5100,5103,1.001,0,0.0,3951.0,1152,0.2915717539863325,48110,48110,49971,4542.82,11,14.0,0,17,0,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 18:13:17,25658774,4000,1847,0.462,2153,0.538,5103.0,-3256,-0.6380560454634528,49957,49957,49971,4542.82,11,23.97,0,18,0,1,1,0,0,2,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.126,s_cmh8_3583,cmh8,2026-04-13 18:23:12,25659064,5200,14,0.003,5186,0.997,1847.0,-1833,-0.9924201407688142,49971,49971,49971,4542.82,11,9.92,0,18,0,1,0,1,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.126,s_cmh8_3583,cmh8,2026-04-14 02:06:17,25676142,8050,8050,1.0,0,0.0,14.0,8036,574.0,58021,8050,41927,5989.57,7,463.08,0,2,1,1,0,0,0,4,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-14 02:19:17,25676534,7900,7904,1.001,0,0.0,8050.0,-146,-0.0181366459627329,65925,15954,41927,5989.57,7,13.0,0,2,1,1,0,0,0,5,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-14 02:42:17,25677209,8300,1002,0.121,7298,0.879,7904.0,-6902,-0.8732287449392713,66927,16956,41927,5989.57,7,23.0,0,2,1,1,0,1,0,6,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.126,s_cmh8_3583,cmh8,2026-04-14 10:21:18,25686371,7000,7002,1.0,0,0.0,1002.0,6000,5.9880239520958085,73929,23958,41927,5989.57,7,459.02,0,10,1,0,0,0,0,7,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-14 10:35:18,25686643,7000,7003,1.0,0,0.0,7002.0,1,0.000142816338189,80932,30961,41927,5989.57,7,14.0,0,10,1,0,0,0,0,7,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-14 10:57:17,25686996,7250,6770,0.934,480,0.066,7003.0,-233,-0.0332714550906754,87702,37731,41927,5989.57,7,21.98,0,10,1,0,0,0,0,7,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-14 11:11:17,25687415,7250,4196,0.579,3054,0.421,6770.0,-2574,-0.3802067946824224,91898,41927,41927,5989.57,7,14.0,0,11,1,0,0,0,0,7,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 00:48:17,25718692,3000,3001,1.0,0,0.0,4196.0,-1195,-0.2847950428979981,94899,3001,45723,3810.25,12,817.0,1,0,2,0,0,0,0,3,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 00:48:17,25718692,3000,3001,1.0,0,0.0,3001.0,0,0.0,97900,6002,45723,3810.25,12,0.0,1,0,2,0,0,0,0,3,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 01:02:17,25719025,6250,6254,1.001,0,0.0,3001.0,3253,1.0839720093302232,104154,12256,45723,3810.25,12,14.0,1,1,2,0,0,0,0,3,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 01:24:17,25719754,6000,674,0.112,5326,0.888,6254.0,-5580,-0.8922289734569875,104828,12930,45723,3810.25,12,22.0,1,1,2,1,1,0,0,3,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 10:56:17,25731117,5000,5001,1.0,0,0.0,674.0,4327,6.419881305637982,109829,17931,45723,3810.25,12,572.0,1,10,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 11:08:17,25731335,6250,6252,1.0,0,0.0,5001.0,1251,0.2501499700059988,116081,24183,45723,3810.25,12,12.0,1,11,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 11:34:17,25732164,5000,5002,1.0,0,0.0,6252.0,-1250,-0.1999360204734485,121083,29185,45723,3810.25,12,26.0,1,11,2,1,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 11:37:10,25732240,6250,6101,0.976,149,0.024,5002.0,1099,0.2197121151539384,127184,35286,45723,3810.25,12,2.88,1,11,2,1,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 11:45:17,25732501,6250,6254,1.001,0,0.0,6101.0,153,0.0250778560891657,133438,41540,45723,3810.25,12,8.12,1,11,2,1,0,0,0,3,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 12:10:17,25733436,5000,4178,0.836,822,0.164,6254.0,-2076,-0.3319475535657179,137616,45718,45723,3810.25,12,25.0,1,12,2,1,0,1,0,4,0,0,1,1,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 12:14:17,25733608,5750,0,0.0,5750,1.0,4178.0,-4178,-1.0,137616,45718,45723,3810.25,12,4.0,1,12,2,1,1,0,0,5,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.126,s_cmh8_3583,cmh8,2026-04-15 12:20:10,25733798,6250,5,0.001,6245,0.999,0.0,5,0.0,137621,45723,45723,3810.25,12,5.88,1,12,2,1,0,0,0,6,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 17:34:18,25793730,4000,4001,1.0,0,0.0,5.0,3996,799.2,141622,4001,49784,4978.4,10,1754.13,3,17,3,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 18:06:17,25794950,3910,3910,1.0,0,0.0,4001.0,-91,-0.0227443139215196,145532,7911,49784,4978.4,10,31.98,3,18,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 18:36:17,25796313,4750,4751,1.0,0,0.0,3910.0,841,0.2150895140664961,150283,12662,49784,4978.4,10,30.0,3,18,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 19:06:16,25797556,5000,5001,1.0,0,0.0,4751.0,250,0.052620500947169,155284,17663,49784,4978.4,10,29.98,3,19,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 19:36:17,25798933,5250,5251,1.0,0,0.0,5001.0,250,0.0499900019996,160535,22914,49784,4978.4,10,30.02,3,19,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 20:06:17,25799971,5500,2984,0.543,2516,0.457,5251.0,-2267,-0.4317272900399924,163519,25898,49784,4978.4,10,30.0,3,20,3,1,1,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 20:36:17,25801404,5750,5751,1.0,0,0.0,2984.0,2767,0.9272788203753352,169270,31649,49784,4978.4,10,30.0,3,20,3,1,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 22:45:21,25806315,6500,6503,1.0,0,0.0,5751.0,752,0.1307598678490697,175773,38152,49784,4978.4,10,129.07,3,22,3,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 23:16:16,25807271,7000,4870,0.696,2130,0.304,6503.0,-1633,-0.2511148700599723,180643,43022,49784,4978.4,10,30.92,3,23,3,1,0,0,0,2,0,0,1,1,Risk,1,PAUSE_6H,2,6
142.147.96.126,s_cmh8_3583,cmh8,2026-04-16 23:46:17,25808415,6759,6762,1.0,0,0.0,4870.0,1892,0.3885010266940452,187405,49784,49784,4978.4,10,30.02,3,23,3,0,0,0,0,3,0,0,0,0,Risk,1,PAUSE_2H,1,2
142.147.96.126,s_cmh8_3583,cmh8,2026-04-17 00:16:16,25809510,8000,7035,0.879,965,0.121,6762.0,273,0.0403726708074534,194440,7035,7035,7035.0,1,29.98,3,0,4,1,0,0,0,3,0,0,1,1,Risk,1,PAUSE_2H,1,2
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 01:18:13,25595271,24000,23939,0.997,61,0.003,0.0,23939,0.0,23939,23939,239371,18413.15,13,0.0,0,1,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 01:53:10,25596058,24000,23997,1.0,3,0.0,23939.0,58,0.0024228246793934,47936,47936,239371,18413.15,13,34.95,0,1,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 02:28:10,25596761,4568,4570,1.0,0,0.0,23997.0,-19427,-0.8095595282743676,52506,52506,239371,18413.15,13,35.0,0,2,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 03:03:11,25597449,24000,24001,1.0,0,0.0,4570.0,19431,4.251859956236324,76507,76507,239371,18413.15,13,35.02,0,3,6,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 03:38:11,25598262,24000,24000,1.0,0,0.0,24001.0,-1,-4.16649306278905e-05,100507,100507,239371,18413.15,13,35.0,0,3,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 04:13:11,25598951,5283,5284,1.0,0,0.0,24000.0,-18716,-0.7798333333333334,105791,105791,239371,18413.15,13,35.0,0,4,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 04:48:11,25599605,24000,24000,1.0,0,0.0,5284.0,18716,3.542013626040878,129791,129791,239371,18413.15,13,35.0,0,4,6,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 05:23:11,25600159,24000,23996,1.0,4,0.0,24000.0,-4,-0.0001666666666666,153787,153787,239371,18413.15,13,35.0,0,5,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 14:35:16,25612346,24000,16152,0.673,7848,0.327,23996.0,-7844,-0.3268878146357726,169939,169939,239371,18413.15,13,552.08,0,14,6,0,0,0,0,0,0,0,1,1,Risk,1,PAUSE_6H,2,6
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 14:35:43,25612370,24000,8872,0.37,15128,0.63,16152.0,-7280,-0.4507181773155027,178811,178811,239371,18413.15,13,0.45,0,14,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 19:35:21,25623184,24000,23996,1.0,4,0.0,8872.0,15124,1.7046889089269612,202807,202807,239371,18413.15,13,299.63,0,19,6,1,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 20:07:19,25624327,24000,24000,1.0,0,0.0,23996.0,4,0.0001666944490748,226807,226807,239371,18413.15,13,31.97,0,20,6,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.11,s_cmh9_5698,cmh9,2026-04-12 20:37:19,25625479,12564,12564,1.0,0,0.0,24000.0,-11436,-0.4765,239371,239371,239371,18413.15,13,30.0,0,20,6,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 01:18:13,25595271,24000,24000,1.0,0,0.0,0.0,24000,0.0,24000,24000,262380,20183.08,13,0.0,0,1,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 01:53:10,25596058,24000,24000,1.0,0,0.0,24000.0,0,0.0,48000,48000,262380,20183.08,13,34.95,0,1,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 02:28:10,25596761,4568,4570,1.0,0,0.0,24000.0,-19430,-0.8095833333333333,52570,52570,262380,20183.08,13,35.0,0,2,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 03:03:11,25597449,24000,24001,1.0,0,0.0,4570.0,19431,4.251859956236324,76571,76571,262380,20183.08,13,35.02,0,3,6,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 03:38:11,25598262,24000,23976,0.999,24,0.001,24001.0,-25,-0.0010416232656972,100547,100547,262380,20183.08,13,35.0,0,3,6,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 04:13:11,25598951,5282,5284,1.0,0,0.0,23976.0,-18692,-0.779612946279613,105831,105831,262380,20183.08,13,35.0,0,4,6,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 04:48:11,25599605,24000,23985,0.999,15,0.001,5284.0,18701,3.5391748675246024,129816,129816,262380,20183.08,13,35.0,0,4,6,1,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 05:23:11,25600159,24000,24000,1.0,0,0.0,23985.0,15,0.0006253908692933,153816,153816,262380,20183.08,13,35.0,0,5,6,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 14:35:16,25612346,24000,24000,1.0,0,0.0,24000.0,0,0.0,177816,177816,262380,20183.08,13,552.08,0,14,6,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 14:35:43,25612370,24000,24000,1.0,0,0.0,24000.0,0,0.0,201816,201816,262380,20183.08,13,0.45,0,14,6,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 19:35:21,25623184,24000,24000,1.0,0,0.0,24000.0,0,0.0,225816,225816,262380,20183.08,13,299.63,0,19,6,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 20:07:19,25624327,24000,24000,1.0,0,0.0,24000.0,0,0.0,249816,249816,262380,20183.08,13,31.97,0,20,6,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.123,s_cmh9_5698,cmh9,2026-04-12 20:37:19,25625479,12563,12564,1.0,0,0.0,24000.0,-11436,-0.4765,262380,262380,262380,20183.08,13,30.0,0,20,6,1,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 01:18:13,25595271,24000,24000,1.0,0,0.0,0.0,24000,0.0,24000,24000,262383,20183.31,13,0.0,0,1,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 01:53:10,25596058,24000,24000,1.0,0,0.0,24000.0,0,0.0,48000,48000,262383,20183.31,13,34.95,0,1,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 02:28:10,25596761,4568,4569,1.0,0,0.0,24000.0,-19431,-0.809625,52569,52569,262383,20183.31,13,35.0,0,2,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 03:03:11,25597449,24000,24001,1.0,0,0.0,4569.0,19432,4.253009411249726,76570,76570,262383,20183.31,13,35.02,0,3,6,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 03:38:11,25598262,24000,24000,1.0,0,0.0,24001.0,-1,-4.16649306278905e-05,100570,100570,262383,20183.31,13,35.0,0,3,6,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 04:13:11,25598951,5282,5284,1.0,0,0.0,24000.0,-18716,-0.7798333333333334,105854,105854,262383,20183.31,13,35.0,0,4,6,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 04:48:11,25599605,24000,24000,1.0,0,0.0,5284.0,18716,3.542013626040878,129854,129854,262383,20183.31,13,35.0,0,4,6,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 05:23:11,25600159,24000,24000,1.0,0,0.0,24000.0,0,0.0,153854,153854,262383,20183.31,13,35.0,0,5,6,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 14:35:16,25612346,24000,24000,1.0,0,0.0,24000.0,0,0.0,177854,177854,262383,20183.31,13,552.08,0,14,6,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 14:35:43,25612370,24000,24000,1.0,0,0.0,24000.0,0,0.0,201854,201854,262383,20183.31,13,0.45,0,14,6,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 19:35:21,25623184,24000,24000,1.0,0,0.0,24000.0,0,0.0,225854,225854,262383,20183.31,13,299.63,0,19,6,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 20:07:19,25624327,24000,23965,0.999,35,0.001,24000.0,-35,-0.0014583333333333,249819,249819,262383,20183.31,13,31.97,0,20,6,1,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
144.31.117.149,s_cmh9_5698,cmh9,2026-04-12 20:37:19,25625479,12563,12564,1.0,0,0.0,23965.0,-11401,-0.4757354475276444,262383,262383,262383,20183.31,13,30.0,0,20,6,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
