datetime_drop,server,ip,limit,outSum,by_ip,totalIps,error_type_from_error
2026-04-14 11:19:11,s_cmh2_6127,51.161.79.217,12000,6025.0,6000,2,Rate limit DKIM
2026-04-14 11:19:11,s_cmh2_6127,51.161.79.217,12000,6025.0,6000,2,Rate limit SPF
2026-04-14 11:44:11,s_cmh2_6127,51.161.79.217,12000,993.0,6000,2,Connection closed
2026-04-14 11:44:11,s_cmh2_6127,51.161.79.217,12000,993.0,6000,2,Rate limit DKIM
2026-04-14 11:44:11,s_cmh2_6127,51.161.79.217,12000,993.0,6000,2,Rate limit SPF
2026-04-14 11:44:11,s_cmh2_6127,51.161.79.217,12000,993.0,6000,2,Connection closed
2026-04-14 11:44:11,s_cmh2_6127,51.161.79.217,12000,993.0,6000,2,Rate limit DKIM
2026-04-14 11:44:11,s_cmh2_6127,51.161.79.217,12000,993.0,6000,2,Rate limit SPF
2026-04-15 11:48:08,s_cmh2_6127,51.161.79.217,10000,5394.0,5000,2,Connection closed
2026-04-15 11:48:08,s_cmh2_6127,51.161.79.217,10000,5394.0,5000,2,Rate limit SPF
2026-04-15 11:48:08,s_cmh2_6127,51.161.79.217,10000,5394.0,5000,2,Rate limit DKIM
2026-04-15 11:48:08,s_cmh2_6127,51.161.79.217,10000,5394.0,5000,2,Other
2026-04-15 11:48:08,s_cmh2_6127,51.161.79.217,10000,5394.0,5000,2,Connection closed
2026-04-15 11:48:08,s_cmh2_6127,51.161.79.217,10000,5394.0,5000,2,Rate limit SPF
2026-04-15 11:48:08,s_cmh2_6127,51.161.79.217,10000,5394.0,5000,2,Rate limit DKIM
2026-04-15 11:48:08,s_cmh2_6127,51.161.79.217,10000,5394.0,5000,2,Other
2026-04-16 16:49:01,s_cmh2_6127,51.161.79.217,18000,16894.0,9000,2,Rate limit SPF
2026-04-16 16:49:01,s_cmh2_6127,51.161.79.217,18000,16894.0,9000,2,Connection closed
2026-04-16 16:49:01,s_cmh2_6127,51.161.79.217,18000,16894.0,9000,2,Rate limit DKIM
2026-04-17 01:23:00,s_cmh2_6127,51.161.79.219,15720,8738.0,3930,4,Rate limit unsolicited
2026-04-17 01:23:00,s_cmh2_6127,51.161.79.219,15720,8738.0,3930,4,Connection closed
2026-04-17 01:16:00,s_cmh2_6145,51.68.210.28,24000,19095.0,6000,4,Rate limit SPF
2026-04-17 01:16:00,s_cmh2_6145,51.68.210.28,24000,19095.0,6000,4,Connection closed
2026-04-17 01:16:00,s_cmh2_6145,51.68.210.28,24000,19095.0,6000,4,Rate limit DKIM
2026-04-17 01:16:00,s_cmh2_6145,51.68.210.68,24000,19095.0,6000,4,Connection closed
2026-04-17 01:16:00,s_cmh2_6145,51.68.210.68,24000,19095.0,6000,4,Rate limit DKIM
2026-04-17 01:16:00,s_cmh2_6145,51.68.210.68,24000,19095.0,6000,4,Rate limit SPF
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Rate limit SPF
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Other
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Rate limit DKIM
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Connection closed
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Rate limit IP Netblock
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Rate limit SPF
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Other
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Rate limit DKIM
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Connection closed
2026-04-14 12:02:10,s_cmh2_6145,51.68.222.162,12000,2753.0,6000,2,Rate limit IP Netblock
2026-04-14 13:53:10,s_cmh2_6145,51.68.222.162,8000,8606.0,4000,2,Rate limit SPF
2026-04-14 13:53:10,s_cmh2_6145,51.68.222.162,8000,8606.0,4000,2,Rate limit SPF
2026-04-14 14:19:10,s_cmh2_6145,51.68.222.162,8000,4407.0,4000,2,Connection closed
2026-04-14 14:19:10,s_cmh2_6145,51.68.222.162,8000,4407.0,4000,2,Rate limit SPF
2026-04-14 14:19:10,s_cmh2_6145,51.68.222.162,8000,4407.0,4000,2,Rate limit DKIM
2026-04-14 14:19:10,s_cmh2_6145,51.68.222.162,8000,4407.0,4000,2,Connection closed
2026-04-14 14:19:10,s_cmh2_6145,51.68.222.162,8000,4407.0,4000,2,Rate limit SPF
2026-04-14 14:19:10,s_cmh2_6145,51.68.222.162,8000,4407.0,4000,2,Rate limit DKIM
2026-04-15 11:55:09,s_cmh2_6145,51.68.222.162,12000,4.0,6000,2,Connection closed
2026-04-15 11:55:09,s_cmh2_6145,51.68.222.162,12000,4.0,6000,2,Rate limit SPF
2026-04-15 11:55:09,s_cmh2_6145,51.68.222.162,12000,4.0,6000,2,Rate limit DKIM
2026-04-15 11:55:09,s_cmh2_6145,51.68.222.162,12000,4.0,6000,2,Rate limit IP Netblock
2026-04-15 11:55:09,s_cmh2_6145,51.68.222.162,12000,4.0,6000,2,Connection closed
2026-04-15 11:55:09,s_cmh2_6145,51.68.222.162,12000,4.0,6000,2,Rate limit SPF
2026-04-15 11:55:09,s_cmh2_6145,51.68.222.162,12000,4.0,6000,2,Rate limit DKIM
2026-04-15 11:55:09,s_cmh2_6145,51.68.222.162,12000,4.0,6000,2,Rate limit IP Netblock
2026-04-15 12:03:11,s_cmh2_6145,51.68.222.162,3000,566.0,1500,2,Connection closed
2026-04-15 12:03:11,s_cmh2_6145,51.68.222.162,3000,566.0,1500,2,Rate limit SPF
2026-04-15 12:03:11,s_cmh2_6145,51.68.222.162,3000,566.0,1500,2,Rate limit DKIM
2026-04-15 12:03:11,s_cmh2_6145,51.68.222.162,3000,566.0,1500,2,Other
2026-04-15 12:03:11,s_cmh2_6145,51.68.222.162,3000,566.0,1500,2,Connection closed
2026-04-15 12:03:11,s_cmh2_6145,51.68.222.162,3000,566.0,1500,2,Rate limit SPF
2026-04-15 12:03:11,s_cmh2_6145,51.68.222.162,3000,566.0,1500,2,Rate limit DKIM
2026-04-15 12:03:11,s_cmh2_6145,51.68.222.162,3000,566.0,1500,2,Other
2026-04-16 14:00:04,s_cmh2_6145,51.68.222.162,16000,15074.0,8000,2,Rate limit SPF
2026-04-16 14:00:04,s_cmh2_6145,51.68.222.162,16000,15074.0,8000,2,Rate limit DKIM
2026-04-17 01:16:00,s_cmh2_6145,51.68.222.162,24000,19095.0,6000,4,Connection closed
2026-04-14 12:02:10,s_cmh2_6145,51.75.164.228,12000,2753.0,6000,2,Other
2026-04-14 12:02:10,s_cmh2_6145,51.75.164.228,12000,2753.0,6000,2,Connection closed
2026-04-14 12:02:10,s_cmh2_6145,51.75.164.228,12000,2753.0,6000,2,Rate limit DKIM
2026-04-14 12:02:10,s_cmh2_6145,51.75.164.228,12000,2753.0,6000,2,Rate limit SPF
2026-04-14 12:02:10,s_cmh2_6145,51.75.164.228,12000,2753.0,6000,2,Other
2026-04-14 12:02:10,s_cmh2_6145,51.75.164.228,12000,2753.0,6000,2,Connection closed
2026-04-14 12:02:10,s_cmh2_6145,51.75.164.228,12000,2753.0,6000,2,Rate limit DKIM
2026-04-14 12:02:10,s_cmh2_6145,51.75.164.228,12000,2753.0,6000,2,Rate limit SPF
2026-04-15 11:55:09,s_cmh2_6145,51.75.164.228,12000,4.0,6000,2,Rate limit SPF
2026-04-15 11:55:09,s_cmh2_6145,51.75.164.228,12000,4.0,6000,2,Connection closed
2026-04-15 11:55:09,s_cmh2_6145,51.75.164.228,12000,4.0,6000,2,Rate limit DKIM
2026-04-15 11:55:09,s_cmh2_6145,51.75.164.228,12000,4.0,6000,2,Rate limit SPF
2026-04-15 11:55:09,s_cmh2_6145,51.75.164.228,12000,4.0,6000,2,Connection closed
2026-04-15 11:55:09,s_cmh2_6145,51.75.164.228,12000,4.0,6000,2,Rate limit DKIM
2026-04-15 12:03:11,s_cmh2_6145,51.75.164.228,3000,566.0,1500,2,Connection closed
2026-04-15 12:03:11,s_cmh2_6145,51.75.164.228,3000,566.0,1500,2,Rate limit SPF
2026-04-15 12:03:11,s_cmh2_6145,51.75.164.228,3000,566.0,1500,2,Rate limit DKIM
2026-04-15 12:03:11,s_cmh2_6145,51.75.164.228,3000,566.0,1500,2,Connection closed
2026-04-15 12:03:11,s_cmh2_6145,51.75.164.228,3000,566.0,1500,2,Rate limit SPF
2026-04-15 12:03:11,s_cmh2_6145,51.75.164.228,3000,566.0,1500,2,Rate limit DKIM
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.227,255000,54729.0,15000,17,Connection closed
2026-04-13 03:18:00,s_cmh6_5940,198.12.123.227,185000,17952.0,18500,10,Other
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.227,220000,102647.0,22000,10,Other
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.228,255000,54729.0,15000,17,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.229,255000,54729.0,15000,17,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.230,255000,54729.0,15000,17,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.234,255000,54729.0,15000,17,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.235,255000,54729.0,15000,17,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.236,255000,54729.0,15000,17,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.237,255000,54729.0,15000,17,Connection closed
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.237,220000,102647.0,22000,10,Other
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.239,255000,54729.0,15000,17,Connection closed
2026-04-13 02:18:00,s_cmh6_5940,198.12.123.239,175000,54444.0,17500,10,Connection closed
2026-04-13 05:18:00,s_cmh6_5940,198.12.123.239,205000,55506.0,20500,10,Other
2026-04-13 05:48:01,s_cmh6_5940,198.12.123.239,210000,55222.0,21000,10,Other
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.240,255000,54729.0,15000,17,Connection closed
2026-04-13 11:01:00,s_cmh6_5940,198.12.123.240,230000,92856.0,23000,10,Other
2026-04-13 01:18:01,s_cmh6_5940,198.12.123.241,165000,55778.0,16500,10,Connection closed
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.241,220000,102647.0,22000,10,Other
2026-04-13 10:21:00,s_cmh6_5940,198.12.123.242,150000,113892.0,15000,10,Other
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.243,220000,102647.0,22000,10,Other
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.243,220000,102647.0,22000,10,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.244,255000,54729.0,15000,17,Connection closed
2026-04-12 23:18:03,s_cmh6_5940,198.12.123.245,246500,69413.0,14500,17,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.245,255000,54729.0,15000,17,Connection closed
2026-04-13 01:18:01,s_cmh6_5940,198.12.123.245,165000,55778.0,16500,10,Connection closed
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.245,220000,102647.0,22000,10,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.247,255000,54729.0,15000,17,Connection closed
2026-04-13 01:18:01,s_cmh6_5940,198.12.123.247,165000,55778.0,16500,10,Connection closed
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.248,255000,54729.0,15000,17,Connection closed
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.249,220000,102647.0,22000,10,Other
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.250,255000,54729.0,15000,17,Connection closed
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.251,220000,102647.0,22000,10,Other
2026-04-13 01:18:01,s_cmh6_5940,198.12.123.253,165000,55778.0,16500,10,Other
2026-04-13 10:07:00,s_cmh6_5940,198.12.123.253,220000,102647.0,22000,10,Other
2026-04-12 23:48:00,s_cmh6_5940,198.12.123.254,255000,54729.0,15000,17,Connection closed
2026-04-13 10:21:00,s_cmh6_5940,198.12.123.254,150000,113892.0,15000,10,Other
2026-04-13 10:21:00,s_cmh6_5940,198.12.123.254,150000,113892.0,15000,10,Connection closed
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.74,27000,25183.0,9000,3,Connection closed
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.74,27000,25183.0,9000,3,Rate limit DKIM
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.74,27000,25183.0,9000,3,Rate limit SPF
2026-04-16 11:33:13,s_cmh6_6009,173.236.32.74,25500,25069.0,8500,3,Rate limit SPF
2026-04-16 11:58:03,s_cmh6_6009,173.236.32.74,24900,13455.0,8300,3,Rate limit SPF
2026-04-16 11:58:03,s_cmh6_6009,173.236.32.74,24900,13455.0,8300,3,Connection closed
2026-04-16 12:48:08,s_cmh6_6009,173.236.32.74,6000,14.0,6000,1,Rate limit DKIM
2026-04-16 12:48:08,s_cmh6_6009,173.236.32.74,6000,14.0,6000,1,Rate limit SPF
2026-04-16 12:48:08,s_cmh6_6009,173.236.32.74,6000,14.0,6000,1,Connection closed
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.76,27000,25183.0,9000,3,Connection closed
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.76,27000,25183.0,9000,3,Rate limit DKIM
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.76,27000,25183.0,9000,3,Rate limit SPF
2026-04-16 11:02:04,s_cmh6_6009,173.236.32.76,24000,24116.0,8000,3,Other
2026-04-16 11:33:13,s_cmh6_6009,173.236.32.76,25500,25069.0,8500,3,Rate limit SPF
2026-04-16 11:58:03,s_cmh6_6009,173.236.32.76,24900,13455.0,8300,3,Connection closed
2026-04-16 11:58:03,s_cmh6_6009,173.236.32.76,24900,13455.0,8300,3,Rate limit DKIM
2026-04-16 11:58:03,s_cmh6_6009,173.236.32.76,24900,13455.0,8300,3,Rate limit SPF
2026-04-16 16:32:02,s_cmh6_6009,173.236.32.76,22500,22508.0,7500,3,Other
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.77,27000,25183.0,9000,3,Connection closed
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.77,27000,25183.0,9000,3,Rate limit SPF
2026-04-16 02:18:00,s_cmh6_6009,173.236.32.77,27000,25183.0,9000,3,Rate limit DKIM
2026-04-16 11:33:13,s_cmh6_6009,173.236.32.77,25500,25069.0,8500,3,Rate limit SPF
2026-04-16 11:58:03,s_cmh6_6009,173.236.32.77,24900,13455.0,8300,3,Rate limit DKIM
2026-04-16 11:58:03,s_cmh6_6009,173.236.32.77,24900,13455.0,8300,3,Connection closed
2026-04-16 11:58:03,s_cmh6_6009,173.236.32.77,24900,13455.0,8300,3,Rate limit SPF
2026-04-15 12:49:09,s_cmh6_6009,173.236.32.78,24000,24003.0,6000,4,Rate limit SPF
2026-04-15 12:49:09,s_cmh6_6009,173.236.32.78,24000,24003.0,6000,4,Rate limit unsolicited
2026-04-15 12:49:09,s_cmh6_6009,173.236.32.78,24000,24003.0,6000,4,Rate limit SPF
2026-04-15 12:49:09,s_cmh6_6009,173.236.32.78,24000,24003.0,6000,4,Rate limit unsolicited
2026-04-15 13:01:16,s_cmh8_3583,138.226.244.74,6250,1567.0,3125,2,Connection closed
2026-04-15 13:01:16,s_cmh8_3583,138.226.244.74,6250,1567.0,3125,2,Rate limit DKIM
2026-04-15 13:01:16,s_cmh8_3583,138.226.244.74,6250,1567.0,3125,2,Rate limit SPF
2026-04-14 03:07:01,s_cmh8_3583,138.226.244.75,16300,16379.0,8150,2,Connection closed
2026-04-14 03:07:01,s_cmh8_3583,138.226.244.75,16300,16379.0,8150,2,Rate limit SPF
2026-04-14 03:07:01,s_cmh8_3583,138.226.244.75,16300,16379.0,8150,2,Rate limit DKIM
2026-04-15 00:58:01,s_cmh8_3583,138.226.244.75,18750,17187.0,6250,3,Rate limit SPF
2026-04-15 01:34:07,s_cmh8_3583,138.226.244.75,12500,281.0,6250,2,Rate limit SPF
2026-04-15 01:34:07,s_cmh8_3583,138.226.244.75,12500,281.0,6250,2,Connection closed
2026-04-15 01:34:07,s_cmh8_3583,138.226.244.75,12500,281.0,6250,2,Rate limit DKIM
2026-04-15 11:04:16,s_cmh8_3583,138.226.244.75,12500,53.0,6250,2,Rate limit SPF
2026-04-15 11:04:16,s_cmh8_3583,138.226.244.75,12500,53.0,6250,2,Rate limit DKIM
2026-04-15 11:04:16,s_cmh8_3583,138.226.244.75,12500,53.0,6250,2,Connection closed
2026-04-17 00:18:15,s_cmh8_3583,138.226.244.75,32000,15472.0,8000,4,Connection closed
2026-04-17 00:18:15,s_cmh8_3583,138.226.244.75,32000,15472.0,8000,4,Rate limit SPF
2026-04-17 01:18:15,s_cmh8_3583,138.226.244.75,28000,18953.0,7000,4,Connection closed
2026-04-17 01:18:15,s_cmh8_3583,138.226.244.75,28000,18953.0,7000,4,Rate limit SPF
2026-04-17 01:18:15,s_cmh8_3583,138.226.244.75,28000,18953.0,7000,4,Rate limit DKIM
2026-04-17 15:41:01,s_cmh8_3583,138.226.244.75,28000,27985.0,7000,4,Other
2026-04-13 16:51:01,s_cmh8_3583,138.226.244.76,15300,15324.0,5100,3,Other
2026-04-15 16:37:11,s_cmh8_3583,138.226.244.76,5750,769.0,2875,2,Connection closed
2026-04-15 16:37:11,s_cmh8_3583,138.226.244.76,5750,769.0,2875,2,Rate limit SPF
2026-04-15 16:37:11,s_cmh8_3583,138.226.244.76,5750,769.0,2875,2,Rate limit DKIM
2026-04-15 16:56:00,s_cmh8_3583,138.226.244.76,7000,6988.0,3500,2,Connection closed
2026-04-15 16:56:00,s_cmh8_3583,138.226.244.76,7000,6988.0,3500,2,Rate limit DKIM
2026-04-15 17:02:01,s_cmh8_3583,138.226.244.76,6500,5112.0,3250,2,Rate limit DKIM
2026-04-15 17:02:01,s_cmh8_3583,138.226.244.76,6500,5112.0,3250,2,Rate limit unsolicited
2026-04-15 17:02:01,s_cmh8_3583,138.226.244.76,6500,5112.0,3250,2,Connection closed
2026-04-14 02:45:17,s_cmh8_3583,138.226.244.77,24900,1102.0,8300,3,Rate limit SPF
2026-04-14 02:45:17,s_cmh8_3583,138.226.244.77,24900,1102.0,8300,3,Rate limit DKIM
2026-04-15 01:27:17,s_cmh8_3583,138.226.244.77,18000,1006.0,6000,3,Connection closed
2026-04-15 01:27:17,s_cmh8_3583,138.226.244.77,18000,1006.0,6000,3,Rate limit SPF
2026-04-15 10:58:01,s_cmh8_3583,138.226.244.77,10000,5001.0,5000,2,Rate limit SPF
2026-04-15 10:58:01,s_cmh8_3583,138.226.244.77,10000,5001.0,5000,2,Connection closed
2026-04-15 10:58:01,s_cmh8_3583,138.226.244.77,10000,5001.0,5000,2,Rate limit DKIM
2026-04-17 02:01:21,s_cmh8_3583,138.226.244.77,23000,10231.0,11500,2,Rate limit DKIM
2026-04-17 02:01:21,s_cmh8_3583,138.226.244.77,23000,10231.0,11500,2,Connection closed
2026-04-17 02:09:01,s_cmh8_3583,138.226.244.77,14000,24255.0,7000,2,Rate limit DKIM
2026-04-17 17:07:07,s_cmh8_3583,138.226.244.77,28000,21387.0,3500,8,Rate limit DKIM
2026-04-17 17:07:07,s_cmh8_3583,138.226.244.77,28000,21387.0,3500,8,Connection closed
2026-04-17 17:07:07,s_cmh8_3583,138.226.244.77,28000,21387.0,3500,8,Rate limit unsolicited
2026-04-12 03:45:37,s_cmh8_3583,142.147.96.123,9600,7953.0,3200,3,Connection closed
2026-04-12 03:45:37,s_cmh8_3583,142.147.96.123,9600,7953.0,3200,3,Rate limit SPF
2026-04-12 03:51:01,s_cmh8_3583,142.147.96.123,3600,2956.0,1200,3,Rate limit DKIM
2026-04-12 03:57:01,s_cmh8_3583,142.147.96.123,3080,2068.0,1027,3,Rate limit DKIM
2026-04-12 03:57:01,s_cmh8_3583,142.147.96.123,3080,2068.0,1027,3,Rate limit SPF
2026-04-12 03:57:01,s_cmh8_3583,142.147.96.123,3080,2068.0,1027,3,Connection closed
2026-04-14 02:38:11,s_cmh8_3583,142.147.96.123,23490,13056.0,7830,3,Rate limit DKIM
2026-04-14 02:38:11,s_cmh8_3583,142.147.96.123,23490,13056.0,7830,3,Connection closed
2026-04-14 02:38:11,s_cmh8_3583,142.147.96.123,23490,13056.0,7830,3,Rate limit SPF
2026-04-15 10:15:01,s_cmh8_3583,142.147.96.123,13000,13003.0,6500,2,Connection closed
2026-04-15 10:15:01,s_cmh8_3583,142.147.96.123,13000,13003.0,6500,2,Other
2026-04-15 13:01:16,s_cmh8_3583,142.147.96.123,6250,1567.0,3125,2,Connection closed
2026-04-15 13:01:16,s_cmh8_3583,142.147.96.123,6250,1567.0,3125,2,Rate limit DKIM
2026-04-15 13:01:16,s_cmh8_3583,142.147.96.123,6250,1567.0,3125,2,Rate limit SPF
2026-04-15 23:44:01,s_cmh8_3583,142.147.96.123,10000,9732.0,5000,2,Connection closed
2026-04-15 23:44:01,s_cmh8_3583,142.147.96.123,10000,9732.0,5000,2,Other
2026-04-16 20:38:08,s_cmh8_3583,142.147.96.123,46000,44941.0,5750,8,Other
2026-04-17 00:18:15,s_cmh8_3583,142.147.96.123,32000,15472.0,8000,4,Connection closed
2026-04-17 15:41:01,s_cmh8_3583,142.147.96.123,28000,27985.0,7000,4,Other
2026-04-17 19:07:01,s_cmh8_3583,142.147.96.123,24000,24014.0,4000,6,Other
2026-04-13 17:45:06,s_cmh8_3583,142.147.96.124,10290,9707.0,3430,3,Connection closed
2026-04-13 17:45:06,s_cmh8_3583,142.147.96.124,10290,9707.0,3430,3,Rate limit SPF
2026-04-13 17:45:06,s_cmh8_3583,142.147.96.124,10290,9707.0,3430,3,Rate limit DKIM
2026-04-14 02:16:02,s_cmh8_3583,142.147.96.124,20340,19895.0,6780,3,Rate limit SPF
2026-04-14 02:16:02,s_cmh8_3583,142.147.96.124,20340,19895.0,6780,3,Rate limit DKIM
2026-04-15 01:34:07,s_cmh8_3583,142.147.96.124,12500,281.0,6250,2,Rate limit SPF
2026-04-15 01:34:07,s_cmh8_3583,142.147.96.124,12500,281.0,6250,2,Rate limit DKIM
2026-04-15 01:34:07,s_cmh8_3583,142.147.96.124,12500,281.0,6250,2,Connection closed
2026-04-15 11:04:16,s_cmh8_3583,142.147.96.124,12500,53.0,6250,2,Connection closed
2026-04-15 11:04:16,s_cmh8_3583,142.147.96.124,12500,53.0,6250,2,Rate limit SPF
2026-04-15 11:04:16,s_cmh8_3583,142.147.96.124,12500,53.0,6250,2,Rate limit DKIM
2026-04-15 23:20:17,s_cmh8_3583,142.147.96.124,5000,459.0,5000,1,Connection closed
2026-04-15 23:20:17,s_cmh8_3583,142.147.96.124,5000,459.0,5000,1,Rate limit DKIM
2026-04-15 23:20:17,s_cmh8_3583,142.147.96.124,5000,459.0,5000,1,Rate limit SPF
2026-04-15 23:26:03,s_cmh8_3583,142.147.96.124,3900,12.0,3900,1,Rate limit SPF
2026-04-15 23:26:03,s_cmh8_3583,142.147.96.124,3900,12.0,3900,1,Rate limit DKIM
2026-04-15 23:26:03,s_cmh8_3583,142.147.96.124,3900,12.0,3900,1,Connection closed
2026-04-15 23:32:16,s_cmh8_3583,142.147.96.124,5000,5.0,5000,1,Connection closed
2026-04-15 23:32:16,s_cmh8_3583,142.147.96.124,5000,5.0,5000,1,Rate limit SPF
2026-04-15 23:32:16,s_cmh8_3583,142.147.96.124,5000,5.0,5000,1,Rate limit DKIM
2026-04-16 20:38:08,s_cmh8_3583,142.147.96.124,46000,44941.0,5750,8,Other
2026-04-16 22:40:01,s_cmh8_3583,142.147.96.124,16000,15529.0,8000,2,Connection closed
2026-04-16 22:40:01,s_cmh8_3583,142.147.96.124,16000,15529.0,8000,2,Rate limit DKIM
2026-04-16 22:48:01,s_cmh8_3583,142.147.96.124,26000,33536.0,6500,4,Connection closed
2026-04-16 22:48:01,s_cmh8_3583,142.147.96.124,26000,33536.0,6500,4,Rate limit SPF
2026-04-16 22:48:01,s_cmh8_3583,142.147.96.124,26000,33536.0,6500,4,Rate limit DKIM
2026-04-17 03:01:16,s_cmh8_3583,142.147.96.124,12500,5.0,12500,1,Connection closed
2026-04-17 03:01:16,s_cmh8_3583,142.147.96.124,12500,5.0,12500,1,Rate limit DKIM
2026-04-17 03:01:16,s_cmh8_3583,142.147.96.124,12500,5.0,12500,1,Rate limit SPF
2026-04-17 15:29:01,s_cmh8_3583,142.147.96.124,25000,13976.0,12500,2,Rate limit DKIM
2026-04-17 17:07:07,s_cmh8_3583,142.147.96.124,28000,21387.0,3500,8,Rate limit SPF
2026-04-17 17:07:07,s_cmh8_3583,142.147.96.124,28000,21387.0,3500,8,Rate limit DKIM
2026-04-14 01:55:06,s_cmh8_3583,142.147.96.125,26700,25062.0,8900,3,Rate limit SPF
2026-04-14 02:31:01,s_cmh8_3583,142.147.96.125,15800,15806.0,7900,2,Other
2026-04-15 16:37:11,s_cmh8_3583,142.147.96.125,5750,769.0,2875,2,Connection closed
2026-04-15 16:37:11,s_cmh8_3583,142.147.96.125,5750,769.0,2875,2,Rate limit DKIM
2026-04-15 16:37:11,s_cmh8_3583,142.147.96.125,5750,769.0,2875,2,Rate limit SPF
2026-04-17 02:54:01,s_cmh8_3583,142.147.96.125,23000,23011.0,11500,2,Connection closed
2026-04-17 18:07:01,s_cmh8_3583,142.147.96.125,22500,22514.0,3750,6,Other
2026-04-17 22:22:01,s_cmh8_3583,142.147.96.125,24000,24298.0,4000,6,Other
2026-04-13 15:51:01,s_cmh8_3583,142.147.96.126,11400,11392.0,3800,3,Other
2026-04-13 15:51:01,s_cmh8_3583,142.147.96.126,11400,11392.0,3800,3,Connection closed
2026-04-13 18:15:11,s_cmh8_3583,142.147.96.126,12000,7230.0,4000,3,Rate limit SPF
2026-04-13 18:15:11,s_cmh8_3583,142.147.96.126,12000,7230.0,4000,3,Connection closed
2026-04-13 18:27:18,s_cmh8_3583,142.147.96.126,15600,5218.0,5200,3,Rate limit DKIM
2026-04-13 18:27:18,s_cmh8_3583,142.147.96.126,15600,5218.0,5200,3,Rate limit SPF
2026-04-13 18:27:18,s_cmh8_3583,142.147.96.126,15600,5218.0,5200,3,Connection closed
2026-04-14 02:09:01,s_cmh8_3583,142.147.96.126,24150,23992.0,8050,3,Other
2026-04-14 02:45:17,s_cmh8_3583,142.147.96.126,24900,1102.0,8300,3,Connection closed
2026-04-14 02:45:17,s_cmh8_3583,142.147.96.126,24900,1102.0,8300,3,Rate limit SPF
2026-04-14 02:45:17,s_cmh8_3583,142.147.96.126,24900,1102.0,8300,3,Rate limit DKIM
2026-04-15 01:27:17,s_cmh8_3583,142.147.96.126,18000,1006.0,6000,3,Rate limit SPF
2026-04-15 01:27:17,s_cmh8_3583,142.147.96.126,18000,1006.0,6000,3,Connection closed
2026-04-15 01:27:17,s_cmh8_3583,142.147.96.126,18000,1006.0,6000,3,Rate limit DKIM
2026-04-15 11:41:00,s_cmh8_3583,142.147.96.126,6250,6101.0,6250,1,Rate limit unsolicited
2026-04-15 12:12:00,s_cmh8_3583,142.147.96.126,5000,4178.0,5000,1,Rate limit SPF
2026-04-15 12:12:00,s_cmh8_3583,142.147.96.126,5000,4178.0,5000,1,Rate limit DKIM
2026-04-15 12:18:18,s_cmh8_3583,142.147.96.126,5750,0.0,5750,1,Rate limit DKIM
2026-04-15 12:18:18,s_cmh8_3583,142.147.96.126,5750,0.0,5750,1,Connection closed
2026-04-15 12:18:18,s_cmh8_3583,142.147.96.126,5750,0.0,5750,1,Rate limit SPF
